name,regulator_id,site,target_id,modality,tissue,cluster,weight
PE 16:0_18:1 (regulates) ENSG00000287047.1,PE 16:0_18:1,NA,ENSG00000287047.1,EE,blood.muscle,1,0.159751522486236
PE 16:0_18:1 (regulates) ENSG00000279722.1,PE 16:0_18:1,NA,ENSG00000279722.1,EE,blood.muscle,1,0.115907360943009
PE 16:0_18:1 (regulates) TSTD3,PE 16:0_18:1,NA,ENSG00000279170.3,EE,blood.muscle,1,0.147156944930226
PE 16:0_18:1 (regulates) ENSG00000274292.1,PE 16:0_18:1,NA,ENSG00000274292.1,EE,blood.muscle,1,0.109742088785317
PE 16:0_18:1 (regulates) ENSG00000273906.1,PE 16:0_18:1,NA,ENSG00000273906.1,EE,blood.muscle,1,0.187638096050137
PE 16:0_18:1 (regulates) ENSG00000269982.1,PE 16:0_18:1,NA,ENSG00000269982.1,EE,blood.muscle,1,0.135742938817381
PE 16:0_18:1 (regulates) ENSG00000260197.1,PE 16:0_18:1,NA,ENSG00000260197.1,EE,blood.muscle,1,0.181449480182494
PE 16:0_18:1 (regulates) DENND11,PE 16:0_18:1,NA,ENSG00000257093.7,EE,blood.muscle,1,0.122538378717519
PE 16:0_18:1 (regulates) SELENOP,PE 16:0_18:1,NA,ENSG00000250722.6,EE,blood.muscle,1,0.161069169572584
PE 16:0_18:1 (regulates) SELENOKP3,PE 16:0_18:1,NA,ENSG00000225549.3,EE,blood.muscle,1,0.145795561935411
PE 16:0_18:1 (regulates) TCAF1P1,PE 16:0_18:1,NA,ENSG00000223459.6,EE,blood.muscle,1,0.154798530950511
PE 16:0_18:1 (regulates) ZNF471,PE 16:0_18:1,NA,ENSG00000196263.8,EE,blood.muscle,1,0.150150331520828
PE 16:0_18:1 (regulates) TCEA1,PE 16:0_18:1,NA,ENSG00000187735.15,EE,blood.muscle,1,0.108336051924229
PE 16:0_18:1 (regulates) ZDHHC17,PE 16:0_18:1,NA,ENSG00000186908.15,EE,blood.muscle,1,0.158462669409584
PE 16:0_18:1 (regulates) IFIT1,PE 16:0_18:1,NA,ENSG00000185745.10,EE,blood.muscle,1,0.125954521782108
PE 16:0_18:1 (regulates) ZBTB37,PE 16:0_18:1,NA,ENSG00000185278.15,EE,blood.muscle,1,0.104938447923936
PE 16:0_18:1 (regulates) ARHGEF37,PE 16:0_18:1,NA,ENSG00000183111.12,EE,blood.muscle,1,0.161336725575164
PE 16:0_18:1 (regulates) FGD6,PE 16:0_18:1,NA,ENSG00000180263.14,EE,blood.muscle,1,0.104068007968387
PE 16:0_18:1 (regulates) CTNNBIP1,PE 16:0_18:1,NA,ENSG00000178585.15,EE,blood.muscle,1,0.173913864211178
PE 16:0_18:1 (regulates) GNG7,PE 16:0_18:1,NA,ENSG00000176533.13,EE,blood.muscle,1,0.12196584992789
PE 16:0_18:1 (regulates) GK5,PE 16:0_18:1,NA,ENSG00000175066.16,EE,blood.muscle,1,0.117749845496826
PE 16:0_18:1 (regulates) EIF1AX,PE 16:0_18:1,NA,ENSG00000173674.11,EE,blood.muscle,1,0.186666440182562
PE 16:0_18:1 (regulates) ENC1,PE 16:0_18:1,NA,ENSG00000171617.15,EE,blood.muscle,1,0.101288645065751
PE 16:0_18:1 (regulates) SLC30A1,PE 16:0_18:1,NA,ENSG00000170385.10,EE,blood.muscle,1,0.104239268513332
PE 16:0_18:1 (regulates) P2RY1,PE 16:0_18:1,NA,ENSG00000169860.7,EE,blood.muscle,1,0.175063495317406
PE 16:0_18:1 (regulates) NLGN4Y,PE 16:0_18:1,NA,ENSG00000165246.15,EE,blood.muscle,1,0.199269866553082
PE 16:0_18:1 (regulates) SFXN1,PE 16:0_18:1,NA,ENSG00000164466.13,EE,blood.muscle,1,0.128613695122943
PE 16:0_18:1 (regulates) PYGO2,PE 16:0_18:1,NA,ENSG00000163348.4,EE,blood.muscle,1,0.119504169877904
PE 16:0_18:1 (regulates) PWWP3B,PE 16:0_18:1,NA,ENSG00000157502.13,EE,blood.muscle,1,0.100417575715138
PE 16:0_18:1 (regulates) CNTNAP3B,PE 16:0_18:1,NA,ENSG00000154529.15,EE,blood.muscle,1,0.140403740946059
PE 16:0_18:1 (regulates) NADK2,PE 16:0_18:1,NA,ENSG00000152620.13,EE,blood.muscle,1,0.116581563719059
PE 16:0_18:1 (regulates) UPF2,PE 16:0_18:1,NA,ENSG00000151461.20,EE,blood.muscle,1,0.138575775780618
PE 16:0_18:1 (regulates) IL18,PE 16:0_18:1,NA,ENSG00000150782.12,EE,blood.muscle,1,0.117946619301443
PE 16:0_18:1 (regulates) NCAPG2,PE 16:0_18:1,NA,ENSG00000146918.20,EE,blood.muscle,1,0.102551651348077
PE 16:0_18:1 (regulates) SLC18B1,PE 16:0_18:1,NA,ENSG00000146409.12,EE,blood.muscle,1,0.161489670962633
PE 16:0_18:1 (regulates) NPHP1,PE 16:0_18:1,NA,ENSG00000144061.14,EE,blood.muscle,1,0.124848935135982
PE 16:0_18:1 (regulates) SFXN5,PE 16:0_18:1,NA,ENSG00000144040.13,EE,blood.muscle,1,0.145090904233264
PE 16:0_18:1 (regulates) GOLPH3L,PE 16:0_18:1,NA,ENSG00000143457.11,EE,blood.muscle,1,0.122652633655331
PE 16:0_18:1 (regulates) ADAMTSL4,PE 16:0_18:1,NA,ENSG00000143382.16,EE,blood.muscle,1,0.128266125467425
PE 16:0_18:1 (regulates) TARS2,PE 16:0_18:1,NA,ENSG00000143374.18,EE,blood.muscle,1,0.185204857315808
PE 16:0_18:1 (regulates) CRTC3,PE 16:0_18:1,NA,ENSG00000140577.17,EE,blood.muscle,1,0.130678719494743
PE 16:0_18:1 (regulates) BBS4,PE 16:0_18:1,NA,ENSG00000140463.14,EE,blood.muscle,1,0.194822515898011
PE 16:0_18:1 (regulates) RHOF,PE 16:0_18:1,NA,ENSG00000139725.8,EE,blood.muscle,1,0.128877545270455
PE 16:0_18:1 (regulates) KIAA1109,PE 16:0_18:1,NA,ENSG00000138688.17,EE,blood.muscle,1,0.104278599666299
PE 16:0_18:1 (regulates) HERC6,PE 16:0_18:1,NA,ENSG00000138642.16,EE,blood.muscle,1,0.124602063041219
PE 16:0_18:1 (regulates) SMO,PE 16:0_18:1,NA,ENSG00000128602.11,EE,blood.muscle,1,0.110825532919554
PE 16:0_18:1 (regulates) NCOA3,PE 16:0_18:1,NA,ENSG00000124151.19,EE,blood.muscle,1,0.133943259634741
PE 16:0_18:1 (regulates) IKZF4,PE 16:0_18:1,NA,ENSG00000123411.15,EE,blood.muscle,1,0.211967600372057
PE 16:0_18:1 (regulates) CRIPT,PE 16:0_18:1,NA,ENSG00000119878.6,EE,blood.muscle,1,0.140905528830893
PE 16:0_18:1 (regulates) GALNT12,PE 16:0_18:1,NA,ENSG00000119514.7,EE,blood.muscle,1,0.109396572170327
PE 16:0_18:1 (regulates) TFDP2,PE 16:0_18:1,NA,ENSG00000114126.18,EE,blood.muscle,1,0.130870950706457
PE 16:0_18:1 (regulates) CRBN,PE 16:0_18:1,NA,ENSG00000113851.16,EE,blood.muscle,1,0.11128962508864
PE 16:0_18:1 (regulates) PRPH2,PE 16:0_18:1,NA,ENSG00000112619.8,EE,blood.muscle,1,0.15361290489844
PE 16:0_18:1 (regulates) FAM120B,PE 16:0_18:1,NA,ENSG00000112584.14,EE,blood.muscle,1,0.139654518689212
PE 16:0_18:1 (regulates) ALDH2,PE 16:0_18:1,NA,ENSG00000111275.13,EE,blood.muscle,1,0.111416860980275
PE 16:0_18:1 (regulates) HOXB6,PE 16:0_18:1,NA,ENSG00000108511.10,EE,blood.muscle,1,0.153033361266164
PE 16:0_18:1 (regulates) HPN,PE 16:0_18:1,NA,ENSG00000105707.15,EE,blood.muscle,1,0.112628198893044
PE 16:0_18:1 (regulates) NDRG4,PE 16:0_18:1,NA,ENSG00000103034.15,EE,blood.muscle,1,0.16555079230919
PE 16:0_18:1 (regulates) NIN,PE 16:0_18:1,NA,ENSG00000100503.26,EE,blood.muscle,1,0.197540930619355
PE 16:0_18:1 (regulates) ANKRD24,PE 16:0_18:1,NA,ENSG00000089847.13,EE,blood.muscle,1,0.119364293685717
PE 16:0_18:1 (regulates) AAMDC,PE 16:0_18:1,NA,ENSG00000087884.15,EE,blood.muscle,1,0.106221604929957
PE 16:0_18:1 (regulates) ATXN7L3,PE 16:0_18:1,NA,ENSG00000087152.16,EE,blood.muscle,1,0.108058594438925
PE 16:0_18:1 (regulates) NAALAD2,PE 16:0_18:1,NA,ENSG00000077616.11,EE,blood.muscle,1,0.101750730256307
PE 16:0_18:1 (regulates) MAP2K7,PE 16:0_18:1,NA,ENSG00000076984.18,EE,blood.muscle,1,0.109133961643795
PE 16:0_18:1 (regulates) UNKL,PE 16:0_18:1,NA,ENSG00000059145.19,EE,blood.muscle,1,0.125378738428793
PE 16:0_18:1 (regulates) CHDH,PE 16:0_18:1,NA,ENSG00000016391.11,EE,blood.muscle,1,0.164522653694056
PE 16:0_18:1 (regulates) NUB1,PE 16:0_18:1,NA,ENSG00000013374.17,EE,blood.muscle,1,0.118391935311322
PE 16:0_18:1 (regulates) KDM5D,PE 16:0_18:1,NA,ENSG00000012817.16,EE,blood.muscle,1,0.187927478231166
PE 16:0_18:1 (regulates) LDAF1,PE 16:0_18:1,NA,ENSG00000011638.11,EE,blood.muscle,1,0.136630317474182
PE 16:0_18:1 (regulates) OSBPL7,PE 16:0_18:1,NA,ENSG00000006025.12,EE,blood.muscle,1,0.134379914164356
PE 16:0_18:1 (regulates) CD38,PE 16:0_18:1,NA,ENSG00000004468.13,EE,blood.muscle,1,0.117857378611022
Cytidine (regulates) ENSG00000280441.3,Cytidine,NA,ENSG00000280441.3,RE,blood.muscle,1,0.105732424711745
Cytidine (regulates) SIRPA,Cytidine,NA,ENSG00000198053.12,RE,blood.muscle,1,0.106860733085156
Cytidine (regulates) PKD1P3,Cytidine,NA,ENSG00000183458.14,RE,blood.muscle,1,0.121519142948758
Cytidine (regulates) DIP2C-AS1,Cytidine,NA,ENSG00000180525.14,RE,blood.muscle,1,0.1150467135439
Cytidine (regulates) BANP,Cytidine,NA,ENSG00000172530.21,RE,blood.muscle,1,0.148882550615176
Cytidine (regulates) TXLNB,Cytidine,NA,ENSG00000164440.15,RE,blood.muscle,1,0.118771222526574
Cytidine (regulates) PXDNL,Cytidine,NA,ENSG00000147485.13,RE,blood.muscle,1,0.138210637730221
Cytidine (regulates) HMBOX1,Cytidine,NA,ENSG00000147421.18,RE,blood.muscle,1,0.102999967512815
Cytidine (regulates) GASK1A,Cytidine,NA,ENSG00000144649.10,RE,blood.muscle,1,0.113518629361688
Cytidine (regulates) CDKL1,Cytidine,NA,ENSG00000100490.10,RE,blood.muscle,1,0.132881115707716
Cytidine (regulates) BTBD7,Cytidine,NA,ENSG00000011114.15,RE,blood.muscle,1,0.153343813947843
Cytidine (regulates) GTF2IP12,Cytidine,NA,ENSG00000283050.3,EE,blood.muscle,1,0.187841050788192
Cytidine (regulates) IPO5P1,Cytidine,NA,ENSG00000269837.1,EE,blood.muscle,1,0.145120026949322
Cytidine (regulates) MIR133A1HG,Cytidine,NA,ENSG00000265142.9,EE,blood.muscle,1,0.119347900670855
Cytidine (regulates) ENSG00000259366.2,Cytidine,NA,ENSG00000259366.2,EE,blood.muscle,1,0.142518917567588
Cytidine (regulates) FAM13A-AS1,Cytidine,NA,ENSG00000248019.3,EE,blood.muscle,1,0.107582362040201
Cytidine (regulates) PICART1,Cytidine,NA,ENSG00000246640.2,EE,blood.muscle,1,0.151816800769663
Cytidine (regulates) KCNQ5-AS1,Cytidine,NA,ENSG00000229154.2,EE,blood.muscle,1,0.136747498362404
Cytidine (regulates) RAB11FIP1P1,Cytidine,NA,ENSG00000228492.2,EE,blood.muscle,1,0.122104979832032
Cytidine (regulates) ENSG00000227946.2,Cytidine,NA,ENSG00000227946.2,EE,blood.muscle,1,0.120305295698817
Cytidine (regulates) FAM229A,Cytidine,NA,ENSG00000225828.2,EE,blood.muscle,1,0.111053099113287
Cytidine (regulates) FANCG,Cytidine,NA,ENSG00000221829.10,EE,blood.muscle,1,0.108163609846638
Cytidine (regulates) MTMR9LP,Cytidine,NA,ENSG00000220785.8,EE,blood.muscle,1,0.116906976088094
Cytidine (regulates) MIR99AHG,Cytidine,NA,ENSG00000215386.14,EE,blood.muscle,1,0.147251261472306
Cytidine (regulates) LINC01347,Cytidine,NA,ENSG00000214837.8,EE,blood.muscle,1,0.137554913984423
Cytidine (regulates) BMS1P1,Cytidine,NA,ENSG00000204177.11,EE,blood.muscle,1,0.101376868465692
Cytidine (regulates) SULT1C4,Cytidine,NA,ENSG00000198075.10,EE,blood.muscle,1,0.104902626299085
Cytidine (regulates) MIRLET7BHG,Cytidine,NA,ENSG00000197182.15,EE,blood.muscle,1,0.11467185242833
Cytidine (regulates) LCOR,Cytidine,NA,ENSG00000196233.14,EE,blood.muscle,1,0.131225771602222
Cytidine (regulates) FAT4,Cytidine,NA,ENSG00000196159.14,EE,blood.muscle,1,0.102081556906147
Cytidine (regulates) SLC35E2B,Cytidine,NA,ENSG00000189339.12,EE,blood.muscle,1,0.118761377051851
Cytidine (regulates) AGAP4,Cytidine,NA,ENSG00000188234.15,EE,blood.muscle,1,0.122585464402128
Cytidine (regulates) TLR5,Cytidine,NA,ENSG00000187554.14,EE,blood.muscle,1,0.105621134250237
Cytidine (regulates) ZNF395,Cytidine,NA,ENSG00000186918.14,EE,blood.muscle,1,0.126544819004395
Cytidine (regulates) MRTFB,Cytidine,NA,ENSG00000186260.17,EE,blood.muscle,1,0.139021528623358
Cytidine (regulates) GSAP,Cytidine,NA,ENSG00000186088.16,EE,blood.muscle,1,0.126592531900886
Cytidine (regulates) L3MBTL1,Cytidine,NA,ENSG00000185513.17,EE,blood.muscle,1,0.116521017418108
Cytidine (regulates) NXPH3,Cytidine,NA,ENSG00000182575.8,EE,blood.muscle,1,0.114854923326614
Cytidine (regulates) UBA7,Cytidine,NA,ENSG00000182179.13,EE,blood.muscle,1,0.116729671617141
Cytidine (regulates) ERN1,Cytidine,NA,ENSG00000178607.17,EE,blood.muscle,1,0.170467332567211
Cytidine (regulates) ZNF491,Cytidine,NA,ENSG00000177599.13,EE,blood.muscle,1,0.119142042360661
Cytidine (regulates) CTDSP2,Cytidine,NA,ENSG00000175215.11,EE,blood.muscle,1,0.107090534344372
Cytidine (regulates) AHSA2P,Cytidine,NA,ENSG00000173209.23,EE,blood.muscle,1,0.123399513686641
Cytidine (regulates) LRRC8D,Cytidine,NA,ENSG00000171492.14,EE,blood.muscle,1,0.105463032509416
Cytidine (regulates) TRIM56,Cytidine,NA,ENSG00000169871.13,EE,blood.muscle,1,0.128900982648583
Cytidine (regulates) INPP5D,Cytidine,NA,ENSG00000168918.14,EE,blood.muscle,1,0.109207239963698
Cytidine (regulates) FAM111A,Cytidine,NA,ENSG00000166801.17,EE,blood.muscle,1,0.157982018711781
Cytidine (regulates) HDGFL3,Cytidine,NA,ENSG00000166503.9,EE,blood.muscle,1,0.108616710785962
Cytidine (regulates) FRS2,Cytidine,NA,ENSG00000166225.9,EE,blood.muscle,1,0.105251929716347
Cytidine (regulates) JCAD,Cytidine,NA,ENSG00000165757.9,EE,blood.muscle,1,0.11862317934016
Cytidine (regulates) HGSNAT,Cytidine,NA,ENSG00000165102.15,EE,blood.muscle,1,0.180097577607539
Cytidine (regulates) TP53INP1,Cytidine,NA,ENSG00000164938.14,EE,blood.muscle,1,0.122079305484575
Cytidine (regulates) SMIM14,Cytidine,NA,ENSG00000163683.12,EE,blood.muscle,1,0.128882358716512
Cytidine (regulates) EN1,Cytidine,NA,ENSG00000163064.7,EE,blood.muscle,1,0.104100270601289
Cytidine (regulates) PRKAA2,Cytidine,NA,ENSG00000162409.12,EE,blood.muscle,1,0.103556160697272
Cytidine (regulates) PGAP3,Cytidine,NA,ENSG00000161395.14,EE,blood.muscle,1,0.108870002952129
Cytidine (regulates) ZNF333,Cytidine,NA,ENSG00000160961.12,EE,blood.muscle,1,0.162875196088537
Cytidine (regulates) CUL4B,Cytidine,NA,ENSG00000158290.19,EE,blood.muscle,1,0.101323127347628
Cytidine (regulates) NUP205,Cytidine,NA,ENSG00000155561.15,EE,blood.muscle,1,0.135523148638925
Cytidine (regulates) FBXL18,Cytidine,NA,ENSG00000155034.20,EE,blood.muscle,1,0.11977360636664
Cytidine (regulates) ANKRD29,Cytidine,NA,ENSG00000154065.17,EE,blood.muscle,1,0.128711525142913
Cytidine (regulates) DIXDC1,Cytidine,NA,ENSG00000150764.14,EE,blood.muscle,1,0.136573094338157
Cytidine (regulates) TCF7L2,Cytidine,NA,ENSG00000148737.17,EE,blood.muscle,1,0.114784868107935
Cytidine (regulates) CEP78,Cytidine,NA,ENSG00000148019.14,EE,blood.muscle,1,0.135924418828045
Cytidine (regulates) ZMYM4,Cytidine,NA,ENSG00000146463.12,EE,blood.muscle,1,0.104683943779245
Cytidine (regulates) KLHL3,Cytidine,NA,ENSG00000146021.15,EE,blood.muscle,1,0.144545835894487
Cytidine (regulates) PDGFC,Cytidine,NA,ENSG00000145431.11,EE,blood.muscle,1,0.178971514547888
Cytidine (regulates) MINK1,Cytidine,NA,ENSG00000141503.17,EE,blood.muscle,1,0.106378114531991
Cytidine (regulates) RUSF1,Cytidine,NA,ENSG00000140688.17,EE,blood.muscle,1,0.102296043253782
Cytidine (regulates) ANKRD36,Cytidine,NA,ENSG00000135976.21,EE,blood.muscle,1,0.110253586035107
Cytidine (regulates) TMEM106C,Cytidine,NA,ENSG00000134291.12,EE,blood.muscle,1,0.129975513521675
Cytidine (regulates) PRKAA1,Cytidine,NA,ENSG00000132356.12,EE,blood.muscle,1,0.144996294265949
Cytidine (regulates) GALNT15,Cytidine,NA,ENSG00000131386.20,EE,blood.muscle,1,0.223154512642239
Cytidine (regulates) ATP1B2,Cytidine,NA,ENSG00000129244.9,EE,blood.muscle,1,0.119992667833635
Cytidine (regulates) SUMF2,Cytidine,NA,ENSG00000129103.19,EE,blood.muscle,1,0.112290259208639
Cytidine (regulates) PRR12,Cytidine,NA,ENSG00000126464.15,EE,blood.muscle,1,0.120294767490913
Cytidine (regulates) NRN1,Cytidine,NA,ENSG00000124785.9,EE,blood.muscle,1,0.109287725761263
Cytidine (regulates) PEX16,Cytidine,NA,ENSG00000121680.16,EE,blood.muscle,1,0.112709585656212
Cytidine (regulates) SRSF11,Cytidine,NA,ENSG00000116754.14,EE,blood.muscle,1,0.103351959794322
Cytidine (regulates) PHACTR2,Cytidine,NA,ENSG00000112419.15,EE,blood.muscle,1,0.136966229373538
Cytidine (regulates) BMP5,Cytidine,NA,ENSG00000112175.8,EE,blood.muscle,1,0.120100680241473
Cytidine (regulates) MDK,Cytidine,NA,ENSG00000110492.17,EE,blood.muscle,1,0.156857390678239
Cytidine (regulates) POLI,Cytidine,NA,ENSG00000101751.11,EE,blood.muscle,1,0.160110495424426
Cytidine (regulates) NLRP1,Cytidine,NA,ENSG00000091592.16,EE,blood.muscle,1,0.111716323689476
Cytidine (regulates) USP40,Cytidine,NA,ENSG00000085982.15,EE,blood.muscle,1,0.10070974014108
Cytidine (regulates) DDHD2,Cytidine,NA,ENSG00000085788.14,EE,blood.muscle,1,0.113359048887479
Cytidine (regulates) FDFT1,Cytidine,NA,ENSG00000079459.13,EE,blood.muscle,1,0.107682841714089
Cytidine (regulates) PPP2R5C,Cytidine,NA,ENSG00000078304.19,EE,blood.muscle,1,0.168738226283422
Cytidine (regulates) DHX8,Cytidine,NA,ENSG00000067596.12,EE,blood.muscle,1,0.118191049496205
Cytidine (regulates) TRIT1,Cytidine,NA,ENSG00000043514.17,EE,blood.muscle,1,0.102518491405917
Cytidine (regulates) BTN3A1,Cytidine,NA,ENSG00000026950.17,EE,blood.muscle,1,0.157495293360083
Cytidine (regulates) ZDHHC6,Cytidine,NA,ENSG00000023041.12,EE,blood.muscle,1,0.104956002293347
Cytidine (regulates) BAIAP2L1,Cytidine,NA,ENSG00000006453.14,EE,blood.muscle,1,0.146938783031842
Cytidine (regulates) MAP3K9,Cytidine,NA,ENSG00000006432.16,EE,blood.muscle,1,0.147268310570897
Cytidine (regulates) UPF1,Cytidine,NA,ENSG00000005007.13,EE,blood.muscle,1,0.130770293694993
Cytidine (regulates) RBM5,Cytidine,NA,ENSG00000003756.17,EE,blood.muscle,1,0.114492410182751
PC 38:2 (regulates) KCNQ5-DT,PC 38:2,NA,ENSG00000285844.2,RE,blood.muscle,1,0.188718585392569
PC 38:2 (regulates) ENSG00000279668.3,PC 38:2,NA,ENSG00000279668.3,RE,blood.muscle,1,0.20703071644441
PC 38:2 (regulates) ENSG00000270426.1,PC 38:2,NA,ENSG00000270426.1,RE,blood.muscle,1,0.123469978987089
PC 38:2 (regulates) ENSG00000264151.6,PC 38:2,NA,ENSG00000264151.6,RE,blood.muscle,1,0.131389332999256
PC 38:2 (regulates) CASC18,PC 38:2,NA,ENSG00000257859.2,RE,blood.muscle,1,0.243768223143426
PC 38:2 (regulates) MBNL1-AS1,PC 38:2,NA,ENSG00000229619.5,RE,blood.muscle,1,0.165476156793601
PC 38:2 (regulates) TRIM16,PC 38:2,NA,ENSG00000221926.13,RE,blood.muscle,1,0.122595610671867
PC 38:2 (regulates) SIRPA,PC 38:2,NA,ENSG00000198053.12,RE,blood.muscle,1,0.131257830836442
PC 38:2 (regulates) COL4A6,PC 38:2,NA,ENSG00000197565.17,RE,blood.muscle,1,0.170032794668042
PC 38:2 (regulates) KANK2,PC 38:2,NA,ENSG00000197256.11,RE,blood.muscle,1,0.103892331417064
PC 38:2 (regulates) KCNQ5,PC 38:2,NA,ENSG00000185760.18,RE,blood.muscle,1,0.211709519396087
PC 38:2 (regulates) UTY,PC 38:2,NA,ENSG00000183878.16,RE,blood.muscle,1,0.200719973992747
PC 38:2 (regulates) ACSM5,PC 38:2,NA,ENSG00000183549.10,RE,blood.muscle,1,0.150044486463385
PC 38:2 (regulates) GLRX5,PC 38:2,NA,ENSG00000182512.5,RE,blood.muscle,1,0.114309964166478
PC 38:2 (regulates) SIX5,PC 38:2,NA,ENSG00000177045.11,RE,blood.muscle,1,0.102027263389255
PC 38:2 (regulates) ZNF25,PC 38:2,NA,ENSG00000175395.16,RE,blood.muscle,1,0.123868644410686
PC 38:2 (regulates) TADA2B,PC 38:2,NA,ENSG00000173011.12,RE,blood.muscle,1,0.104346499380982
PC 38:2 (regulates) ZNF24,PC 38:2,NA,ENSG00000172466.16,RE,blood.muscle,1,0.100899153515454
PC 38:2 (regulates) COL24A1,PC 38:2,NA,ENSG00000171502.15,RE,blood.muscle,1,0.129216676474946
PC 38:2 (regulates) KCNS3,PC 38:2,NA,ENSG00000170745.12,RE,blood.muscle,1,0.114344942647925
PC 38:2 (regulates) VAMP5,PC 38:2,NA,ENSG00000168899.5,RE,blood.muscle,1,0.135072245051558
PC 38:2 (regulates) SNTB2,PC 38:2,NA,ENSG00000168807.17,RE,blood.muscle,1,0.142143274790733
PC 38:2 (regulates) ZNF606,PC 38:2,NA,ENSG00000166704.13,RE,blood.muscle,1,0.109005846577365
PC 38:2 (regulates) ALDH1A1,PC 38:2,NA,ENSG00000165092.13,RE,blood.muscle,1,0.155575915868723
PC 38:2 (regulates) PSIP1,PC 38:2,NA,ENSG00000164985.15,RE,blood.muscle,1,0.140094523759284
PC 38:2 (regulates) ABCA6,PC 38:2,NA,ENSG00000154262.13,RE,blood.muscle,1,0.121525798030696
PC 38:2 (regulates) RASSF3,PC 38:2,NA,ENSG00000153179.13,RE,blood.muscle,1,0.115269118826485
PC 38:2 (regulates) PLPP5,PC 38:2,NA,ENSG00000147535.17,RE,blood.muscle,1,0.131867040945152
PC 38:2 (regulates) ZNF711,PC 38:2,NA,ENSG00000147180.17,RE,blood.muscle,1,0.117900828082533
PC 38:2 (regulates) FAM50B,PC 38:2,NA,ENSG00000145945.7,RE,blood.muscle,1,0.182676451916683
PC 38:2 (regulates) KANSL1L,PC 38:2,NA,ENSG00000144445.17,RE,blood.muscle,1,0.121471600850382
PC 38:2 (regulates) LBR,PC 38:2,NA,ENSG00000143815.15,RE,blood.muscle,1,0.119639629969638
PC 38:2 (regulates) IMPA2,PC 38:2,NA,ENSG00000141401.12,RE,blood.muscle,1,0.15495302972664
PC 38:2 (regulates) SLC12A6,PC 38:2,NA,ENSG00000140199.13,RE,blood.muscle,1,0.114749391298493
PC 38:2 (regulates) SBNO1,PC 38:2,NA,ENSG00000139697.14,RE,blood.muscle,1,0.117813667563044
PC 38:2 (regulates) GUCD1,PC 38:2,NA,ENSG00000138867.17,RE,blood.muscle,1,0.189866124714952
PC 38:2 (regulates) FBXO11,PC 38:2,NA,ENSG00000138081.22,RE,blood.muscle,1,0.111574788746682
PC 38:2 (regulates) ANP32B,PC 38:2,NA,ENSG00000136938.9,RE,blood.muscle,1,0.129563079934607
PC 38:2 (regulates) RCBTB2,PC 38:2,NA,ENSG00000136161.13,RE,blood.muscle,1,0.117684149843586
PC 38:2 (regulates) AMHR2,PC 38:2,NA,ENSG00000135409.11,RE,blood.muscle,1,0.218335888067338
PC 38:2 (regulates) GSTM1,PC 38:2,NA,ENSG00000134184.13,RE,blood.muscle,1,0.116011601910505
PC 38:2 (regulates) CCNB1,PC 38:2,NA,ENSG00000134057.15,RE,blood.muscle,1,0.116587543030659
PC 38:2 (regulates) METTL16,PC 38:2,NA,ENSG00000127804.13,RE,blood.muscle,1,0.102626289464657
PC 38:2 (regulates) RBCK1,PC 38:2,NA,ENSG00000125826.21,RE,blood.muscle,1,0.10213982943315
PC 38:2 (regulates) ATP8A1,PC 38:2,NA,ENSG00000124406.16,RE,blood.muscle,1,0.133433760839105
PC 38:2 (regulates) NLN,PC 38:2,NA,ENSG00000123213.23,RE,blood.muscle,1,0.103822871143696
PC 38:2 (regulates) SEPTIN7,PC 38:2,NA,ENSG00000122545.21,RE,blood.muscle,1,0.122140765089799
PC 38:2 (regulates) TMPO,PC 38:2,NA,ENSG00000120802.14,RE,blood.muscle,1,0.11969110218794
PC 38:2 (regulates) NPHP3,PC 38:2,NA,ENSG00000113971.21,RE,blood.muscle,1,0.108850586864473
PC 38:2 (regulates) CRBN,PC 38:2,NA,ENSG00000113851.16,RE,blood.muscle,1,0.117574224692147
PC 38:2 (regulates) SORCS1,PC 38:2,NA,ENSG00000108018.16,RE,blood.muscle,1,0.143790812024498
PC 38:2 (regulates) CYP3A5,PC 38:2,NA,ENSG00000106258.15,RE,blood.muscle,1,0.100862321164998
PC 38:2 (regulates) NBN,PC 38:2,NA,ENSG00000104320.14,RE,blood.muscle,1,0.18597097411072
PC 38:2 (regulates) OLFM4,PC 38:2,NA,ENSG00000102837.7,RE,blood.muscle,1,0.144934680669827
PC 38:2 (regulates) ATP1B4,PC 38:2,NA,ENSG00000101892.12,RE,blood.muscle,1,0.213859777360135
PC 38:2 (regulates) POLA1,PC 38:2,NA,ENSG00000101868.13,RE,blood.muscle,1,0.200179226883251
PC 38:2 (regulates) FOXRED2,PC 38:2,NA,ENSG00000100350.16,RE,blood.muscle,1,0.111051865992729
PC 38:2 (regulates) PCDHB4,PC 38:2,NA,ENSG00000081818.4,RE,blood.muscle,1,0.137509973961262
PC 38:2 (regulates) PGM1,PC 38:2,NA,ENSG00000079739.17,RE,blood.muscle,1,0.118562137664079
PC 38:2 (regulates) NT5C2,PC 38:2,NA,ENSG00000076685.19,RE,blood.muscle,1,0.197367354307863
PC 38:2 (regulates) ZNF275,PC 38:2,NA,ENSG00000063587.15,RE,blood.muscle,1,0.107021836481344
PC 38:2 (regulates) TPR,PC 38:2,NA,ENSG00000047410.14,RE,blood.muscle,1,0.118315266155658
PC 38:2 (regulates) ATP6V0A1,PC 38:2,NA,ENSG00000033627.17,RE,blood.muscle,1,0.106628702708239
