feature_id,assay,entrez_gene,gene_symbol,ensembl_gene,Gambardella_et_al_2020,MSigDb_TFEB_TARGET_GENES,Settembre_et_al_2013,Doronzo_et_al_2018,any
ENSG00000101000.6,transcript-rna-seq,10544,PROCR,ENSG00000101000,N,N,N,Y,Y
ENSG00000021645.20,transcript-rna-seq,9369,NRXN3,ENSG00000021645,N,N,N,N,N
ENSG00000172590.18,transcript-rna-seq,122704,MRPL52,ENSG00000172590,N,N,N,N,N
ENSG00000143429.11,transcript-rna-seq,645166,LSP1P4,ENSG00000143429,N,N,N,N,N
ENSG00000048991.17,transcript-rna-seq,23518,R3HDM1,ENSG00000048991,N,N,N,N,N
ENSG00000258289.10,transcript-rna-seq,91612,CHURC1,ENSG00000258289,N,N,N,N,N
ENSG00000078902.16,transcript-rna-seq,54472,TOLLIP,ENSG00000078902,N,N,N,Y,Y
ENSG00000183291.18,transcript-rna-seq,9403,SELENOF,ENSG00000183291,N,N,N,N,N
ENSG00000137764.20,transcript-rna-seq,5607,MAP2K5,ENSG00000137764,N,N,N,N,N
ENSG00000112297.18,transcript-rna-seq,202,CRYBG1,ENSG00000112297,N,N,N,N,N
ENSG00000182253.15,transcript-rna-seq,23336,SYNM,ENSG00000182253,Y,N,N,N,Y
ENSG00000179598.6,transcript-rna-seq,201164,PLD6,ENSG00000179598,Y,Y,N,Y,Y
ENSG00000184194.6,transcript-rna-seq,54328,GPR173,ENSG00000184194,N,N,N,N,N
ENSG00000196584.3,transcript-rna-seq,7516,XRCC2,ENSG00000196584,N,N,N,N,N
ENSG00000233382.8,transcript-rna-seq,158801,NKAPP1,ENSG00000233382,N,N,N,N,N
ENSG00000241399.7,transcript-rna-seq,9936,CD302,ENSG00000241399,N,N,N,N,N
ENSG00000136731.13,transcript-rna-seq,56886,UGGT1,ENSG00000136731,Y,Y,N,N,Y
ENSG00000133246.12,transcript-rna-seq,84106,PRAM1,ENSG00000133246,N,N,N,N,N
ENSG00000003137.9,transcript-rna-seq,56603,CYP26B1,ENSG00000003137,N,N,N,N,N
ENSG00000131143.10,transcript-rna-seq,1327,COX4I1,ENSG00000131143,Y,N,N,N,Y
ENSG00000227877.7,transcript-rna-seq,100507027,MRLN,ENSG00000227877,N,N,N,Y,Y
ENSG00000255248.10,transcript-rna-seq,399959,MIR100HG,ENSG00000255248,N,N,N,N,N
ENSG00000173545.5,transcript-rna-seq,90441,ZNF622,ENSG00000173545,Y,Y,N,Y,Y
ENSG00000125991.21,transcript-rna-seq,51614,ERGIC3,ENSG00000125991,N,N,N,N,N
ENSG00000005981.13,transcript-rna-seq,51666,ASB4,ENSG00000005981,N,N,N,N,N
ENSG00000264235.6,transcript-rna-seq,104968399,MYL12-AS1,ENSG00000264235,N,N,N,N,N
ENSG00000142875.20,transcript-rna-seq,5567,PRKACB,ENSG00000142875,N,N,N,N,N
ENSG00000164978.18,transcript-rna-seq,318,NUDT2,ENSG00000164978,Y,N,N,N,Y
ENSG00000167106.12,transcript-rna-seq,399665,FAM102A,ENSG00000167106,Y,N,N,N,Y
ENSG00000100401.20,transcript-rna-seq,5905,RANGAP1,ENSG00000100401,Y,N,N,Y,Y
ENSG00000197971.16,transcript-rna-seq,4155,MBP,ENSG00000197971,N,N,N,N,N
ENSG00000261064.1,transcript-rna-seq,NA,LINC02256,ENSG00000261064,N,N,N,N,N
ENSG00000163945.19,transcript-rna-seq,57654,UVSSA,ENSG00000163945,N,Y,N,Y,Y
ENSG00000131149.19,transcript-rna-seq,23199,GSE1,ENSG00000131149,N,N,N,N,N
ENSG00000177576.12,transcript-rna-seq,497661,C18orf32,ENSG00000177576,N,N,N,N,N
ENSG00000125651.14,transcript-rna-seq,2962,GTF2F1,ENSG00000125651,Y,N,N,N,Y
ENSG00000106462.12,transcript-rna-seq,2146,EZH2,ENSG00000106462,N,N,N,Y,Y
ENSG00000081307.15,transcript-rna-seq,79876,UBA5,ENSG00000081307,Y,N,N,N,Y
ENSG00000143387.14,transcript-rna-seq,1513,CTSK,ENSG00000143387,Y,N,N,N,Y
ENSG00000104177.19,transcript-rna-seq,50804,MYEF2,ENSG00000104177,N,N,N,Y,Y
ENSG00000186603.7,transcript-rna-seq,84842,HPDL,ENSG00000186603,N,N,N,N,N
ENSG00000198848.13,transcript-rna-seq,1066,CES1,ENSG00000198848,N,N,N,N,N
ENSG00000153714.6,transcript-rna-seq,286343,LURAP1L,ENSG00000153714,N,N,N,Y,Y
ENSG00000185252.19,transcript-rna-seq,7625,ZNF74,ENSG00000185252,N,N,N,N,N
ENSG00000183309.12,transcript-rna-seq,9831,ZNF623,ENSG00000183309,N,N,N,N,N
ENSG00000197013.11,transcript-rna-seq,353088,ZNF429,ENSG00000197013,N,N,N,N,N
ENSG00000169696.16,transcript-rna-seq,79058,ASPSCR1,ENSG00000169696,N,Y,N,Y,Y
ENSG00000123384.14,transcript-rna-seq,4035,LRP1,ENSG00000123384,N,Y,N,Y,Y
ENSG00000247077.7,transcript-rna-seq,192111,PGAM5,ENSG00000247077,Y,N,N,N,Y
ENSG00000213793.6,transcript-rna-seq,388559,ZNF888,ENSG00000213793,N,N,N,N,N
ENSG00000160055.20,transcript-rna-seq,56063,TMEM234,ENSG00000160055,N,N,N,N,N
ENSG00000176454.15,transcript-rna-seq,254531,LPCAT4,ENSG00000176454,N,N,N,N,N
ENSG00000251369.9,transcript-rna-seq,162972,ZNF550,ENSG00000251369,N,N,N,N,N
ENSG00000103018.18,transcript-rna-seq,80777,CYB5B,ENSG00000103018,N,N,N,N,N
ENSG00000117262.19,transcript-rna-seq,653519,GPR89A,ENSG00000117262,N,N,N,N,N
ENSG00000134253.10,transcript-rna-seq,80263,TRIM45,ENSG00000134253,Y,N,N,N,Y
ENSG00000104883.8,transcript-rna-seq,92960,PEX11G,ENSG00000104883,N,N,N,N,N
ENSG00000101421.4,transcript-rna-seq,128866,CHMP4B,ENSG00000101421,Y,N,N,N,Y
ENSG00000035862.12,transcript-rna-seq,7077,TIMP2,ENSG00000035862,N,N,N,Y,Y
ENSG00000104497.15,transcript-rna-seq,64089,SNX16,ENSG00000104497,N,Y,N,Y,Y
ENSG00000010610.10,transcript-rna-seq,920,CD4,ENSG00000010610,N,N,N,N,N
ENSG00000167578.18,transcript-rna-seq,53916,RAB4B,ENSG00000167578,N,N,N,N,N
ENSG00000131370.16,transcript-rna-seq,9467,SH3BP5,ENSG00000131370,N,Y,N,N,Y
ENSG00000186462.9,transcript-rna-seq,4674,NAP1L2,ENSG00000186462,N,N,N,N,N
ENSG00000261188.2,transcript-rna-seq,100507599,TFIP11-DT,ENSG00000261188,N,N,N,N,N
ENSG00000107537.14,transcript-rna-seq,5264,PHYH,ENSG00000107537,N,N,N,N,N
ENSG00000168175.15,transcript-rna-seq,93487,MAPK1IP1L,ENSG00000168175,N,N,N,N,N
ENSG00000171492.14,transcript-rna-seq,55144,LRRC8D,ENSG00000171492,N,N,N,N,N
ENSG00000117676.14,transcript-rna-seq,6195,RPS6KA1,ENSG00000117676,N,N,N,N,N
ENSG00000123609.11,transcript-rna-seq,9111,NMI,ENSG00000123609,N,N,N,N,N
ENSG00000174151.15,transcript-rna-seq,284613,CYB561D1,ENSG00000174151,N,N,N,N,N
ENSG00000110799.14,transcript-rna-seq,7450,VWF,ENSG00000110799,N,N,N,N,N
ENSG00000109927.11,transcript-rna-seq,7007,TECTA,ENSG00000109927,N,N,N,N,N
ENSG00000105643.11,transcript-rna-seq,27106,ARRDC2,ENSG00000105643,N,N,N,N,N
ENSG00000179776.19,transcript-rna-seq,1003,CDH5,ENSG00000179776,N,Y,N,Y,Y
ENSG00000196141.14,transcript-rna-seq,26010,SPATS2L,ENSG00000196141,Y,N,N,N,Y
ENSG00000011638.11,transcript-rna-seq,57146,LDAF1,ENSG00000011638,N,N,N,N,N
ENSG00000225663.8,transcript-rna-seq,348262,MCRIP1,ENSG00000225663,N,Y,N,Y,Y
ENSG00000156958.15,transcript-rna-seq,2585,GALK2,ENSG00000156958,N,Y,N,Y,Y
ENSG00000132561.14,transcript-rna-seq,4147,MATN2,ENSG00000132561,N,N,N,N,N
ENSG00000083799.18,transcript-rna-seq,1540,CYLD,ENSG00000083799,N,N,N,N,N
ENSG00000228232.1,transcript-rna-seq,NA,GAPDHP1,ENSG00000228232,N,N,N,N,N
ENSG00000166317.12,transcript-rna-seq,79933,SYNPO2L,ENSG00000166317,N,N,N,N,N
ENSG00000226251.7,transcript-rna-seq,101929541,LINC02608,ENSG00000226251,N,N,N,N,N
ENSG00000160877.6,transcript-rna-seq,112939,NACC1,ENSG00000160877,Y,N,N,Y,Y
ENSG00000010818.10,transcript-rna-seq,3097,HIVEP2,ENSG00000010818,N,N,N,Y,Y
ENSG00000173641.18,transcript-rna-seq,27129,HSPB7,ENSG00000173641,N,N,N,N,N
ENSG00000171860.5,transcript-rna-seq,719,C3AR1,ENSG00000171860,N,N,N,N,N
ENSG00000163464.8,transcript-rna-seq,3577,CXCR1,ENSG00000163464,N,N,N,N,N
ENSG00000122783.17,transcript-rna-seq,78996,CYREN,ENSG00000122783,N,Y,N,Y,Y
ENSG00000269609.6,transcript-rna-seq,100505761,C10orf95-AS1,ENSG00000269609,N,N,N,N,N
ENSG00000169710.9,transcript-rna-seq,2194,FASN,ENSG00000169710,Y,N,N,N,Y
ENSG00000198860.14,transcript-rna-seq,116461,TSEN15,ENSG00000198860,N,N,N,N,N
ENSG00000169230.10,transcript-rna-seq,27166,PRELID1,ENSG00000169230,Y,N,N,N,Y
ENSG00000135372.10,transcript-rna-seq,55226,NAT10,ENSG00000135372,N,N,N,Y,Y
ENSG00000136636.13,transcript-rna-seq,51133,KCTD3,ENSG00000136636,Y,N,N,Y,Y
ENSG00000239474.7,transcript-rna-seq,10324,KLHL41,ENSG00000239474,N,N,N,Y,Y
ENSG00000144554.13,transcript-rna-seq,2177,FANCD2,ENSG00000144554,N,N,N,N,N
ENSG00000139567.13,transcript-rna-seq,94,ACVRL1,ENSG00000139567,N,N,N,Y,Y
ENSG00000214765.9,transcript-rna-seq,NA,SEPTIN7P2,ENSG00000214765,N,N,N,N,N
ENSG00000275895.7,transcript-rna-seq,102724594,U2AF1L5,ENSG00000275895,N,N,N,N,N
ENSG00000121671.12,transcript-rna-seq,1408,CRY2,ENSG00000121671,N,N,N,Y,Y
ENSG00000173068.18,transcript-rna-seq,54796,BNC2,ENSG00000173068,Y,Y,N,Y,Y
ENSG00000188042.8,transcript-rna-seq,10123,ARL4C,ENSG00000188042,N,N,N,N,N
ENSG00000151729.11,transcript-rna-seq,291,SLC25A4,ENSG00000151729,N,N,N,N,N
ENSG00000130313.7,transcript-rna-seq,25796,PGLS,ENSG00000130313,Y,N,N,N,Y
ENSG00000185168.6,transcript-rna-seq,NA,LINC00482,ENSG00000185168,N,N,N,N,N
ENSG00000154447.15,transcript-rna-seq,57630,SH3RF1,ENSG00000154447,N,N,N,Y,Y
ENSG00000225697.13,transcript-rna-seq,65010,SLC26A6,ENSG00000225697,N,N,N,N,N
ENSG00000075292.19,transcript-rna-seq,27332,ZNF638,ENSG00000075292,Y,N,N,N,Y
ENSG00000114861.24,transcript-rna-seq,27086,FOXP1,ENSG00000114861,N,N,N,Y,Y
ENSG00000196810.5,transcript-rna-seq,NA,CTBP1-DT,ENSG00000196810,N,N,N,N,N
ENSG00000211890.4,transcript-rna-seq,NA,IGHA2,ENSG00000211890,N,N,N,N,N
ENSG00000132589.16,transcript-rna-seq,2319,FLOT2,ENSG00000132589,Y,N,N,N,Y
ENSG00000260942.1,transcript-rna-seq,NA,CAPN10-DT,ENSG00000260942,N,N,N,N,N
ENSG00000144681.11,transcript-rna-seq,6769,STAC,ENSG00000144681,N,N,N,N,N
ENSG00000141447.19,transcript-rna-seq,114876,OSBPL1A,ENSG00000141447,N,N,N,Y,Y
ENSG00000134376.17,transcript-rna-seq,23418,CRB1,ENSG00000134376,N,N,N,N,N
ENSG00000100504.17,transcript-rna-seq,5836,PYGL,ENSG00000100504,N,N,N,Y,Y
ENSG00000131781.13,transcript-rna-seq,2330,FMO5,ENSG00000131781,N,N,N,N,N
ENSG00000150593.18,transcript-rna-seq,27250,PDCD4,ENSG00000150593,Y,N,N,N,Y
ENSG00000064218.5,transcript-rna-seq,58524,DMRT3,ENSG00000064218,N,N,N,N,N
ENSG00000104205.16,transcript-rna-seq,23678,SGK3,ENSG00000104205,N,N,N,N,N
ENSG00000100580.8,transcript-rna-seq,283578,TMED8,ENSG00000100580,N,N,N,N,N
ENSG00000148229.13,transcript-rna-seq,54107,POLE3,ENSG00000148229,N,N,N,Y,Y
ENSG00000006016.12,transcript-rna-seq,9244,CRLF1,ENSG00000006016,N,N,N,N,N
ENSG00000277791.5,transcript-rna-seq,5691,PSMB3,ENSG00000277791,N,N,N,Y,Y
ENSG00000100075.10,transcript-rna-seq,6576,SLC25A1,ENSG00000100075,Y,N,N,N,Y
ENSG00000134057.15,transcript-rna-seq,891,CCNB1,ENSG00000134057,Y,N,N,N,Y
ENSG00000241360.2,transcript-rna-seq,57026,PDXP,ENSG00000241360,Y,N,N,N,Y
ENSG00000159399.10,transcript-rna-seq,3099,HK2,ENSG00000159399,N,N,N,Y,Y
ENSG00000160767.22,transcript-rna-seq,10712,FAM189B,ENSG00000160767,Y,N,N,N,Y
ENSG00000082641.16,transcript-rna-seq,4779,NFE2L1,ENSG00000082641,N,N,N,Y,Y
ENSG00000111726.13,transcript-rna-seq,55907,CMAS,ENSG00000111726,Y,N,N,N,Y
ENSG00000118507.18,transcript-rna-seq,9465,AKAP7,ENSG00000118507,N,N,N,N,N
ENSG00000162383.13,transcript-rna-seq,6512,SLC1A7,ENSG00000162383,N,N,N,N,N
ENSG00000130725.8,transcript-rna-seq,9040,UBE2M,ENSG00000130725,Y,N,N,N,Y
ENSG00000213853.10,transcript-rna-seq,2013,EMP2,ENSG00000213853,Y,N,N,N,Y
ENSG00000231742.6,transcript-rna-seq,101927541,LINC01273,ENSG00000231742,N,N,N,N,N
ENSG00000182836.10,transcript-rna-seq,345557,PLCXD3,ENSG00000182836,N,N,N,N,N
ENSG00000072736.19,transcript-rna-seq,4775,NFATC3,ENSG00000072736,Y,Y,N,Y,Y
ENSG00000166734.20,transcript-rna-seq,113201,GOLM2,ENSG00000166734,N,N,N,N,N
ENSG00000261371.6,transcript-rna-seq,5175,PECAM1,ENSG00000261371,N,N,N,Y,Y
ENSG00000011132.12,transcript-rna-seq,9546,APBA3,ENSG00000011132,N,N,N,N,N
ENSG00000188428.20,transcript-rna-seq,63915,BLOC1S5,ENSG00000188428,N,N,N,Y,Y
ENSG00000182916.8,transcript-rna-seq,56849,TCEAL7,ENSG00000182916,N,N,N,N,N
ENSG00000145934.16,transcript-rna-seq,57451,TENM2,ENSG00000145934,N,N,N,N,N
ENSG00000169885.10,transcript-rna-seq,163688,CALML6,ENSG00000169885,N,N,N,N,N
ENSG00000124767.7,transcript-rna-seq,2739,GLO1,ENSG00000124767,Y,N,N,N,Y
ENSG00000072952.20,transcript-rna-seq,10335,IRAG1,ENSG00000072952,N,N,N,N,N
ENSG00000276045.3,transcript-rna-seq,84876,ORAI1,ENSG00000276045,N,N,N,Y,Y
ENSG00000067141.17,transcript-rna-seq,4756,NEO1,ENSG00000067141,N,N,N,N,N
ENSG00000080709.16,transcript-rna-seq,3781,KCNN2,ENSG00000080709,N,N,N,N,N
ENSG00000166681.14,transcript-rna-seq,27018,BEX3,ENSG00000166681,N,N,N,Y,Y
ENSG00000172264.18,transcript-rna-seq,140733,MACROD2,ENSG00000172264,N,N,N,Y,Y
ENSG00000198189.11,transcript-rna-seq,51170,HSD17B11,ENSG00000198189,N,N,N,N,N
ENSG00000124126.14,transcript-rna-seq,57580,PREX1,ENSG00000124126,N,N,N,N,N
ENSG00000148498.16,transcript-rna-seq,56288,PARD3,ENSG00000148498,Y,N,N,Y,Y
ENSG00000166979.13,transcript-rna-seq,59271,EVA1C,ENSG00000166979,N,Y,N,N,Y
ENSG00000186818.12,transcript-rna-seq,11006,LILRB4,ENSG00000186818,N,N,N,N,N
ENSG00000177425.11,transcript-rna-seq,5074,PAWR,ENSG00000177425,N,Y,N,Y,Y
ENSG00000166226.13,transcript-rna-seq,10576,CCT2,ENSG00000166226,Y,N,N,N,Y
ENSG00000164338.10,transcript-rna-seq,84135,UTP15,ENSG00000164338,N,Y,N,Y,Y
ENSG00000140307.11,transcript-rna-seq,2958,GTF2A2,ENSG00000140307,Y,N,N,N,Y
ENSG00000164970.15,transcript-rna-seq,203259,FAM219A,ENSG00000164970,N,N,N,N,N
ENSG00000148200.17,transcript-rna-seq,2649,NR6A1,ENSG00000148200,N,N,N,Y,Y
ENSG00000196295.13,transcript-rna-seq,NA,GARS1-DT,ENSG00000196295,N,Y,N,Y,Y
ENSG00000121989.15,transcript-rna-seq,92,ACVR2A,ENSG00000121989,N,N,N,N,N
ENSG00000135148.12,transcript-rna-seq,10906,TRAFD1,ENSG00000135148,Y,N,N,N,Y
ENSG00000112782.19,transcript-rna-seq,53405,CLIC5,ENSG00000112782,N,N,N,N,N
ENSG00000186716.21,transcript-rna-seq,613,BCR,ENSG00000186716,N,Y,N,Y,Y
ENSG00000174407.14,transcript-rna-seq,128826,MIR1-1HG,ENSG00000174407,N,N,N,N,N
ENSG00000140937.14,transcript-rna-seq,1009,CDH11,ENSG00000140937,Y,N,N,N,Y
ENSG00000180660.8,transcript-rna-seq,4081,MAB21L1,ENSG00000180660,N,N,N,N,N
ENSG00000205913.7,transcript-rna-seq,100128788,SRRM2-AS1,ENSG00000205913,N,N,N,N,N
ENSG00000240849.11,transcript-rna-seq,387521,PEDS1,ENSG00000240849,N,N,N,Y,Y
ENSG00000110048.12,transcript-rna-seq,5007,OSBP,ENSG00000110048,N,N,N,N,N
ENSG00000074603.19,transcript-rna-seq,54878,DPP8,ENSG00000074603,Y,N,N,N,Y
ENSG00000213213.14,transcript-rna-seq,84960,CCDC183,ENSG00000213213,N,N,N,N,N
ENSG00000130340.17,transcript-rna-seq,51429,SNX9,ENSG00000130340,N,N,N,N,N
ENSG00000197872.11,transcript-rna-seq,81553,CYRIA,ENSG00000197872,N,N,N,N,N
ENSG00000171314.9,transcript-rna-seq,5223,PGAM1,ENSG00000171314,N,N,N,N,N
ENSG00000124205.18,transcript-rna-seq,1908,EDN3,ENSG00000124205,N,N,N,N,N
ENSG00000139182.15,transcript-rna-seq,9746,CLSTN3,ENSG00000139182,Y,N,N,N,Y
ENSG00000137098.14,transcript-rna-seq,26206,SPAG8,ENSG00000137098,N,N,N,N,N
ENSG00000041357.16,transcript-rna-seq,5685,PSMA4,ENSG00000041357,N,N,N,N,N
ENSG00000074527.13,transcript-rna-seq,59277,NTN4,ENSG00000074527,N,N,N,N,N
ENSG00000138738.11,transcript-rna-seq,11107,PRDM5,ENSG00000138738,N,N,N,N,N
ENSG00000120800.5,transcript-rna-seq,27340,UTP20,ENSG00000120800,N,N,N,Y,Y
ENSG00000071859.15,transcript-rna-seq,9130,FAM50A,ENSG00000071859,Y,N,N,Y,Y
ENSG00000262664.3,transcript-rna-seq,124641,OVCA2,ENSG00000262664,Y,N,N,N,Y
ENSG00000106511.6,transcript-rna-seq,4223,MEOX2,ENSG00000106511,N,N,N,N,N
ENSG00000182359.15,transcript-rna-seq,143879,KBTBD3,ENSG00000182359,N,N,N,Y,Y
ENSG00000066248.15,transcript-rna-seq,25791,NGEF,ENSG00000066248,N,N,N,Y,Y
ENSG00000189046.11,transcript-rna-seq,121642,ALKBH2,ENSG00000189046,N,N,N,N,N
ENSG00000165434.8,transcript-rna-seq,283209,PGM2L1,ENSG00000165434,N,N,N,N,N
ENSG00000134575.13,transcript-rna-seq,53,ACP2,ENSG00000134575,N,N,N,N,N
ENSG00000065183.16,transcript-rna-seq,10885,WDR3,ENSG00000065183,N,N,N,N,N
ENSG00000109062.12,transcript-rna-seq,9368,SLC9A3R1,ENSG00000109062,N,N,N,N,N
ENSG00000129566.13,transcript-rna-seq,7011,TEP1,ENSG00000129566,N,N,N,N,N
ENSG00000115364.14,transcript-rna-seq,9801,MRPL19,ENSG00000115364,Y,N,N,N,Y
ENSG00000133958.13,transcript-rna-seq,57578,UNC79,ENSG00000133958,N,N,N,Y,Y
ENSG00000108821.14,transcript-rna-seq,1277,COL1A1,ENSG00000108821,N,N,N,N,N
ENSG00000172037.14,transcript-rna-seq,3913,LAMB2,ENSG00000172037,N,N,N,N,N
ENSG00000181481.14,transcript-rna-seq,84282,RNF135,ENSG00000181481,N,N,N,N,N
ENSG00000122674.12,transcript-rna-seq,51622,CCZ1,ENSG00000122674,N,N,N,N,N
ENSG00000213839.4,transcript-rna-seq,NA,TMX2P1,ENSG00000213839,N,N,N,N,N
ENSG00000237037.9,transcript-rna-seq,NA,NDUFA6-DT,ENSG00000237037,N,N,N,N,N
ENSG00000204219.11,transcript-rna-seq,6920,TCEA3,ENSG00000204219,N,N,N,Y,Y
ENSG00000225259.4,transcript-rna-seq,NA,ST13P6,ENSG00000225259,N,N,N,N,N
ENSG00000107443.16,transcript-rna-seq,54619,CCNJ,ENSG00000107443,Y,N,N,N,Y
ENSG00000197050.11,transcript-rna-seq,147923,ZNF420,ENSG00000197050,Y,N,N,N,Y
ENSG00000170142.12,transcript-rna-seq,7324,UBE2E1,ENSG00000170142,Y,N,N,N,Y
ENSG00000104885.19,transcript-rna-seq,84444,DOT1L,ENSG00000104885,N,N,N,N,N
ENSG00000074319.13,transcript-rna-seq,7251,TSG101,ENSG00000074319,Y,N,N,N,Y
ENSG00000175595.16,transcript-rna-seq,2072,ERCC4,ENSG00000175595,N,N,N,N,N
ENSG00000105220.17,transcript-rna-seq,2821,GPI,ENSG00000105220,Y,N,N,N,Y
ENSG00000150990.9,transcript-rna-seq,57647,DHX37,ENSG00000150990,N,N,N,N,N
ENSG00000116717.13,transcript-rna-seq,1647,GADD45A,ENSG00000116717,Y,N,N,Y,Y
ENSG00000131943.20,transcript-rna-seq,83636,C19orf12,ENSG00000131943,Y,N,N,N,Y
ENSG00000158458.21,transcript-rna-seq,9542,NRG2,ENSG00000158458,N,N,N,N,N
ENSG00000070601.10,transcript-rna-seq,22844,FRMPD1,ENSG00000070601,N,N,N,N,N
ENSG00000240087.3,transcript-rna-seq,NA,RPSAP12,ENSG00000240087,N,N,N,N,N
ENSG00000155313.16,transcript-rna-seq,29761,USP25,ENSG00000155313,Y,N,N,N,Y
ENSG00000157020.18,transcript-rna-seq,6396,SEC13,ENSG00000157020,Y,N,N,N,Y
ENSG00000105298.14,transcript-rna-seq,58509,CACTIN,ENSG00000105298,N,N,N,N,N
ENSG00000239900.14,transcript-rna-seq,158,ADSL,ENSG00000239900,Y,N,N,N,Y
ENSG00000108786.11,transcript-rna-seq,3292,HSD17B1,ENSG00000108786,N,N,N,N,N
ENSG00000134686.20,transcript-rna-seq,1912,PHC2,ENSG00000134686,N,N,N,Y,Y
ENSG00000257913.3,transcript-rna-seq,105369758,DDN-AS1,ENSG00000257913,N,N,N,N,N
ENSG00000188687.17,transcript-rna-seq,57835,SLC4A5,ENSG00000188687,N,N,N,N,N
ENSG00000196150.14,transcript-rna-seq,58500,ZNF250,ENSG00000196150,N,N,N,N,N
ENSG00000104129.10,transcript-rna-seq,55192,DNAJC17,ENSG00000104129,N,N,N,Y,Y
ENSG00000188004.11,transcript-rna-seq,284677,SNHG28,ENSG00000188004,N,N,N,N,N
ENSG00000126790.12,transcript-rna-seq,112849,L3HYPDH,ENSG00000126790,N,N,N,Y,Y
ENSG00000169762.17,transcript-rna-seq,202018,TAPT1,ENSG00000169762,N,N,N,N,N
ENSG00000188322.8,transcript-rna-seq,388228,SBK1,ENSG00000188322,N,N,N,N,N
ENSG00000281344.1,transcript-rna-seq,NA,HELLPAR,ENSG00000281344,N,N,N,N,N
ENSG00000250722.6,transcript-rna-seq,6414,SELENOP,ENSG00000250722,N,N,N,N,N
ENSG00000121653.11,transcript-rna-seq,9479,MAPK8IP1,ENSG00000121653,N,N,N,N,N
ENSG00000124701.6,transcript-rna-seq,10930,APOBEC2,ENSG00000124701,N,N,N,N,N
ENSG00000166532.16,transcript-rna-seq,57494,RIMKLB,ENSG00000166532,N,Y,N,Y,Y
ENSG00000159082.18,transcript-rna-seq,8867,SYNJ1,ENSG00000159082,N,N,N,N,N
ENSG00000074660.17,transcript-rna-seq,8578,SCARF1,ENSG00000074660,N,N,N,Y,Y
ENSG00000166169.17,transcript-rna-seq,27343,POLL,ENSG00000166169,Y,N,N,N,Y
ENSG00000106546.14,transcript-rna-seq,196,AHR,ENSG00000106546,N,N,N,N,N
ENSG00000274049.4,transcript-rna-seq,NA,INO80B-WBP1,ENSG00000274049,N,N,N,N,N
ENSG00000158296.14,transcript-rna-seq,64849,SLC13A3,ENSG00000158296,N,N,N,N,N
ENSG00000103034.15,transcript-rna-seq,65009,NDRG4,ENSG00000103034,N,N,N,Y,Y
ENSG00000267493.4,transcript-rna-seq,148046,CIRBP-AS1,ENSG00000267493,Y,N,N,N,Y
ENSG00000154258.17,transcript-rna-seq,10350,ABCA9,ENSG00000154258,N,N,N,N,N
ENSG00000148985.20,transcript-rna-seq,27315,PGAP2,ENSG00000148985,Y,N,N,N,Y
ENSG00000167699.14,transcript-rna-seq,51031,GLOD4,ENSG00000167699,Y,N,N,Y,Y
ENSG00000197083.12,transcript-rna-seq,134466,ZNF300P1,ENSG00000197083,N,N,N,N,N
ENSG00000173442.13,transcript-rna-seq,254102,EHBP1L1,ENSG00000173442,N,N,N,Y,Y
ENSG00000140025.16,transcript-rna-seq,90141,EFCAB11,ENSG00000140025,N,N,N,Y,Y
ENSG00000105926.16,transcript-rna-seq,51678,PALS2,ENSG00000105926,N,N,N,N,N
ENSG00000142611.17,transcript-rna-seq,63976,PRDM16,ENSG00000142611,N,N,N,N,N
ENSG00000074201.9,transcript-rna-seq,1207,CLNS1A,ENSG00000074201,Y,N,N,N,Y
ENSG00000165379.14,transcript-rna-seq,145581,LRFN5,ENSG00000165379,N,N,N,N,N
ENSG00000153832.12,transcript-rna-seq,130888,FBXO36,ENSG00000153832,Y,N,N,N,Y
ENSG00000214562.15,transcript-rna-seq,728130,NUTM2D,ENSG00000214562,N,N,N,N,N
ENSG00000163795.14,transcript-rna-seq,130557,ZNF513,ENSG00000163795,N,N,N,N,N
ENSG00000100889.12,transcript-rna-seq,5106,PCK2,ENSG00000100889,N,N,N,N,N
ENSG00000150456.11,transcript-rna-seq,221143,EEF1AKMT1,ENSG00000150456,N,N,N,N,N
ENSG00000124574.15,transcript-rna-seq,89845,ABCC10,ENSG00000124574,N,N,N,N,N
ENSG00000102287.19,transcript-rna-seq,2564,GABRE,ENSG00000102287,N,N,N,N,N
ENSG00000084073.10,transcript-rna-seq,10269,ZMPSTE24,ENSG00000084073,Y,N,N,N,Y
ENSG00000170802.17,transcript-rna-seq,3344,FOXN2,ENSG00000170802,N,N,N,Y,Y
ENSG00000013392.8,transcript-rna-seq,112611,RWDD2A,ENSG00000013392,N,N,N,N,N
ENSG00000003756.17,transcript-rna-seq,10181,RBM5,ENSG00000003756,N,N,N,N,N
ENSG00000157227.14,transcript-rna-seq,4323,MMP14,ENSG00000157227,N,N,N,N,N
ENSG00000226210.3,transcript-rna-seq,100288778,WASH8P,ENSG00000226210,N,N,N,N,N
ENSG00000164136.17,transcript-rna-seq,3600,IL15,ENSG00000164136,N,N,N,N,N
ENSG00000258952.2,transcript-rna-seq,NA,SALRNA1,ENSG00000258952,N,N,N,N,N
ENSG00000136986.10,transcript-rna-seq,79139,DERL1,ENSG00000136986,N,N,N,N,N
ENSG00000070010.19,transcript-rna-seq,7353,UFD1,ENSG00000070010,N,N,N,N,N
