GeneSym,ZEB1
RNF130,0
RNF133,0
RNF135,1
RNF138,1
RNF138P1,1
RNF139,1
RNF14,0
RNF141,1
RNF144A,1
RNF144B,0
RNF145,1
RNF146,0
RNF148,0
RNF149,1
RNF150,0
RNF151,1
RNF152,1
RNF157,0
RNF165,0
RNF166,1
RNF167,1
RNF168,1
RNF169,0
RNF17,0
RNF170,1
RNF175,0
RNF180,0
RNF181,0
RNF182,0
RNF183,0
RNF185,1
RNF186,0
RNF187,0
RNF19A,1
RNF19B,1
RNF2,1
RNF20,0
RNF207,0
RNF208,1
RNF212,0
RNF213,1
RNF214,1
RNF215,0
RNF216,0
RNF216P1,1
RNF217,0
RNF217-AS1,0
RNF219,1
RNF220,0
RNF222,0
RNF223,0
RNF224,1
RNF24,0
RNF25,1
RNF26,0
RNF31,1
RNF32,1
RNF34,1
RNF38,1
RNF39,0
RNF4,1
RNF40,0
RNF41,0
RNF43,1
RNF44,1
RNF5,0
RNF5P1,0
RNF6,1
RNF7,1
RNF8,1
RNFT1,0
RNFT2,1
RNGTT,0
RNH1,1
RNLS,1
RNMT,0
RNMTL1,1
RNPC3,0
RNPEP,1
RNPEPL1,1
RNPS1,1
RNU11,1
RNU12,1
RNU4ATAC,1
RNU5D-1,0
RNU5E-1,0
RNU5F-1,0
RNU6ATAC,0
RNU86,0
RNY4,0
RNY5,0
ROBO1,0
ROBO2,0
ROBO3,0
ROBO4,0
ROCK1,0
ROCK1P1,0
ROCK2,1
ROGDI,1
ROM1,1
ROMO1,1
ROPN1,0
ROPN1B,0
ROPN1L,0
ROR1,0
ROR2,0
RORA,0
RORB,1
RORC,0
ROS1,0
RP1,0
RP1L1,0
RP2,0
RP9,1
RP9P,1
RPA1,1
RPA2,0
RPA3,0
RPA4,0
RPAIN,1
RPAP1,1
RPAP2,1
RPAP3,0
RPE,1
RPE65,0
RPF1,0
RPF2,1
RPGR,0
RPGRIP1,0
RPGRIP1L,1
RPH3A,0
RPH3AL,0
RPIA,1
RPL10,0
RPL10A,1
RPL10L,0
RPL11,1
RPL12,1
RPL13,1
RPL13A,1
RPL13AP17,0
RPL13AP20,0
RPL13AP3,0
RPL13AP5,1
RPL13AP6,0
RPL13P5,0
RPL14,0
RPL15,1
RPL17,1
RPL17-C18ORF32,1
RPL18,1
RPL18A,1
RPL19,0
RPL19P12,0
RPL21,1
RPL21P28,1
RPL21P44,0
RPL22,1
RPL22L1,1
RPL23,1
RPL23A,1
RPL23AP32,0
RPL23AP53,1
RPL23AP64,0
RPL23AP7,0
RPL23AP82,0
RPL23P8,0
RPL24,1
RPL26,1
RPL26L1,1
RPL27,0
RPL27A,1
RPL28,1
RPL29,0
RPL29P2,0
RPL3,1
RPL30,1
RPL31,0
RPL31P11,0
RPL32,0
RPL32P3,0
RPL34,1
RPL35,1
RPL35A,0
RPL36,1
RPL36A,1
RPL36A-HNRNPH2,1
RPL36AL,1
RPL37,1
RPL37A,1
RPL38,1
RPL39,0
RPL39L,1
RPL3L,0
RPL4,0
RPL41,1
RPL5,1
RPL6,0
RPL7,1
RPL7A,1
RPL7L1,0
RPL8,1
RPL9,0
RPLP0,1
RPLP0P2,0
RPLP1,1
RPLP2,1
RPN1,1
RPN2,0
RPP14,1
RPP21,0
RPP25,0
RPP25L,0
RPP30,0
RPP38,1
RPP40,1
RPPH1,1
RPRD1A,1
RPRD1B,1
RPRD2,1
RPRM,0
RPRML,0
RPS10,1
RPS10-NUDT3,1
RPS10P7,0
RPS11,1
RPS12,1
RPS13,0
RPS14,1
RPS15,1
RPS15A,1
RPS15AP10,0
RPS16,1
RPS17,0
RPS18,0
RPS19,1
RPS19BP1,1
RPS2,1
RPS20,1
RPS21,1
RPS23,1
RPS24,1
RPS25,1
RPS26,1
RPS26P11,0
RPS27,0
RPS27A,0
RPS27L,1
RPS28,1
RPS29,0
RPS2P32,0
RPS3,1
RPS3A,1
RPS4X,0
RPS4Y1,0
RPS4Y2,0
RPS5,1
RPS6,1
RPS6KA1,1
RPS6KA2,0
RPS6KA3,0
RPS6KA4,1
RPS6KA5,1
RPS6KA6,1
RPS6KB1,1
RPS6KB2,1
RPS6KC1,1
RPS6KL1,0
RPS7,1
RPS7P5,0
RPS8,1
RPS9,1
RPSA,1
RPSAP52,0
RPSAP58,0
RPSAP9,0
RPTN,0
RPTOR,1
RPUSD1,0
RPUSD2,0
RPUSD3,0
RPUSD4,1
RQCD1,1
RRAD,0
RRAGA,1
RRAGB,1
RRAGC,1
RRAGD,1
RRAS,1
RRAS2,0
RRBP1,1
RREB1,1
RRH,0
RRM1,0
RRM2,1
RRM2B,1
RRN3,1
RRN3P1,1
RRN3P2,0
RRN3P3,0
RRNAD1,1
RRP1,1
RRP12,0
RRP15,1
RRP1B,1
RRP36,0
RRP7A,1
RRP7B,1
RRP8,1
RRP9,1
RRS1,1
RS1,0
RSAD1,1
RSAD2,0
RSBN1,1
RSBN1L,0
RSC1A1,0
RSF1,1
RSG1,1
RSL1D1,1
RSL24D1,1
RSPH1,1
RSPH10B,0
RSPH10B2,0
RSPH3,1
RSPH4A,0
RSPH6A,1
RSPH9,1
RSPO1,0
RSPO2,0
RSPO3,1
RSPO4,0
RSPRY1,1
RSRC1,1
RSRC2,0
RSRP1,0
RSU1,0
RTBDN,0
RTCA,1
RTCB,0
RTDR1,0
RTEL1,1
RTEL1-TNFRSF6B,1
RTF1,0
RTFDC1,1
RTKN,1
RTKN2,1
RTL1,0
RTN1,0
RTN2,0
RTN3,1
RTN4,1
RTN4IP1,0
RTN4R,0
RTN4RL1,0
RTN4RL2,0
RTP1,0
RTP2,0
RTP3,0
RTP4,0
RTTN,1
RUFY1,1
RUFY2,1
RUFY3,0
RUFY4,0
RUNDC1,1
RUNDC3A,1
RUNDC3B,0
RUNX1,0
RUNX1-IT1,0
RUNX1T1,0
RUNX2,0
RUNX3,1
RUSC1,0
RUSC1-AS1,1
RUSC2,1
RUVBL1,1
RUVBL2,1
RWDD1,1
RWDD2A,1
RWDD2B,0
RWDD3,1
RWDD4,1
RXFP1,0
RXFP2,0
RXFP3,0
RXFP4,0
RXRA,0
RXRB,0
RXRG,0
RYBP,1
RYK,1
RYR1,0
RYR2,0
RYR3,0
S100A1,0
S100A10,0
S100A11,0
S100A12,0
S100A13,1
S100A14,0
S100A16,0
S100A2,0
S100A3,0
S100A4,0
S100A5,0
S100A6,0
S100A7,0
S100A7A,0
S100A7L2,0
S100A8,0
S100A9,0
S100B,0
S100G,0
S100P,0
S100PBP,1
S100Z,0
S1PR1,1
S1PR2,1
S1PR3,0
S1PR4,1
S1PR5,0
SAA1,1
SAA2,1
SAA2-SAA4,1
SAA3P,0
SAA4,0
SAAL1,1
SAC3D1,1
SACM1L,1
SACS,0
SAE1,1
SAFB,0
SAFB2,0
SAG,0
SAGE1,0
SALL1,0
SALL2,0
SALL3,0
SALL4,0
SAMD1,1
SAMD10,1
SAMD11,0
SAMD12,1
SAMD12-AS1,1
SAMD13,0
SAMD14,0
SAMD15,1
SAMD3,0
SAMD4A,1
SAMD4B,1
SAMD5,0
SAMD7,0
SAMD8,0
SAMD9,0
SAMD9L,0
SAMHD1,1
SAMM50,1
SAMSN1,0
SAP130,0
SAP18,0
SAP25,0
SAP30,1
SAP30BP,0
SAP30L,1
SAPCD1,0
SAPCD2,1
SAR1A,1
SAR1B,1
SARAF,1
SARDH,0
SARM1,0
SARNP,1
SARS,1
SARS2,0
SART1,1
SART3,1
SASH1,0
SASH3,0
SASS6,1
SAT1,1
SAT2,0
SATB1,0
SATB2,0
SATL1,0
SAV1,1
SAYSD1,1
SBDS,0
SBDSP1,0
SBF1,0
SBF1P1,0
SBF2,1
SBK1,1
SBK2,0
SBK3,0
SBNO1,0
SBNO2,1
SBSN,0
SBSPON,0
SC5D,1
SCAF1,1
SCAF11,1
SCAF4,0
SCAF8,1
SCAI,1
SCAMP1,1
SCAMP2,1
SCAMP3,0
SCAMP4,1
SCAMP5,1
SCAND1,1
SCAND2P,1
SCAP,1
SCAPER,0
SCARA3,1
SCARA5,0
SCARB1,1
SCARB2,0
SCARF1,1
SCARF2,0
SCARNA1,0
SCARNA10,0
SCARNA11,0
SCARNA12,0
SCARNA13,0
SCARNA14,0
SCARNA15,0
SCARNA16,0
SCARNA17,1
SCARNA18,0
SCARNA2,1
SCARNA20,0
SCARNA21,0
SCARNA22,0
SCARNA23,0
SCARNA27,0
SCARNA3,0
SCARNA4,0
SCARNA5,0
SCARNA6,0
SCARNA7,0
SCARNA8,0
SCARNA9,0
SCARNA9L,0
SCCPDH,1
SCD,0
SCD5,0
SCEL,0
SCFD1,1
SCFD2,1
SCG2,0
SCG3,0
SCG5,0
SCGB1A1,0
SCGB1B2P,0
SCGB1C1,0
SCGB1D1,0
SCGB1D2,0
SCGB1D4,0
SCGB2A1,0
SCGB2A2,0
SCGB2B2,0
SCGB2B3P,0
SCGB3A1,0
SCGB3A2,0
SCGN,0
SCHIP1,0
SCIMP,1
SCIN,0
SCLT1,0
SCLY,1
SCMH1,1
SCML1,0
SCML2,0
SCML4,0
SCN10A,0
SCN11A,0
SCN1A,0
SCN1B,0
SCN2A,0
SCN2B,0
SCN3A,0
SCN3B,0
SCN4A,0
SCN4B,0
SCN5A,0
SCN7A,0
SCN8A,0
SCN9A,0
SCNM1,1
SCNN1A,0
SCNN1B,1
SCNN1D,0
SCNN1G,1
SCO1,1
SCO2,1
SCOC,0
SCP2,0
SCP2D1,0
SCPEP1,0
SCRG1,0
SCRIB,1
SCRN1,1
SCRN2,1
SCRN3,1
SCRT1,0
SCRT2,0
SCT,0
SCTR,0
SCUBE1,0
SCUBE2,0
SCUBE3,0
SCX,0
SCYL1,0
SCYL2,0
SCYL3,1
SDAD1,1
SDC1,1
SDC2,0
SDC3,0
SDC4,0
SDC4P,0
SDCBP,1
SDCBP2,1
SDCCAG3,1
SDCCAG8,1
SDE2,1
SDF2,0
SDF2L1,0
SDF4,1
SDHA,0
SDHAF1,1
SDHAF2,0
SDHAP1,0
SDHAP2,0
SDHAP3,1
SDHB,1
SDHC,0
SDHD,1
SDK1,0
SDK2,0
SDPR,0
SDR16C5,0
SDR39U1,1
SDR42E1,1
SDR9C7,0
SDS,0
SDSL,0
SEBOX,0
SEC11A,1
SEC11C,1
SEC13,1
SEC14L1,1
SEC14L2,0
SEC14L3,0
SEC14L4,0
SEC14L5,1
SEC14L6,0
SEC16A,0
SEC16B,0
SEC1P,1
SEC22A,1
SEC22B,1
SEC22C,1
SEC23A,0
SEC23B,1
SEC23IP,1
SEC24A,1
SEC24B,1
SEC24B-AS1,1
SEC24C,0
SEC24D,1
SEC31A,1
SEC31B,0
SEC61A1,1
SEC61A2,0
SEC61B,0
SEC61G,0
SEC62,1
SEC63,1
SECISBP2,1
SECISBP2L,1
SECTM1,0
SEH1L,1
SEL1L,0
SEL1L2,0
SEL1L3,1
SELE,0
SELENBP1,0
SELK,1
SELL,0
SELM,1
SELO,0
SELP,0
SELPLG,1
SELT,1
SELV,1
SEMA3A,0
SEMA3B,0
SEMA3C,0
SEMA3D,0
SEMA3E,0
SEMA3F,1
SEMA3G,0
SEMA4A,0
SEMA4B,1
SEMA4C,1
SEMA4D,0
SEMA4F,1
SEMA4G,1
SEMA5A,1
SEMA5B,0
SEMA6A,1
SEMA6B,1
SEMA6C,0
SEMA6D,0
SEMA7A,1
SEMG1,0
SEMG2,0
SENP1,1
SENP2,1
SENP3,1
SENP3-EIF4A1,1
SENP5,0
SENP6,1
SENP7,0
SENP8,0
SEP15,1
SEPHS1,0
SEPHS2,1
SEPN1,0
SEPP1,1
SEPSECS,1
SEPT1,1
SEPT10,0
SEPT11,1
SEPT12,0
SEPT14,0
SEPT2,1
SEPT3,0
SEPT4,0
SEPT5,0
SEPT5-GP1BB,1
SEPT6,1
SEPT7,1
SEPT7P2,0
SEPT7P9,1
SEPT8,1
SEPT9,1
SEPW1,1
SERAC1,1
SERBP1,1
SERF1A,0
SERF1B,0
SERF2,1
SERF2-C15ORF63,1
SERGEF,1
SERHL,1
SERHL2,0
SERINC1,0
SERINC2,0
SERINC3,1
SERINC4,0
SERINC5,1
SERP1,1
SERP2,0
SERPINA1,0
SERPINA10,0
SERPINA11,0
SERPINA12,0
SERPINA13P,0
SERPINA3,0
SERPINA4,0
SERPINA5,0
SERPINA6,0
SERPINA7,0
SERPINA9,0
SERPINB1,0
SERPINB10,0
SERPINB11,0
SERPINB12,0
SERPINB13,0
SERPINB2,0
SERPINB3,0
SERPINB4,0
SERPINB5,0
SERPINB6,0
SERPINB7,0
SERPINB8,1
SERPINB9,1
SERPINC1,0
SERPIND1,0
SERPINE1,0
SERPINE2,0
SERPINE3,0
SERPINF1,0
SERPINF2,0
SERPING1,0
SERPINH1,1
SERPINI1,1
SERPINI2,0
SERTAD1,1
SERTAD2,1
SERTAD3,1
SERTAD4,0
SERTAD4-AS1,0
SERTM1,0
SESN1,1
SESN2,0
SESN3,0
SESTD1,1
SET,1
SETBP1,1
SETD1A,1
SETD1B,1
SETD2,1
SETD3,1
SETD4,1
SETD5,1
SETD6,1
SETD7,1
SETD8,0
SETD9,1
SETDB1,1
SETDB2,1
SETMAR,1
SETX,1
SEZ6,0
SEZ6L,0
SEZ6L2,0
SF1,1
SF3A1,1
SF3A2,1
SF3A3,1
SF3B1,0
SF3B2,1
SF3B3,0
SF3B4,0
SF3B5,1
SF3B6,1
SFI1,1
SFMBT1,1
SFMBT2,1
SFN,1
SFPQ,0
SFR1,1
SFRP1,0
SFRP2,0
SFRP4,0
SFRP5,0
SFSWAP,1
SFT2D1,1
SFT2D2,1
SFT2D3,1
SFTA1P,0
SFTA2,0
SFTA3,0
SFTPA1,0
SFTPA2,0
SFTPB,0
SFTPC,0
SFTPD,0
SFXN1,1
SFXN2,1
SFXN3,1
SFXN4,1
SFXN5,0
SGCA,1
SGCB,0
SGCD,0
SGCE,1
SGCG,0
SGCZ,0
SGIP1,0
SGK1,1
SGK2,0
SGK223,0
SGK3,1
SGK494,0
SGMS1,1
SGMS2,0
SGOL1,1
SGOL2,0
SGPL1,1
SGPP1,1
SGPP2,1
SGSH,0
SGSM1,0
SGSM2,1
SGSM3,1
SGTA,1
SGTB,1
SH2B1,1
SH2B2,0
SH2B3,1
SH2D1A,0
SH2D1B,0
SH2D2A,1
SH2D3A,1
SH2D3C,1
SH2D4A,0
SH2D4B,1
SH2D5,0
SH2D6,0
SH2D7,0
SH3BGR,1
SH3BGRL,0
SH3BGRL2,0
SH3BGRL3,1
SH3BP1,1
SH3BP2,0
SH3BP4,0
SH3BP5,0
SH3BP5L,0
SH3D19,0
SH3D21,1
SH3GL1,1
SH3GL1P1,0
SH3GL1P2,0
SH3GL2,0
SH3GL3,0
SH3GLB1,1
SH3GLB2,1
SH3KBP1,1
SH3PXD2A,0
SH3PXD2B,0
SH3RF1,1
SH3RF2,0
SH3RF3,0
SH3TC1,1
SH3TC2,0
SH3YL1,1
SHANK1,0
SHANK2,0
SHANK3,0
SHARPIN,1
SHB,0
SHBG,1
SHC1,0
SHC2,0
SHC3,0
SHC4,0
SHCBP1,0
SHCBP1L,0
SHD,0
SHE,0
SHF,1
SHFM1,1
SHH,0
SHISA2,0
SHISA3,0
SHISA4,0
SHISA5,0
SHISA6,0
SHISA7,0
SHISA8,1
SHISA9,0
SHKBP1,1
SHMT1,1
SHMT2,0
SHOC2,0
SHOX,0
SHOX2,0
SHPK,1
SHPRH,0
SHQ1,1
SHROOM1,1
SHROOM2,0
SHROOM3,0
SHROOM4,0
SI,0
SIAE,0
SIAH1,0
SIAH2,1
SIAH3,0
SIDT1,0
SIDT2,0
SIGIRR,1
SIGLEC1,0
SIGLEC10,0
SIGLEC11,0
SIGLEC12,0
SIGLEC14,0
SIGLEC15,0
SIGLEC16,0
SIGLEC17P,0
SIGLEC5,0
SIGLEC6,0
SIGLEC7,0
SIGLEC8,0
SIGLEC9,0
SIGLECL1,0
SIGMAR1,1
SIK1,1
SIK2,1
SIK3,0
SIKE1,1
SIL1,1
SIM1,0
SIM2,0
SIMC1,0
SIN3A,0
SIN3B,1
SIPA1,1
SIPA1L1,0
SIPA1L2,0
SIPA1L3,1
SIRPA,0
SIRPB1,0
SIRPB2,0
SIRPD,0
SIRPG,0
SIRT1,1
SIRT2,0
SIRT3,1
SIRT4,0
SIRT5,1
SIRT6,1
SIRT7,1
SIT1,0
SIVA1,1
SIX1,0
SIX2,0
SIX3,0
SIX4,0
SIX5,1
SIX6,0
SKA1,0
SKA2,0
SKA3,1
SKAP1,1
SKAP2,1
SKI,0
SKIDA1,0
SKIL,1
SKINTL,0
SKIV2L,0
SKIV2L2,1
SKOR1,0
SKOR2,0
SKP1,1
SKP1P2,0
SKP2,0
SLA,0
SLA2,0
SLAIN1,1
SLAIN2,1
SLAMF1,0
SLAMF6,0
SLAMF7,1
SLAMF8,0
SLAMF9,0
SLBP,1
SLC10A1,0
SLC10A2,1
SLC10A3,1
SLC10A4,0
SLC10A5,0
SLC10A6,0
SLC10A7,1
SLC11A1,0
SLC11A2,1
SLC12A1,0
SLC12A2,1
SLC12A3,0
SLC12A4,0
SLC12A5,0
SLC12A6,1
SLC12A7,1
SLC12A8,1
SLC12A9,1
SLC13A1,0
SLC13A2,1
SLC13A3,0
SLC13A4,0
SLC13A5,0
SLC14A1,1
SLC14A2,0
SLC15A1,0
SLC15A2,0
SLC15A3,1
SLC15A4,1
SLC15A5,0
SLC16A1,0
SLC16A10,1
SLC16A11,1
SLC16A12,0
SLC16A13,1
SLC16A14,1
SLC16A2,0
SLC16A3,1
SLC16A4,0
SLC16A5,0
SLC16A6,1
SLC16A7,0
SLC16A8,0
SLC16A9,0
SLC17A1,1
SLC17A2,1
SLC17A3,0
SLC17A4,0
SLC17A5,1
SLC17A6,0
SLC17A7,0
SLC17A8,0
SLC17A9,1
SLC18A1,0
SLC18A2,0
SLC18A3,0
SLC18B1,1
SLC19A1,1
SLC19A2,0
SLC19A3,0
SLC1A1,1
SLC1A2,0
SLC1A3,0
SLC1A4,1
SLC1A5,1
SLC1A6,0
SLC1A7,0
SLC20A1,1
SLC20A2,1
SLC22A1,0
SLC22A10,0
SLC22A11,0
SLC22A12,0
SLC22A13,0
SLC22A14,0
SLC22A15,0
SLC22A16,0
SLC22A17,0
SLC22A18,0
SLC22A18AS,1
SLC22A2,0
SLC22A20,0
SLC22A23,1
SLC22A24,0
SLC22A25,0
SLC22A3,0
SLC22A31,1
SLC22A4,1
SLC22A5,1
SLC22A6,0
SLC22A7,0
SLC22A8,0
SLC22A9,0
SLC23A1,0
SLC23A2,0
SLC23A3,0
SLC24A1,0
SLC24A2,0
SLC24A3,0
SLC24A4,0
SLC24A5,0
SLC25A1,1
SLC25A10,1
SLC25A11,1
SLC25A12,1
SLC25A13,1
SLC25A14,0
SLC25A15,1
SLC25A16,1
SLC25A17,0
SLC25A18,0
SLC25A19,1
SLC25A2,0
SLC25A20,1
SLC25A21,0
SLC25A22,1
SLC25A23,1
SLC25A24,1
SLC25A25,1
SLC25A26,0
SLC25A27,0
SLC25A28,1
SLC25A29,1
SLC25A3,1
SLC25A30,1
SLC25A31,0
SLC25A32,1
SLC25A33,1
SLC25A34,0
SLC25A35,0
SLC25A36,1
SLC25A37,0
SLC25A38,1
SLC25A39,1
SLC25A4,1
SLC25A40,1
SLC25A41,0
SLC25A42,1
SLC25A43,0
SLC25A44,1
SLC25A45,1
SLC25A46,1
SLC25A47,0
SLC25A48,0
SLC25A5,0
SLC25A5-AS1,0
SLC25A51,1
SLC25A51P1,0
SLC25A52,0
SLC25A53,0
SLC25A6,1
SLC26A1,0
SLC26A10,0
SLC26A11,0
SLC26A2,1
SLC26A3,0
SLC26A4,1
SLC26A5,0
SLC26A6,1
SLC26A7,0
SLC26A8,1
SLC26A9,0
SLC27A1,1
SLC27A2,1
SLC27A3,1
SLC27A4,1
SLC27A5,0
SLC27A6,0
SLC28A1,0
SLC28A2,0
SLC28A3,0
SLC29A1,1
SLC29A2,1
SLC29A3,0
SLC29A4,1
SLC2A1,1
SLC2A10,1
SLC2A11,1
SLC2A12,0
SLC2A13,0
SLC2A14,0
SLC2A2,0
SLC2A3,0
SLC2A4,0
SLC2A4RG,0
SLC2A5,0
SLC2A6,1
SLC2A7,0
SLC2A8,1
SLC2A9,0
SLC30A1,1
SLC30A10,0
SLC30A2,0
SLC30A3,0
SLC30A4,0
SLC30A5,1
SLC30A6,1
SLC30A7,1
SLC30A8,0
SLC30A9,1
SLC31A1,0
SLC31A2,0
SLC32A1,0
SLC33A1,1
SLC34A1,0
SLC34A2,0
SLC34A3,0
SLC35A1,1
SLC35A2,1
SLC35A3,1
SLC35A4,1
SLC35A5,1
SLC35B1,1
SLC35B2,1
SLC35B3,1
SLC35B4,1
SLC35C1,0
SLC35C2,0
SLC35D1,1
SLC35D2,0
SLC35D3,0
SLC35E1,1
SLC35E2,0
SLC35E2B,0
SLC35E3,0
SLC35E4,0
SLC35F1,0
SLC35F2,1
SLC35F3,0
SLC35F4,0
SLC35F5,1
SLC35F6,0
SLC35G1,0
SLC35G2,0
SLC35G3,0
SLC35G5,0
SLC35G6,0
SLC36A1,1
SLC36A2,0
SLC36A3,0
SLC36A4,0
SLC37A1,0
SLC37A2,0
SLC37A3,1
SLC37A4,1
SLC38A1,1
SLC38A10,1
SLC38A11,0
SLC38A2,1
SLC38A3,0
SLC38A4,0
SLC38A5,0
SLC38A6,0
SLC38A7,1
SLC38A8,0
SLC38A9,1
SLC39A1,1
SLC39A10,0
SLC39A11,1
SLC39A12,0
SLC39A13,1
SLC39A14,1
SLC39A2,0
SLC39A3,1
SLC39A4,0
SLC39A5,1
SLC39A6,1
SLC39A7,0
SLC39A8,1
SLC39A9,1
SLC3A1,0
SLC3A2,1
SLC40A1,0
SLC41A1,0
SLC41A2,0
SLC41A3,0
SLC43A1,0
SLC43A2,1
SLC43A3,1
SLC44A1,1
SLC44A2,0
SLC44A3,1
SLC44A4,0
SLC44A5,0
SLC45A1,0
SLC45A2,0
SLC45A3,0
SLC45A4,0
SLC46A1,1
SLC46A2,0
SLC46A3,0
SLC47A1,0
SLC47A2,0
SLC48A1,1
SLC4A1,0
SLC4A10,0
SLC4A11,0
SLC4A1AP,1
SLC4A2,0
SLC4A3,0
SLC4A4,0
SLC4A5,0
SLC4A7,0
SLC4A8,1
SLC4A9,0
SLC50A1,1
SLC51A,1
SLC51B,0
SLC52A1,0
SLC52A2,1
SLC52A3,0
SLC5A1,0
SLC5A10,0
SLC5A11,0
SLC5A12,0
SLC5A2,0
SLC5A3,0
SLC5A4,0
SLC5A5,1
SLC5A6,1
SLC5A7,0
SLC5A8,0
SLC5A9,0
SLC6A1,0
SLC6A10P,0
SLC6A11,1
SLC6A12,0
SLC6A13,0
SLC6A14,0
SLC6A15,0
SLC6A16,0
SLC6A17,0
SLC6A18,0
SLC6A19,0
SLC6A2,0
SLC6A20,1
SLC6A3,0
SLC6A4,0
SLC6A5,0
SLC6A6,1
SLC6A7,0
SLC6A8,0
SLC6A9,1
SLC7A1,1
SLC7A10,0
SLC7A11,1
SLC7A13,0
SLC7A14,0
SLC7A2,0
SLC7A3,0
SLC7A4,1
SLC7A5,1
SLC7A5P1,0
SLC7A5P2,1
SLC7A6,1
SLC7A6OS,1
SLC7A7,1
SLC7A8,0
SLC7A9,0
SLC8A1,0
SLC8A2,0
SLC8A3,0
SLC8B1,1
SLC9A1,1
SLC9A2,0
SLC9A3,0
SLC9A3R1,1
SLC9A3R2,0
SLC9A4,0
SLC9A5,1
SLC9A6,0
SLC9A7,1
SLC9A7P1,0
SLC9A8,1
SLC9A9,0
SLC9B1,1
SLC9B2,1
SLC9C1,0
SLC9C2,0
SLCO1A2,0
SLCO1B1,0
SLCO1B3,0
SLCO1B7,0
SLCO1C1,0
SLCO2A1,0
SLCO2B1,0
SLCO3A1,0
SLCO4A1,1
SLCO4C1,1
SLCO5A1,0
SLCO6A1,0
SLED1,0
SLFN11,0
SLFN12,0
SLFN12L,0
SLFN13,1
SLFN14,0
SLFN5,1
SLFNL1,0
SLIRP,1
SLIT1,0
SLIT2,0
SLIT2-IT1,0
SLIT3,0
SLITRK1,0
SLITRK2,0
SLITRK3,0
SLITRK4,0
SLITRK5,0
SLITRK6,0
SLK,1
SLMAP,1
SLMO1,1
SLMO2,0
SLMO2-ATP5E,0
SLN,0
SLPI,0
SLTM,1
SLU7,0
SLURP1,0
SLX1A,0
SLX1A-SULT1A3,0
SLX1B,0
SLX1B-SULT1A4,0
SLX4,1
SLX4IP,1
SMA4,0
SMA5,0
SMAD1,0
SMAD2,1
SMAD3,1
SMAD4,1
SMAD5,0
SMAD5-AS1,0
SMAD6,1
SMAD7,1
SMAD9,0
SMAGP,1
SMAP1,1
SMAP2,0
SMARCA1,0
SMARCA2,0
SMARCA4,1
SMARCA5,1
SMARCAD1,0
SMARCAL1,1
SMARCB1,0
SMARCC1,1
SMARCC2,1
SMARCD1,0
SMARCD2,1
SMARCD3,0
SMARCE1,1
SMC1A,0
SMC1B,0
SMC2,1
SMC3,1
SMC4,0
SMC5,1
SMC6,1
SMCHD1,1
SMCO1,0
SMCO2,0
SMCO3,0
SMCO4,1
SMCP,0
SMCR5,0
SMCR8,1
SMDT1,1
SMEK1,1
SMEK2,1
SMEK3P,0
SMG1,1
SMG5,1
SMG6,0
SMG7,1
SMG7-AS1,1
SMG8,0
SMG9,1
SMIM1,0
SMIM10,0
SMIM11,1
SMIM12,1
SMIM13,1
SMIM14,0
SMIM15,1
SMIM17,0
SMIM18,0
SMIM19,1
SMIM20,0
SMIM21,0
SMIM22,0
SMIM23,0
SMIM24,0
SMIM3,1
SMIM4,1
SMIM5,0
SMIM6,0
SMIM7,1
SMIM8,1
SMIM9,0
SMLR1,0
SMN1,0
SMN2,0
SMNDC1,0
SMO,0
SMOC1,0
SMOC2,0
SMOX,0
SMPD1,1
SMPD2,1
SMPD3,0
SMPD4,1
SMPD5,0
SMPDL3A,0
SMPDL3B,0
SMPX,0
SMR3A,0
SMR3B,0
SMS,0
SMTN,1
SMTNL1,0
SMTNL2,0
SMU1,1
SMUG1,1
SMURF1,0
SMURF2,1
SMYD1,0
SMYD2,1
SMYD3,0
SMYD4,1
SMYD5,0
SNAI1,1
SNAI2,0
SNAI3,1
SNAP23,0
SNAP25,1
SNAP29,1
SNAP47,1
SNAP91,0
SNAPC1,0
SNAPC2,1
SNAPC3,0
SNAPC4,1
SNAPC5,1
SNAPIN,1
SNAR-A1,0
SNAR-A10,0
SNAR-A11,0
SNAR-A12,0
SNAR-A13,0
SNAR-A14,0
SNAR-A2,0
SNAR-A3,0
SNAR-A4,0
SNAR-A5,0
SNAR-A6,0
SNAR-A7,0
SNAR-A8,0
SNAR-A9,0
SNAR-B1,0
SNAR-B2,0
SNAR-C1,0
SNAR-C2,0
SNAR-C3,0
SNAR-C4,0
SNAR-C5,0
SNAR-D,0
SNAR-E,0
SNAR-F,0
SNAR-G1,0
SNAR-G2,0
SNAR-H,0
SNAR-I,0
SNCA,0
SNCAIP,0
SNCB,0
SNCG,0
SND1,1
SND1-IT1,0
SNED1,0
SNF8,0
SNHG1,1
SNHG10,0
SNHG11,1
SNHG12,1
SNHG15,1
SNHG20,1
SNHG3,0
SNHG4,0
SNHG5,1
SNHG6,1
SNHG7,1
SNHG8,1
SNHG9,1
SNIP1,0
SNN,0
SNORA1,0
SNORA10,1
SNORA11,0
SNORA11B,0
SNORA11C,0
SNORA11D,0
SNORA11E,0
SNORA12,0
SNORA13,1
SNORA14A,0
SNORA14B,0
SNORA15,0
SNORA16A,1
SNORA16B,0
SNORA17,1
SNORA18,0
SNORA19,0
SNORA20,0
SNORA21,1
SNORA22,0
SNORA23,0
SNORA24,1
SNORA25,0
SNORA26,1
