GeneSym,NFIC
SLC47A1,1
SLC47A2,1
SLC48A1,0
SLC4A1,0
SLC4A10,0
SLC4A11,0
SLC4A1AP,1
SLC4A2,1
SLC4A3,0
SLC4A4,0
SLC4A5,0
SLC4A7,0
SLC4A8,1
SLC4A9,0
SLC50A1,1
SLC51A,1
SLC51B,1
SLC52A1,0
SLC52A2,1
SLC52A3,0
SLC5A1,1
SLC5A10,0
SLC5A11,1
SLC5A12,0
SLC5A2,0
SLC5A3,1
SLC5A4,0
SLC5A5,1
SLC5A6,1
SLC5A7,0
SLC5A8,0
SLC5A9,1
SLC6A1,0
SLC6A10P,0
SLC6A11,0
SLC6A12,1
SLC6A13,0
SLC6A14,0
SLC6A15,0
SLC6A16,1
SLC6A17,0
SLC6A18,0
SLC6A19,0
SLC6A2,0
SLC6A20,0
SLC6A3,0
SLC6A4,0
SLC6A5,0
SLC6A6,1
SLC6A7,0
SLC6A8,0
SLC6A9,1
SLC7A1,1
SLC7A10,1
SLC7A11,1
SLC7A13,0
SLC7A14,0
SLC7A2,1
SLC7A3,0
SLC7A4,1
SLC7A5,1
SLC7A5P1,1
SLC7A5P2,1
SLC7A6,1
SLC7A6OS,1
SLC7A7,1
SLC7A8,0
SLC7A9,0
SLC8A1,0
SLC8A2,0
SLC8A3,0
SLC8B1,0
SLC9A1,1
SLC9A2,1
SLC9A3,1
SLC9A3R1,1
SLC9A3R2,1
SLC9A4,0
SLC9A5,0
SLC9A6,0
SLC9A7,0
SLC9A7P1,0
SLC9A8,1
SLC9A9,1
SLC9B1,1
SLC9B2,1
SLC9C1,0
SLC9C2,0
SLCO1A2,0
SLCO1B1,0
SLCO1B3,1
SLCO1B7,0
SLCO1C1,0
SLCO2A1,1
SLCO2B1,1
SLCO3A1,0
SLCO4A1,1
SLCO4C1,1
SLCO5A1,0
SLCO6A1,0
SLED1,0
SLFN11,1
SLFN12,1
SLFN12L,1
SLFN13,1
SLFN14,0
SLFN5,1
SLFNL1,0
SLIRP,1
SLIT1,0
SLIT2,1
SLIT2-IT1,1
SLIT3,1
SLITRK1,0
SLITRK2,0
SLITRK3,0
SLITRK4,0
SLITRK5,1
SLITRK6,1
SLK,0
SLMAP,1
SLMO1,1
SLMO2,1
SLMO2-ATP5E,1
SLN,0
SLPI,1
SLTM,1
SLU7,1
SLURP1,0
SLX1A,1
SLX1A-SULT1A3,1
SLX1B,1
SLX1B-SULT1A4,1
SLX4,1
SLX4IP,1
SMA4,1
SMA5,1
SMAD1,1
SMAD2,1
SMAD3,1
SMAD4,1
SMAD5,1
SMAD5-AS1,1
SMAD6,1
SMAD7,1
SMAD9,1
SMAGP,0
SMAP1,1
SMAP2,1
SMARCA1,1
SMARCA2,1
SMARCA4,1
SMARCA5,1
SMARCAD1,1
SMARCAL1,1
SMARCB1,1
SMARCC1,1
SMARCC2,1
SMARCD1,1
SMARCD2,1
SMARCD3,0
SMARCE1,1
SMC1A,1
SMC1B,1
SMC2,1
SMC3,1
SMC4,1
SMC5,1
SMC6,1
SMCHD1,1
SMCO1,0
SMCO2,0
SMCO3,0
SMCO4,1
SMCP,0
SMCR5,0
SMCR8,1
SMDT1,1
SMEK1,1
SMEK2,1
SMEK3P,0
SMG1,1
SMG5,1
SMG6,1
SMG7,1
SMG7-AS1,1
SMG8,1
SMG9,1
SMIM1,0
SMIM10,1
SMIM11,1
SMIM12,1
SMIM13,1
SMIM14,1
SMIM15,1
SMIM17,0
SMIM18,0
SMIM19,1
SMIM20,1
SMIM21,0
SMIM22,0
SMIM23,0
SMIM24,0
SMIM3,1
SMIM4,1
SMIM5,1
SMIM6,1
SMIM7,1
SMIM8,1
SMIM9,0
SMLR1,0
SMN1,1
SMN2,1
SMNDC1,1
SMO,0
SMOC1,0
SMOC2,0
SMOX,0
SMPD1,1
SMPD2,1
SMPD3,1
SMPD4,1
SMPD5,0
SMPDL3A,1
SMPDL3B,1
SMPX,0
SMR3A,0
SMR3B,0
SMS,1
SMTN,1
SMTNL1,0
SMTNL2,0
SMU1,1
SMUG1,0
SMURF1,1
SMURF2,1
SMYD1,1
SMYD2,1
SMYD3,0
SMYD4,1
SMYD5,1
SNAI1,1
SNAI2,0
SNAI3,0
SNAP23,1
SNAP25,1
SNAP29,1
SNAP47,1
SNAP91,0
SNAPC1,0
SNAPC2,1
SNAPC3,1
SNAPC4,1
SNAPC5,1
SNAPIN,1
SNAR-A1,0
SNAR-A10,0
SNAR-A11,0
SNAR-A12,0
SNAR-A13,0
SNAR-A14,0
SNAR-A2,0
SNAR-A3,0
SNAR-A4,0
SNAR-A5,0
SNAR-A6,0
SNAR-A7,0
SNAR-A8,0
SNAR-A9,0
SNAR-B1,0
SNAR-B2,0
SNAR-C1,0
SNAR-C2,0
SNAR-C3,0
SNAR-C4,0
SNAR-C5,0
SNAR-D,0
SNAR-E,0
SNAR-F,0
SNAR-G1,0
SNAR-G2,0
SNAR-H,0
SNAR-I,0
SNCA,0
SNCAIP,0
SNCB,0
SNCG,0
SND1,1
SND1-IT1,0
SNED1,0
SNF8,1
SNHG1,1
SNHG10,1
SNHG11,1
SNHG12,1
SNHG15,1
SNHG20,1
SNHG3,1
SNHG4,1
SNHG5,1
SNHG6,1
SNHG7,1
SNHG8,1
SNHG9,1
SNIP1,1
SNN,1
SNORA1,0
SNORA10,1
SNORA11,0
SNORA11B,1
SNORA11C,0
SNORA11D,0
SNORA11E,0
SNORA12,1
SNORA13,1
SNORA14A,0
SNORA14B,1
SNORA15,0
SNORA16A,1
SNORA16B,0
SNORA17,1
SNORA18,0
SNORA19,0
SNORA20,0
SNORA21,1
SNORA22,0
SNORA23,0
SNORA24,1
SNORA25,1
SNORA26,1
SNORA27,0
SNORA28,0
SNORA29,0
SNORA2A,0
SNORA2B,0
SNORA30,0
SNORA31,1
SNORA32,1
SNORA33,1
SNORA34,0
SNORA35,0
SNORA36A,0
SNORA36B,0
SNORA36C,0
SNORA37,1
SNORA38,0
SNORA38B,0
SNORA4,0
SNORA40,0
SNORA41,0
SNORA43,1
SNORA44,1
SNORA45A,1
SNORA45B,0
SNORA46,0
SNORA47,0
SNORA48,1
SNORA49,0
SNORA51,0
SNORA52,1
SNORA53,0
SNORA54,0
SNORA55,1
SNORA56,0
SNORA57,1
SNORA58,0
SNORA59A,0
SNORA59B,0
SNORA5A,0
SNORA5B,0
SNORA5C,0
SNORA6,1
SNORA60,1
SNORA61,1
SNORA62,0
SNORA63,0
SNORA64,1
SNORA65,0
SNORA66,0
SNORA67,1
SNORA68,0
SNORA69,0
SNORA70,1
SNORA70B,0
SNORA70C,0
SNORA70D,0
SNORA70E,0
SNORA70F,1
SNORA70G,0
SNORA71A,0
SNORA71B,0
SNORA71C,0
SNORA71D,1
SNORA71E,1
SNORA72,0
SNORA74A,0
SNORA74B,0
SNORA75,0
SNORA76A,0
SNORA76C,1
SNORA77,0
SNORA78,1
SNORA79,0
SNORA7A,1
SNORA7B,0
SNORA8,0
SNORA80A,0
SNORA80B,1
SNORA80E,0
SNORA81,0
SNORA84,1
SNORA9,1
SNORD10,0
SNORD100,1
SNORD101,1
SNORD102,0
SNORD103A,0
SNORD103B,0
SNORD104,1
SNORD105,1
SNORD105B,1
SNORD107,0
SNORD108,0
SNORD109A,0
SNORD109B,0
SNORD11,0
SNORD110,1
SNORD111,0
SNORD111B,1
SNORD113-1,0
SNORD113-2,0
SNORD113-4,0
SNORD113-5,0
SNORD113-6,0
SNORD113-7,0
SNORD113-9,0
SNORD114-1,0
SNORD114-10,0
SNORD114-11,0
SNORD114-12,0
SNORD114-13,0
SNORD114-14,0
SNORD114-15,0
SNORD114-16,0
SNORD114-17,0
SNORD114-18,0
SNORD114-19,0
SNORD114-2,0
SNORD114-20,0
SNORD114-21,0
SNORD114-22,0
SNORD114-23,0
SNORD114-24,0
SNORD114-25,0
SNORD114-26,0
SNORD114-27,0
SNORD114-28,0
SNORD114-29,0
SNORD114-3,0
SNORD114-30,0
SNORD114-31,0
SNORD114-4,0
SNORD114-5,0
SNORD114-6,0
SNORD114-7,0
SNORD114-8,0
SNORD114-9,0
SNORD115-1,0
SNORD115-10,0
SNORD115-11,0
SNORD115-12,0
SNORD115-13,0
SNORD115-14,0
SNORD115-15,0
SNORD115-16,0
SNORD115-17,0
SNORD115-18,0
SNORD115-19,0
SNORD115-2,0
SNORD115-20,0
SNORD115-21,0
SNORD115-22,0
SNORD115-23,0
SNORD115-24,0
SNORD115-25,0
SNORD115-26,0
SNORD115-27,0
SNORD115-28,0
SNORD115-29,0
SNORD115-3,0
SNORD115-30,0
SNORD115-31,0
SNORD115-32,0
SNORD115-33,0
SNORD115-34,0
SNORD115-35,0
SNORD115-36,0
SNORD115-37,0
SNORD115-38,0
SNORD115-39,0
SNORD115-4,0
SNORD115-40,0
SNORD115-41,0
SNORD115-42,0
SNORD115-43,0
SNORD115-44,0
SNORD115-45,0
SNORD115-47,0
SNORD115-48,0
SNORD115-5,0
SNORD115-6,0
SNORD115-7,0
SNORD115-8,0
SNORD115-9,0
SNORD116-1,0
SNORD116-10,0
SNORD116-11,0
SNORD116-12,0
SNORD116-13,0
SNORD116-14,0
SNORD116-15,0
SNORD116-16,0
SNORD116-17,0
SNORD116-18,0
SNORD116-19,0
SNORD116-2,0
SNORD116-20,0
SNORD116-21,0
SNORD116-22,0
SNORD116-23,0
SNORD116-24,0
SNORD116-25,0
SNORD116-26,0
SNORD116-27,0
SNORD116-28,0
SNORD116-29,0
SNORD116-3,0
SNORD116-4,0
SNORD116-5,0
SNORD116-6,0
SNORD116-7,0
SNORD116-8,0
SNORD116-9,0
SNORD117,0
SNORD119,0
SNORD11B,0
SNORD12,1
SNORD121A,0
SNORD121B,0
SNORD123,0
SNORD124,1
SNORD125,0
SNORD126,0
SNORD127,0
SNORD12B,1
SNORD12C,1
SNORD15A,1
SNORD15B,0
SNORD16,1
SNORD17,1
SNORD18A,1
SNORD18B,0
SNORD18C,0
SNORD19,0
SNORD19B,0
SNORD1A,1
SNORD1B,1
SNORD1C,1
SNORD2,1
SNORD20,0
SNORD21,0
SNORD22,1
SNORD23,0
SNORD24,1
SNORD25,1
SNORD26,1
SNORD27,1
SNORD28,1
SNORD29,1
SNORD30,1
SNORD31,1
SNORD32A,0
SNORD32B,0
SNORD33,0
SNORD34,1
SNORD35A,1
SNORD35B,1
SNORD36A,1
SNORD36B,1
SNORD36C,1
SNORD37,0
SNORD38A,0
SNORD38B,0
SNORD41,0
SNORD42A,1
SNORD42B,1
SNORD43,1
SNORD44,1
SNORD45A,1
SNORD45B,0
SNORD45C,1
SNORD46,1
SNORD47,1
SNORD48,1
SNORD49A,1
SNORD49B,1
SNORD4A,1
SNORD4B,1
SNORD5,0
SNORD50A,1
SNORD50B,1
SNORD51,0
SNORD52,1
SNORD53,0
SNORD54,1
SNORD55,1
SNORD56,0
SNORD56B,1
SNORD57,1
SNORD58A,1
SNORD58B,1
SNORD58C,1
SNORD59A,1
SNORD59B,0
SNORD6,0
SNORD60,1
SNORD61,1
SNORD62A,0
SNORD62B,0
SNORD63,1
SNORD64,0
SNORD65,1
SNORD66,0
SNORD67,0
SNORD68,1
SNORD69,0
SNORD7,0
SNORD70,1
SNORD71,0
SNORD72,1
SNORD73A,0
SNORD73B,0
SNORD74,1
SNORD75,1
SNORD76,1
SNORD77,1
SNORD78,0
SNORD79,1
SNORD8,0
SNORD80,1
SNORD81,1
SNORD82,0
SNORD83A,0
SNORD83B,0
SNORD85,1
SNORD86,0
SNORD87,1
SNORD88A,0
SNORD88B,0
SNORD88C,0
SNORD89,1
SNORD9,0
SNORD90,0
SNORD91A,0
SNORD91B,0
SNORD92,0
SNORD93,1
SNORD94,0
SNORD95,1
SNORD96A,1
SNORD96B,0
SNORD97,1
SNORD98,0
SNORD99,1
SNPH,0
SNRK,1
SNRNP200,1
SNRNP25,1
SNRNP27,1
SNRNP35,1
SNRNP40,1
SNRNP48,1
SNRNP70,1
SNRPA,1
SNRPA1,1
SNRPB,1
SNRPB2,1
SNRPC,1
SNRPD1,1
SNRPD2,1
SNRPD2P2,0
SNRPD3,1
SNRPE,1
SNRPF,1
SNRPG,1
SNRPN,0
SNTA1,0
SNTB1,1
SNTB2,1
SNTG1,0
SNTG2,0
SNTN,0
SNUPN,1
SNURF,1
SNW1,1
SNX1,1
SNX10,0
SNX11,1
SNX12,0
SNX13,1
SNX14,1
SNX15,1
SNX16,1
SNX17,1
SNX18,1
SNX19,1
SNX2,1
SNX20,0
SNX21,1
SNX22,1
SNX24,0
SNX25,1
SNX27,1
SNX29,1
SNX29P1,0
SNX29P2,0
SNX3,1
SNX30,1
SNX31,0
SNX32,0
SNX33,1
SNX4,1
SNX5,1
SNX6,1
SNX7,1
SNX8,1
SNX9,1
SOAT1,1
SOAT2,1
SOBP,0
SOCS1,1
SOCS2,1
SOCS3,1
SOCS4,1
SOCS5,1
SOCS6,0
SOCS7,1
SOD1,1
SOD2,1
SOD3,1
SOGA1,0
SOGA3,0
SOHLH1,0
SOHLH2,0
SON,1
SORBS1,1
SORBS2,0
SORBS3,1
SORCS1,0
SORCS2,1
SORCS3,0
SORD,1
SORL1,1
SORT1,1
SOS1,1
SOS2,1
SOST,1
SOSTDC1,0
SOWAHA,0
SOWAHB,0
SOWAHC,1
SOWAHD,1
SOX1,0
SOX10,0
SOX11,0
SOX12,1
SOX13,1
SOX14,0
SOX15,0
SOX17,1
SOX18,1
SOX2,0
SOX2-OT,0
SOX21,0
SOX3,0
SOX30,0
SOX4,1
SOX5,0
SOX6,0
SOX7,0
SOX8,0
SOX9,1
SP1,1
SP100,1
SP110,1
SP140,1
SP140L,1
SP2,1
SP3,1
SP4,1
SP5,1
SP6,0
SP7,0
SP8,0
SP9,0
SPA17,1
SPACA1,0
SPACA3,0
SPACA4,0
SPACA5,1
SPACA5B,0
SPACA6P,0
SPACA7,0
SPAG1,1
SPAG11A,0
SPAG11B,0
SPAG16,1
SPAG17,0
SPAG4,1
SPAG5,1
SPAG5-AS1,1
SPAG6,1
SPAG7,1
SPAG8,1
SPAG9,1
SPAM1,0
SPANXA1,0
SPANXA2,0
SPANXA2-OT1,0
SPANXB1,0
SPANXC,0
SPANXD,0
SPANXN1,0
SPANXN2,0
SPANXN3,0
SPANXN4,0
SPANXN5,0
SPARC,1
SPARCL1,0
SPAST,1
SPATA1,0
SPATA12,0
SPATA13,1
SPATA16,0
SPATA17,1
SPATA18,1
SPATA19,0
SPATA2,1
SPATA20,1
SPATA21,0
SPATA22,0
SPATA24,1
SPATA25,0
SPATA2L,1
SPATA3,0
SPATA31A1,0
SPATA31A3,0
SPATA31A5,0
SPATA31A6,0
SPATA31A7,0
SPATA31C1,0
SPATA31C2,0
SPATA31D1,0
SPATA31D3,0
SPATA31D4,0
SPATA31D5P,0
SPATA31E1,0
SPATA32,1
SPATA33,1
SPATA4,1
SPATA42,0
SPATA45,0
SPATA5,1
SPATA5L1,1
SPATA6,0
SPATA6L,1
SPATA7,1
SPATA8,0
SPATA9,0
SPATC1,1
SPATC1L,1
SPATS1,0
SPATS2,1
SPATS2L,1
SPC24,1
SPC25,1
SPCS1,1
SPCS2,1
SPCS3,1
SPDEF,0
SPDL1,1
SPDYA,0
SPDYC,0
SPDYE1,0
SPDYE2,0
SPDYE2B,0
SPDYE3,0
SPDYE4,0
SPDYE5,0
SPDYE6,0
SPDYE7P,0
SPDYE8P,1
SPECC1,1
SPECC1L,1
SPEF1,1
SPEF2,1
SPEG,0
SPEM1,0
SPEN,1
SPERT,1
SPESP1,0
SPG11,1
SPG20,0
SPG20OS,1
SPG21,1
SPG7,1
SPHAR,0
SPHK1,1
SPHK2,1
SPHKAP,0
SPI1,0
SPIB,1
SPIC,0
SPICE1,1
SPIDR,1
SPIN1,1
SPIN2A,0
SPIN2B,0
SPIN3,0
SPIN4,1
SPINK1,0
SPINK13,1
SPINK14,0
SPINK2,0
SPINK4,0
SPINK5,0
SPINK6,0
SPINK7,0
SPINK8,0
SPINK9,0
SPINT1,1
SPINT2,1
SPINT3,0
SPINT4,0
SPIRE1,0
SPIRE2,1
SPN,1
SPNS1,1
SPNS2,1
SPNS3,0
SPO11,0
SPOCD1,1
SPOCK1,0
SPOCK2,0
SPOCK3,0
SPON1,0
SPON2,0
SPOP,1
SPOPL,1
SPP1,1
SPP2,0
SPPL2A,1
SPPL2B,1
SPPL2C,0
SPPL3,1
SPR,1
SPRED1,1
SPRED2,1
SPRED3,0
SPRN,0
SPRNP1,0
SPRR1A,0
SPRR1B,0
SPRR2A,0
SPRR2B,0
SPRR2C,0
SPRR2D,0
SPRR2E,0
SPRR2F,0
SPRR2G,0
SPRR3,0
SPRR4,0
SPRTN,1
SPRY1,1
SPRY2,1
SPRY3,0
SPRY4,1
SPRYD3,1
SPRYD4,1
SPRYD7,1
SPSB1,1
SPSB2,1
SPSB3,1
SPSB4,0
SPTA1,0
SPTAN1,1
SPTB,0
SPTBN1,1
SPTBN2,1
SPTBN4,0
SPTBN5,1
SPTLC1,1
SPTLC2,1
SPTLC3,1
SPTSSA,1
SPTSSB,0
SPTY2D1,1
SPX,1
SPZ1,0
SQLE,1
SQRDL,1
SQSTM1,1
SRA1,1
SRBD1,1
SRC,1
SRCAP,1
SRCIN1,1
SRD5A1,1
SRD5A1P1,0
SRD5A2,0
SRD5A3,1
SREBF1,1
SREBF2,1
SREK1,1
SREK1IP1,1
SRF,1
SRFBP1,1
SRGAP1,1
SRGAP2,0
SRGAP2B,0
SRGAP3,0
SRGN,1
SRI,1
SRL,0
SRM,1
SRMS,1
SRP14,1
SRP19,1
SRP54,1
SRP68,1
SRP72,1
SRP9,1
SRPK1,1
SRPK2,0
SRPK3,0
SRPR,1
SRPRB,0
SRPX,0
SRPX2,1
SRR,1
SRRD,1
SRRM1,1
SRRM2,1
SRRM3,1
SRRM4,0
SRRM5,0
SRRT,1
SRSF1,1
SRSF10,1
SRSF11,1
SRSF12,0
SRSF2,1
SRSF3,1
SRSF4,1
SRSF5,1
SRSF6,1
SRSF7,1
SRSF8,1
SRSF9,1
SRXN1,1
SRY,0
SS18,1
SS18L1,1
SS18L2,1
SSB,1
SSBP1,1
SSBP2,1
SSBP3,1
SSBP4,0
SSC4D,1
SSC5D,0
SSFA2,1
SSH1,0
SSH2,1
SSH3,1
SSMEM1,0
SSNA1,1
SSPN,1
SSPO,0
SSR1,1
SSR2,1
SSR3,1
SSR4,0
SSR4P1,1
SSRP1,1
SSSCA1,1
SST,0
SSTR1,0
SSTR2,0
SSTR3,0
SSTR4,0
SSTR5,0
SSU72,1
SSUH2,1
SSX1,0
SSX2,0
SSX2B,0
SSX2IP,1
SSX3,0
SSX4,0
SSX4B,0
SSX5,0
SSX6,0
SSX7,0
SSX8,0
ST13,1
ST13P4,0
ST14,0
ST18,0
ST20,1
ST20-MTHFS,1
ST3GAL1,1
ST3GAL2,1
ST3GAL3,1
ST3GAL4,0
ST3GAL5,1
ST3GAL6,1
ST5,1
ST6GAL1,1
ST6GAL2,1
ST6GALNAC1,0
ST6GALNAC2,1
ST6GALNAC3,1
ST6GALNAC4,1
ST6GALNAC5,0
ST6GALNAC6,0
ST7,1
ST7-AS1,1
ST7-AS2,0
ST7-OT3,0
ST7-OT4,1
ST7L,1
ST8SIA1,0
ST8SIA2,0
ST8SIA3,0
ST8SIA4,1
ST8SIA5,0
ST8SIA6,0
STAB1,0
STAB2,1
STAC,0
STAC2,0
STAC3,0
STAG1,1
STAG2,1
STAG3,0
STAG3L1,1
STAG3L2,1
STAG3L3,1
STAG3L4,1
STAM,1
STAM2,1
STAMBP,1
STAMBPL1,1
STAP1,1
STAP2,1
STAR,0
STARD10,1
STARD13,0
STARD3,1
STARD3NL,1
STARD4,1
STARD5,0
STARD6,0
STARD7,1
STARD8,0
STARD9,1
STAT1,1
STAT2,1
STAT3,1
STAT4,1
STAT5A,1
STAT5B,1
STAT6,1
STATH,0
STAU1,1
STAU2,1
STBD1,1
STC1,0
STC2,1
STEAP1,1
STEAP1B,0
STEAP2,1
STEAP3,1
STEAP4,0
STH,0
STIL,1
STIM1,1
STIM2,1
STIP1,1
STK10,1
STK11,0
STK11IP,1
STK16,1
STK17A,1
STK17B,1
STK19,0
STK24,1
STK25,1
STK3,1
STK31,0
STK32A,0
STK32B,0
STK32C,0
STK33,1
STK35,1
STK36,1
STK38,1
STK38L,1
STK39,1
STK4,1
STK40,1
STKLD1,1
STMN1,1
STMN2,0
STMN3,1
STMN4,0
STMND1,0
STOM,1
STOML1,1
STOML2,1
STOML3,0
STON1,0
STON1-GTF2A1L,0
STON2,0
STOX1,1
STOX2,0
STPG1,1
STPG2,1
STRA13,1
STRA6,1
STRA8,0
STRADA,1
STRADB,1
STRAP,1
STRBP,1
STRC,0
STRIP1,1
STRIP2,1
STRN,1
STRN3,1
STRN4,0
STS,0
STT3A,1
STT3B,1
STUB1,1
STX10,1
STX11,1
STX12,1
STX16,1
STX16-NPEPL1,1
STX17,1
STX18,1
STX19,1
STX1A,1
STX1B,0
STX2,1
STX3,1
STX4,1
STX5,1
STX6,1
STX7,1
STX8,1
STXBP1,0
STXBP2,1
STXBP3,1
STXBP4,1
STXBP5,1
STXBP5L,1
STXBP6,1
STYK1,1
STYX,0
STYXL1,1
SUB1,1
SUCLA2,0
SUCLG1,1
SUCLG2,1
SUCNR1,1
SUCO,1
SUDS3,1
SUFU,1
SUGCT,1
SUGP1,1
SUGP2,1
SUGT1,1
SUGT1P1,0
SUGT1P3,1
SULF1,0
SULF2,0
SULT1A1,0
SULT1A2,1
SULT1A3,0
SULT1A4,0
SULT1B1,0
SULT1C2,1
SULT1C2P1,0
SULT1C3,0
SULT1C4,0
SULT1D1P,0
SULT1E1,1
SULT2A1,1
SULT2B1,1
SULT4A1,0
SULT6B1,0
SUMF1,1
SUMF2,1
SUMO1,1
SUMO1P1,0
SUMO1P3,0
SUMO2,1
SUMO3,1
SUMO4,0
SUN1,1
SUN2,1
SUN3,0
SUN5,1
SUOX,1
SUPT16H,1
SUPT20H,1
SUPT20HL2,0
SUPT3H,1
SUPT4H1,1
SUPT5H,1
SUPT6H,1
SUPT7L,1
SUPV3L1,1
SURF1,1
SURF2,1
SURF4,1
SURF6,1
SUSD1,1
SUSD2,1
SUSD3,1
SUSD4,0
SUSD5,0
SUV39H1,0
SUV39H2,1
SUV420H1,1
SUV420H2,1
SUZ12,1
SUZ12P1,1
SV2A,1
SV2B,1
SV2C,0
SVEP1,1
SVIL,1
SVIP,1
SVOP,1
SVOPL,0
SWAP70,1
SWI5,1
SWSAP1,1
SWT1,1
SYAP1,1
SYBU,1
SYCE1,0
SYCE1L,0
SYCE2,1
SYCE3,0
SYCN,0
SYCP1,0
SYCP2,0
SYCP2L,0
SYCP3,0
SYDE1,0
SYDE2,1
SYF2,1
SYK,1
SYMPK,1
SYN1,0
SYN2,0
SYN3,1
SYNC,1
SYNCRIP,1
SYNDIG1,1
SYNDIG1L,0
SYNE1,0
SYNE2,0
SYNE3,0
SYNE4,1
SYNGAP1,1
SYNGR1,0
SYNGR2,1
SYNGR3,1
SYNGR4,1
SYNJ1,1
SYNJ2,1
SYNJ2BP,1
SYNJ2BP-COX16,1
SYNM,1
SYNPO,1
SYNPO2,0
SYNPO2L,1
SYNPR,0
SYNRG,1
SYP,1
SYPL1,1
SYPL2,0
SYS1,1
SYS1-DBNDD2,1
SYT1,0
SYT10,0
SYT11,1
SYT12,1
SYT13,0
SYT14,0
SYT15,0
SYT16,0
SYT17,1
SYT2,0
SYT3,0
SYT4,0
SYT5,0
SYT6,0
SYT7,1
SYT8,1
SYT9,0
SYTL1,1
SYTL2,1
SYTL3,1
SYTL4,0
SYTL5,0
SYVN1,1
SZRD1,1
SZT2,1
T,0
TAAR1,0
TAAR2,0
TAAR3,0
TAAR5,0
TAAR6,0
TAAR8,0
TAAR9,0
TAB1,1
TAB2,1
TAB3,1
TAC1,0
TAC3,0
TAC4,0
TACC1,0
TACC2,0
TACC3,1
TACO1,1
TACR1,1
TACR2,1
TACR3,0
TACSTD2,1
TADA1,1
TADA2A,1
TADA2B,0
TADA3,1
TAF1,1
TAF10,1
TAF11,1
TAF12,1
TAF13,1
TAF15,1
TAF1A,1
TAF1B,1
TAF1C,1
TAF1D,1
TAF1L,0
TAF2,1
TAF3,1
TAF4,1
TAF4B,1
TAF5,1
TAF5L,0
TAF6,1
TAF6L,1
TAF7,1
TAF7L,0
TAF8,1
TAF9,1
TAF9B,0
TAGAP,1
TAGLN,1
TAGLN2,1
TAGLN3,0
TAL1,0
TAL2,0
TALDO1,1
TAMM41,1
TANC1,1
TANC2,0
TANGO2,0
TANGO6,1
TANK,1
TAOK1,1
TAOK2,1
TAOK3,1
TAP1,0
TAP2,0
TAPBP,0
TAPBPL,1
TAPT1,0
TARBP1,1
TARBP2,1
TARDBP,1
TARM1,0
TARP,0
TARS,1
TARS2,1
TARSL2,1
TAS1R1,1
TAS1R2,0
TAS1R3,0
TAS2R1,0
TAS2R10,0
TAS2R13,0
TAS2R14,0
TAS2R16,0
TAS2R19,0
TAS2R20,0
TAS2R3,0
TAS2R30,0
TAS2R31,0
TAS2R38,0
TAS2R39,0
TAS2R4,0
TAS2R40,0
TAS2R41,1
TAS2R42,0
TAS2R43,0
TAS2R46,0
TAS2R5,0
TAS2R50,0
TAS2R60,0
TAS2R7,0
TAS2R8,0
TAS2R9,0
TASP1,1
TAT,0
TATDN1,1
TATDN2,1
TATDN3,1
TAX1BP1,1
TAX1BP3,1
TAZ,1
TBATA,0
TBC1D1,1
TBC1D10A,1
TBC1D10B,1
TBC1D10C,1
TBC1D12,1
TBC1D13,1
TBC1D14,1
TBC1D15,1
TBC1D16,1
TBC1D17,1
TBC1D19,1
TBC1D2,1
TBC1D20,1
TBC1D21,0
TBC1D22A,1
TBC1D22B,1
TBC1D23,1
TBC1D24,1
TBC1D25,1
TBC1D26,0
TBC1D28,0
TBC1D29,0
TBC1D2B,0
TBC1D3,0
TBC1D30,1
TBC1D31,1
TBC1D32,1
TBC1D3B,0
TBC1D3C,0
TBC1D3F,0
TBC1D3H,0
TBC1D3P1-DHX40P1,0
TBC1D3P2,0
TBC1D3P5,0
TBC1D4,1
TBC1D5,1
TBC1D7,1
TBC1D8,1
TBC1D8B,1
TBC1D9,1
TBC1D9B,0
TBCA,1
TBCB,1
TBCC,1
TBCCD1,1
TBCD,1
TBCE,1
TBCEL,1
TBCK,1
TBK1,1
TBKBP1,1
TBL1X,1
TBL1XR1,1
TBL1Y,0
TBL2,1
TBL3,1
TBP,1
TBPL1,1
TBPL2,0
TBR1,0
TBRG1,1
TBRG4,1
TBX1,0
TBX10,0
TBX15,0
TBX18,0
TBX19,1
TBX2,1
TBX20,0
TBX21,0
TBX22,0
TBX3,1
TBX4,1
TBX5,0
TBX6,1
TBXA2R,1
TBXAS1,1
TC2N,0
TCAIM,1
TCAM1P,0
TCAP,1
TCEA1,1
TCEA2,1
TCEA3,0
TCEAL1,1
TCEAL2,0
TCEAL3,0
TCEAL4,0
TCEAL5,0
TCEAL6,0
TCEAL7,0
TCEAL8,0
TCEANC,1
TCEANC2,1
TCEB1,1
TCEB2,1
TCEB3,1
TCEB3B,0
TCEB3C,0
TCEB3CL,0
TCERG1,1
TCERG1L,0
TCF12,1
TCF15,0
TCF19,0
TCF20,0
TCF21,0
TCF23,0
TCF24,0
TCF25,1
TCF3,1
TCF4,0
TCF7,1
TCF7L1,0
TCF7L2,1
TCFL5,1
TCHH,0
TCHHL1,0
TCHP,1
TCIRG1,1
TCL1A,1
TCL1B,0
TCL6,0
TCN1,0
TCN2,1
TCOF1,1
TCP1,1
TCP10,0
TCP10L,0
TCP10L2,0
TCP11,0
TCP11L1,1
TCP11L2,1
TCP11X2,0
TCTA,1
TCTE1,0
TCTE3,1
