contrast,collection,database,set_id,set,set_short,set_size,set_size_DB,size_ratio,set_size_in_input,input_size,background_size,p_value,adj_p_value
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15672,PTMSIGDB_PERT-PSP_IGF_1,PTMSIGDB_PERT-PSP_IGF_1,16,36,0.444,4,3836,15818,0.567704031,0.802730189
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15131,PTMSIGDB_KINASE-iKiP_BRSK2,PTMSIGDB_KINASE-iKiP_BRSK2,12,32,0.375,3,3836,15818,0.58584898,0.823584798
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15175,PTMSIGDB_KINASE-iKiP_CSNK1G3,PTMSIGDB_KINASE-iKiP_CSNK1G3,12,82,0.146,3,3836,15818,0.58584898,0.823584798
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15370,PTMSIGDB_KINASE-iKiP_RPS6KA4.MSK2,PTMSIGDB_KINASE-iKiP_RPS6KA4.MSK2,25,64,0.391,6,3836,15818,0.588340401,0.824696804
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15389,PTMSIGDB_KINASE-iKiP_STK26,PTMSIGDB_KINASE-iKiP_STK26,21,149,0.141,5,3836,15818,0.602272246,0.84179262
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15292,PTMSIGDB_KINASE-iKiP_MINK1,PTMSIGDB_KINASE-iKiP_MINK1,8,118,0.068,2,3836,15818,0.61403172,0.850872526
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15459,PTMSIGDB_PATH-NP_T_CELL_RECEPTOR_PATHWAY,PTMSIGDB_PATH-NP_T_CELL_RECEPTOR_PATHWAY,8,44,0.182,2,3836,15818,0.61403172,0.850872526
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15724,PTMSIGDB_PERT-PSP_VANADATE,PTMSIGDB_PERT-PSP_VANADATE,8,30,0.267,2,3836,15818,0.61403172,0.850872526
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15180,PTMSIGDB_KINASE-iKiP_DCLK2,PTMSIGDB_KINASE-iKiP_DCLK2,26,86,0.302,6,3836,15818,0.630180752,0.86828882
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15626,PTMSIGDB_PERT-PSP_ANTI_CD3,PTMSIGDB_PERT-PSP_ANTI_CD3,26,74,0.351,6,3836,15818,0.630180752,0.86828882
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15135,PTMSIGDB_KINASE-iKiP_CAMK1D,PTMSIGDB_KINASE-iKiP_CAMK1D,13,30,0.433,3,3836,15818,0.64441873,0.881422042
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15363,PTMSIGDB_KINASE-iKiP_RIPK5,PTMSIGDB_KINASE-iKiP_RIPK5,13,124,0.105,3,3836,15818,0.64441873,0.881422042
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15295,PTMSIGDB_KINASE-iKiP_MOK,PTMSIGDB_KINASE-iKiP_MOK,22,79,0.278,5,3836,15818,0.646981953,0.881422042
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15355,PTMSIGDB_KINASE-iKiP_PRKD2,PTMSIGDB_KINASE-iKiP_PRKD2,22,61,0.361,5,3836,15818,0.646981953,0.881422042
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15379,PTMSIGDB_KINASE-iKiP_SIK2,PTMSIGDB_KINASE-iKiP_SIK2,57,195,0.292,13,3836,15818,0.6504813,0.883707088
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15161,PTMSIGDB_KINASE-iKiP_CGK2,PTMSIGDB_KINASE-iKiP_CGK2,31,83,0.373,7,3836,15818,0.653735553,0.885647327
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15315,PTMSIGDB_KINASE-iKiP_NUAK2,PTMSIGDB_KINASE-iKiP_NUAK2,18,79,0.228,4,3836,15818,0.668279208,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15566,PTMSIGDB_PERT-P100-DIA2_SELUMETINIB,PTMSIGDB_PERT-P100-DIA2_SELUMETINIB,84,197,0.426,19,3836,15818,0.677280516,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14916,PTMSIGDB_KINASE-PSP_Cot/MAP3K8,PTMSIGDB_KINASE-PSP_Cot/MAP3K8,9,25,0.36,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14949,PTMSIGDB_KINASE-PSP_HIPK2,PTMSIGDB_KINASE-PSP_HIPK2,9,60,0.15,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15046,PTMSIGDB_KINASE-PSP_PKCI/PRKCI,PTMSIGDB_KINASE-PSP_PKCI/PRKCI,9,47,0.191,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15119,PTMSIGDB_KINASE-iKiP_ALK,PTMSIGDB_KINASE-iKiP_ALK,9,120,0.075,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15346,PTMSIGDB_KINASE-iKiP_PRKCB2.PRKCB,PTMSIGDB_KINASE-iKiP_PRKCB2.PRKCB,9,33,0.273,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15387,PTMSIGDB_KINASE-iKiP_STK24,PTMSIGDB_KINASE-iKiP_STK24,9,116,0.078,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15726,PTMSIGDB_PERT-PSP_VIRUS_INFECTION,PTMSIGDB_PERT-PSP_VIRUS_INFECTION,9,30,0.3,2,3836,15818,0.681376247,0.900456348
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15410,PTMSIGDB_KINASE-iKiP_TSSK2,PTMSIGDB_KINASE-iKiP_TSSK2,23,73,0.315,5,3836,15818,0.688374064,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15415,PTMSIGDB_KINASE-iKiP_ULK3,PTMSIGDB_KINASE-iKiP_ULK3,23,123,0.187,5,3836,15818,0.688374064,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15538,PTMSIGDB_PERT-P100-DIA2_LOSMAPIMOD,PTMSIGDB_PERT-P100-DIA2_LOSMAPIMOD,76,179,0.425,17,3836,15818,0.691648833,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15568,PTMSIGDB_PERT-P100-DIA2_SIROLIMUS,PTMSIGDB_PERT-P100-DIA2_SIROLIMUS,41,100,0.41,9,3836,15818,0.692292351,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15256,PTMSIGDB_KINASE-iKiP_MAP2K7,PTMSIGDB_KINASE-iKiP_MAP2K7,14,28,0.5,3,3836,15818,0.696850707,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15266,PTMSIGDB_KINASE-iKiP_MAP4K2,PTMSIGDB_KINASE-iKiP_MAP4K2,14,106,0.132,3,3836,15818,0.696850707,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15397,PTMSIGDB_KINASE-iKiP_TAOK1,PTMSIGDB_KINASE-iKiP_TAOK1,14,72,0.194,3,3836,15818,0.696850707,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15189,PTMSIGDB_KINASE-iKiP_EIF2AK1,PTMSIGDB_KINASE-iKiP_EIF2AK1,24,64,0.375,5,3836,15818,0.726327281,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15518,PTMSIGDB_PERT-P100-DIA2_FLAVOPIRIDOL,PTMSIGDB_PERT-P100-DIA2_FLAVOPIRIDOL,91,193,0.472,20,3836,15818,0.731348462,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15219,PTMSIGDB_KINASE-iKiP_GRK5,PTMSIGDB_KINASE-iKiP_GRK5,38,169,0.225,8,3836,15818,0.735595478,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15283,PTMSIGDB_KINASE-iKiP_MARK1,PTMSIGDB_KINASE-iKiP_MARK1,38,138,0.275,8,3836,15818,0.735595478,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15377,PTMSIGDB_KINASE-iKiP_SGK3,PTMSIGDB_KINASE-iKiP_SGK3,38,143,0.266,8,3836,15818,0.735595478,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15040,PTMSIGDB_KINASE-PSP_PKCB/PRKCB,PTMSIGDB_KINASE-PSP_PKCB/PRKCB,10,65,0.154,2,3836,15818,0.738764889,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15383,PTMSIGDB_KINASE-iKiP_SRPK3,PTMSIGDB_KINASE-iKiP_SRPK3,10,24,0.417,2,3836,15818,0.738764889,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15665,PTMSIGDB_PERT-PSP_HGF,PTMSIGDB_PERT-PSP_HGF,10,24,0.417,2,3836,15818,0.738764889,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15685,PTMSIGDB_PERT-PSP_LPA,PTMSIGDB_PERT-PSP_LPA,10,18,0.556,2,3836,15818,0.738764889,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15221,PTMSIGDB_KINASE-iKiP_GSK3A,PTMSIGDB_KINASE-iKiP_GSK3A,15,31,0.484,3,3836,15818,0.743185416,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15331,PTMSIGDB_KINASE-iKiP_PIK3R5,PTMSIGDB_KINASE-iKiP_PIK3R5,15,32,0.469,3,3836,15818,0.743185416,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15423,PTMSIGDB_KINASE-iKiP_ZAK,PTMSIGDB_KINASE-iKiP_ZAK,15,96,0.156,3,3836,15818,0.743185416,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14795,PTMSIGDB_DISEASE-PSP_SLE,PTMSIGDB_DISEASE-PSP_SLE,5,9,0.556,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14829,PTMSIGDB_DISEASE-PSP_medullary_thyroid_carcinoma,PTMSIGDB_DISEASE-PSP_medullary_thyroid_carcinoma,5,5,1,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14843,PTMSIGDB_DISEASE-PSP_pancreatic_ductal_adenocarcinoma,PTMSIGDB_DISEASE-PSP_pancreatic_ductal...(14843),5,36,0.139,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14846,PTMSIGDB_DISEASE-PSP_schizophrenia,PTMSIGDB_DISEASE-PSP_schizophrenia,5,7,0.714,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15030,PTMSIGDB_KINASE-PSP_PDHK1/PDK1,PTMSIGDB_KINASE-PSP_PDHK1/PDK1,5,6,0.833,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15031,PTMSIGDB_KINASE-PSP_PDHK2/PDK2,PTMSIGDB_KINASE-PSP_PDHK2/PDK2,5,5,1,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15032,PTMSIGDB_KINASE-PSP_PDHK4/PDK4,PTMSIGDB_KINASE-PSP_PDHK4/PDK4,5,5,1,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15044,PTMSIGDB_KINASE-PSP_PKCG/PRKCG,PTMSIGDB_KINASE-PSP_PKCG/PRKCG,5,35,0.143,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15051,PTMSIGDB_KINASE-PSP_PKG2/PRKG2,PTMSIGDB_KINASE-PSP_PKG2/PRKG2,5,15,0.333,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15111,PTMSIGDB_KINASE-PSP_smMLCK/MYLK,PTMSIGDB_KINASE-PSP_smMLCK/MYLK,5,5,1,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15235,PTMSIGDB_KINASE-iKiP_IRAK4,PTMSIGDB_KINASE-iKiP_IRAK4,5,56,0.089,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15322,PTMSIGDB_KINASE-iKiP_PAK6,PTMSIGDB_KINASE-iKiP_PAK6,5,22,0.227,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15362,PTMSIGDB_KINASE-iKiP_RET,PTMSIGDB_KINASE-iKiP_RET,5,106,0.047,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15366,PTMSIGDB_KINASE-iKiP_ROS1,PTMSIGDB_KINASE-iKiP_ROS1,5,76,0.066,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15386,PTMSIGDB_KINASE-iKiP_STK16,PTMSIGDB_KINASE-iKiP_STK16,5,20,0.25,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15621,PTMSIGDB_PERT-PSP_AG1478,PTMSIGDB_PERT-PSP_AG1478,5,7,0.714,1,3836,15818,0.750654921,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15220,PTMSIGDB_KINASE-iKiP_GRK7,PTMSIGDB_KINASE-iKiP_GRK7,20,109,0.183,4,3836,15818,0.751476281,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15268,PTMSIGDB_KINASE-iKiP_MAP4K5.KHS1,PTMSIGDB_KINASE-iKiP_MAP4K5.KHS1,20,152,0.132,4,3836,15818,0.751476281,0.902143555
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15344,PTMSIGDB_KINASE-iKiP_PRKCB,PTMSIGDB_KINASE-iKiP_PRKCB,53,159,0.333,11,3836,15818,0.771241247,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15345,PTMSIGDB_KINASE-iKiP_PRKCB1.PRKCB,PTMSIGDB_KINASE-iKiP_PRKCB1.PRKCB,16,46,0.348,3,3836,15818,0.783681121,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15405,PTMSIGDB_KINASE-iKiP_TLK1,PTMSIGDB_KINASE-iKiP_TLK1,16,184,0.087,3,3836,15818,0.783681121,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15140,PTMSIGDB_KINASE-iKiP_CAMK4,PTMSIGDB_KINASE-iKiP_CAMK4,21,48,0.438,4,3836,15818,0.786583113,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15033,PTMSIGDB_KINASE-PSP_PDK1/PDPK1,PTMSIGDB_KINASE-PSP_PDK1/PDPK1,11,33,0.333,2,3836,15818,0.787064738,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15179,PTMSIGDB_KINASE-iKiP_DCLK1,PTMSIGDB_KINASE-iKiP_DCLK1,11,26,0.423,2,3836,15818,0.787064738,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15244,PTMSIGDB_KINASE-iKiP_LCK,PTMSIGDB_KINASE-iKiP_LCK,11,101,0.109,2,3836,15818,0.787064738,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15313,PTMSIGDB_KINASE-iKiP_NTRK3,PTMSIGDB_KINASE-iKiP_NTRK3,11,166,0.066,2,3836,15818,0.787064738,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15321,PTMSIGDB_KINASE-iKiP_PAK5,PTMSIGDB_KINASE-iKiP_PAK5,11,35,0.314,2,3836,15818,0.787064738,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15364,PTMSIGDB_KINASE-iKiP_ROCK1,PTMSIGDB_KINASE-iKiP_ROCK1,11,39,0.282,2,3836,15818,0.787064738,0.922044439
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14816,PTMSIGDB_DISEASE-PSP_endometrial_cancer,PTMSIGDB_DISEASE-PSP_endometrial_cancer,6,20,0.3,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14919,PTMSIGDB_KINASE-PSP_DNAPK/PRKDC,PTMSIGDB_KINASE-PSP_DNAPK/PRKDC,6,138,0.043,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14922,PTMSIGDB_KINASE-PSP_DYRK2,PTMSIGDB_KINASE-PSP_DYRK2,6,46,0.13,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15130,PTMSIGDB_KINASE-iKiP_BRSK1,PTMSIGDB_KINASE-iKiP_BRSK1,6,18,0.333,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15188,PTMSIGDB_KINASE-iKiP_EGFR,PTMSIGDB_KINASE-iKiP_EGFR,6,91,0.066,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15421,PTMSIGDB_KINASE-iKiP_WNK3,PTMSIGDB_KINASE-iKiP_WNK3,6,36,0.167,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15651,PTMSIGDB_PERT-PSP_FGF1,PTMSIGDB_PERT-PSP_FGF1,6,10,0.6,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15671,PTMSIGDB_PERT-PSP_IFN_GAMMA,PTMSIGDB_PERT-PSP_IFN_GAMMA,6,9,0.667,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15682,PTMSIGDB_PERT-PSP_LAPATINIB,PTMSIGDB_PERT-PSP_LAPATINIB,6,9,0.667,1,3836,15818,0.81114235,0.930033191
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15114,PTMSIGDB_KINASE-iKiP_ACVR1.ALK2,PTMSIGDB_KINASE-iKiP_ACVR1.ALK2,46,157,0.293,9,3836,15818,0.818650004,0.932128852
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15164,PTMSIGDB_KINASE-iKiP_CHUK.IKKA,PTMSIGDB_KINASE-iKiP_CHUK.IKKA,17,82,0.207,3,3836,15818,0.818735858,0.932128852
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15267,PTMSIGDB_KINASE-iKiP_MAP4K4.HGK,PTMSIGDB_KINASE-iKiP_MAP4K4.HGK,17,154,0.11,3,3836,15818,0.818735858,0.932128852
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15115,PTMSIGDB_KINASE-iKiP_ACVR2A,PTMSIGDB_KINASE-iKiP_ACVR2A,12,45,0.267,2,3836,15818,0.82730789,0.937486744
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15343,PTMSIGDB_KINASE-iKiP_PRKCA,PTMSIGDB_KINASE-iKiP_PRKCA,12,74,0.162,2,3836,15818,0.82730789,0.937486744
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15378,PTMSIGDB_KINASE-iKiP_SIK1,PTMSIGDB_KINASE-iKiP_SIK1,61,185,0.33,12,3836,15818,0.837841106,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15371,PTMSIGDB_KINASE-iKiP_RPS6KA5.MSK1,PTMSIGDB_KINASE-iKiP_RPS6KA5.MSK1,89,198,0.449,18,3836,15818,0.844687038,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15328,PTMSIGDB_KINASE-iKiP_PHKG2,PTMSIGDB_KINASE-iKiP_PHKG2,18,71,0.254,3,3836,15818,0.848827188,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15515,PTMSIGDB_PERT-P100-DIA2_EVEROLIMUS,PTMSIGDB_PERT-P100-DIA2_EVEROLIMUS,38,106,0.358,7,3836,15818,0.849080012,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15067,PTMSIGDB_KINASE-PSP_RAF1,PTMSIGDB_KINASE-PSP_RAF1,7,13,0.538,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15084,PTMSIGDB_KINASE-PSP_TAK1/MAP3K7,PTMSIGDB_KINASE-PSP_TAK1/MAP3K7,7,38,0.184,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15206,PTMSIGDB_KINASE-iKiP_FER,PTMSIGDB_KINASE-iKiP_FER,7,133,0.053,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15239,PTMSIGDB_KINASE-iKiP_JAK3,PTMSIGDB_KINASE-iKiP_JAK3,7,106,0.066,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15246,PTMSIGDB_KINASE-iKiP_LRRK2,PTMSIGDB_KINASE-iKiP_LRRK2,7,14,0.5,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15255,PTMSIGDB_KINASE-iKiP_MAP2K6,PTMSIGDB_KINASE-iKiP_MAP2K6,7,16,0.438,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15263,PTMSIGDB_KINASE-iKiP_MAP3K7,PTMSIGDB_KINASE-iKiP_MAP3K7,7,51,0.137,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15422,PTMSIGDB_KINASE-iKiP_YES1,PTMSIGDB_KINASE-iKiP_YES1,7,90,0.078,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-PRM,15601,PTMSIGDB_PERT-P100-PRM_DACTOLISIB,PTMSIGDB_PERT-P100-PRM_DACTOLISIB,7,10,0.7,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15727,PTMSIGDB_PERT-PSP_WORTMANNIN,PTMSIGDB_PERT-PSP_WORTMANNIN,7,12,0.583,1,3836,15818,0.856959321,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14784,PTMSIGDB_DISEASE-PSP_HNSCC,PTMSIGDB_DISEASE-PSP_HNSCC,13,44,0.295,2,3836,15818,0.860560464,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15073,PTMSIGDB_KINASE-PSP_RSK2/RPS6KA3,PTMSIGDB_KINASE-PSP_RSK2/RPS6KA3,13,54,0.241,2,3836,15818,0.860560464,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15251,PTMSIGDB_KINASE-iKiP_MAP2K2,PTMSIGDB_KINASE-iKiP_MAP2K2,13,24,0.542,2,3836,15818,0.860560464,0.937914214
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15124,PTMSIGDB_KINASE-iKiP_AURKC,PTMSIGDB_KINASE-iKiP_AURKC,34,161,0.211,6,3836,15818,0.866485314,0.942254209
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15172,PTMSIGDB_KINASE-iKiP_CSNK1E.CK1E,PTMSIGDB_KINASE-iKiP_CSNK1E.CK1E,19,114,0.167,3,3836,15818,0.874467429,0.948806942
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15174,PTMSIGDB_KINASE-iKiP_CSNK1G2,PTMSIGDB_KINASE-iKiP_CSNK1G2,30,155,0.194,5,3836,15818,0.885620372,0.958763126
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15178,PTMSIGDB_KINASE-iKiP_DAPK1,PTMSIGDB_KINASE-iKiP_DAPK1,14,47,0.298,2,3836,15818,0.887845424,0.959031248
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15245,PTMSIGDB_KINASE-iKiP_LIMK1,PTMSIGDB_KINASE-iKiP_LIMK1,8,43,0.186,1,3836,15818,0.891663264,0.961014851
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15357,PTMSIGDB_KINASE-iKiP_PRKG1,PTMSIGDB_KINASE-iKiP_PRKG1,36,86,0.419,6,3836,15818,0.900343326,0.968218433
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15303,PTMSIGDB_KINASE-iKiP_NEK2,PTMSIGDB_KINASE-iKiP_NEK2,26,199,0.131,4,3836,15818,0.906673629,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15307,PTMSIGDB_KINASE-iKiP_NEK9,PTMSIGDB_KINASE-iKiP_NEK9,26,183,0.142,4,3836,15818,0.906673629,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15071,PTMSIGDB_KINASE-PSP_ROCK1,PTMSIGDB_KINASE-PSP_ROCK1,15,67,0.224,2,3836,15818,0.910100809,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15650,PTMSIGDB_PERT-PSP_EXERCISE,PTMSIGDB_PERT-PSP_EXERCISE,15,21,0.714,2,3836,15818,0.910100809,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15249,PTMSIGDB_KINASE-iKiP_LYNB.LYN,PTMSIGDB_KINASE-iKiP_LYNB.LYN,9,133,0.068,1,3836,15818,0.917949141,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15257,PTMSIGDB_KINASE-iKiP_MAP3K1,PTMSIGDB_KINASE-iKiP_MAP3K1,9,82,0.11,1,3836,15818,0.917949141,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15336,PTMSIGDB_KINASE-iKiP_PKN2,PTMSIGDB_KINASE-iKiP_PKN2,9,23,0.391,1,3836,15818,0.917949141,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15395,PTMSIGDB_KINASE-iKiP_STK4,PTMSIGDB_KINASE-iKiP_STK4,9,138,0.065,1,3836,15818,0.917949141,0.969946261
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15339,PTMSIGDB_KINASE-iKiP_PLK3,PTMSIGDB_KINASE-iKiP_PLK3,48,233,0.206,8,3836,15818,0.923907247,0.972896276
