"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
"13","1038626.0484848598","regulates","RE","NFIB (regulates) IZUMO4","",,,"O00712_S265s","false","regulates","NFIB (regulates) IZUMO4","S265s","SCION","","","ENSG00000099840.14","","muscle","0.184699648442071"
,"13330.138095238042","binds","","JUN (binds) ANKRD1","chr10","90916126","90915257","","false","binds","JUN (binds) ANKRD1","","MAGICAL","-","ENSG00000148677.7","","ENSG00000177606.8","",
,"7383.077505827792","binds","","JUN (binds) CCN1","chr1","85522029","85521046","","false","binds","JUN (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000177606.8","",
,"348111.0203701383","binds","","JUN (binds) NR4A1","chr12","52089325","52088024","","false","binds","JUN (binds) NR4A1","","MAGICAL","+","ENSG00000123358.20","","ENSG00000177606.8","",
"13","1004222.6210385408","regulates","RE","MEF2A (regulates) PHRF1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) PHRF1","S98sT108t","SCION","","","ENSG00000070047.13","","muscle","0.135031095811543"
"11","30881.62499999978","regulates","EE","DR1 (regulates) IL10RA","",,,"Q01658_S106s","false","regulates","DR1 (regulates) IL10RA","S106s","SCION","","","ENSG00000110324.11","","muscle","0.118820818661088"
"13","332344.30267380585","regulates","RE","MEF2A (regulates) LIMCH1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) LIMCH1","S98sT108t","SCION","","","ENSG00000064042.18","","muscle","0.122439492381644"
"13","91658.19126984593","regulates","RE","MEF2A (regulates) PIAS1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) PIAS1","S98sT108t","SCION","","","ENSG00000033800.14","","muscle","0.328173678808858"
"13","11888.20487189845","regulates","RE","MEF2A (regulates) ATP6V0A1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ATP6V0A1","S98sT108t","SCION","","","ENSG00000033627.17","","muscle","0.158659792219167"
"2","144359.3984126951","regulates","RE","NFIB (regulates) DPH1","",,,"O00712_S295s","false","regulates","NFIB (regulates) DPH1","S295s","SCION","","","ENSG00000108963.19","","muscle","0.113586198200109"
"13","8548.794444444984","regulates","RE","MEF2A (regulates) RANBP9","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) RANBP9","S98sT108t","SCION","","","ENSG00000010017.13","","muscle","0.121867751979794"
"13","502427.51168833673","regulates","RE","MEF2A (regulates) CREBBP","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) CREBBP","S98sT108t","SCION","","","ENSG00000005339.15","","muscle","0.336849065407646"
,"18487.432683982748","binds","","JDP2 (binds) CPEB4","chr5","173955581","173954255","","false","binds","JDP2 (binds) CPEB4","","MAGICAL","+","ENSG00000113742.14","","ENSG00000140044.13","",
"13","2.2461093707332766E8","regulates","EE","NFIB (regulates) MEF2A","",,,"O00712_S264s","false","regulates","NFIB (regulates) MEF2A","S264s","SCION","","","ENSG00000068305.18","","muscle","0.121122896634131"
,"37162.54221784188","binds","","NFIC (binds) NFIL3","chr9","91484228","91482721","","false","binds","NFIC (binds) NFIL3","","MAGICAL","-","ENSG00000165030.4","","ENSG00000141905.19","",
"1","10167.437007290006","regulates","EE","NFIC (regulates) DIAPH1","",,,"P08651_T274t","false","regulates","NFIC (regulates) DIAPH1","T274t","SCION","","","ENSG00000131504.18","","muscle","0.183825925407465"
,"4742.82026143774","binds","","NFIC (binds) LMCD1","chr3","8533463","8532263","","false","binds","NFIC (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000141905.19","",
,"11939.218831169444","binds","","JDP2 (binds) LMCD1","chr3","8576026","8574723","","false","binds","JDP2 (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000140044.13","",
"1","14390.120211162406","regulates","EE","NFIC (regulates) ARPP19","",,,"P08651_T274t","false","regulates","NFIC (regulates) ARPP19","T274t","SCION","","","ENSG00000128989.11","","muscle","0.125307386811665"
,"4858.762428127248","binds","","JUN (binds) NEAT1","chr11","65425514","65425219","","false","binds","JUN (binds) NEAT1","","MAGICAL","+","ENSG00000245532.10","","ENSG00000177606.8","",
"11","288998.3162698347","regulates","EE","DR1 (regulates) PXN","",,,"Q01658_S106s","false","regulates","DR1 (regulates) PXN","S106s","SCION","","","ENSG00000089159.17","","muscle","0.155960420527184"
,"7568.633838383886","binds","","JUN (binds) JOSD1","chr22","38616152","38614736","","false","binds","JUN (binds) JOSD1","","MAGICAL","-","ENSG00000100221.11","","ENSG00000177606.8","",
"11","192965.84395603958","regulates","EE","DR1 (regulates) CSNK2A2","",,,"Q01658_S106s","false","regulates","DR1 (regulates) CSNK2A2","S106s","SCION","","","ENSG00000070770.10","","muscle","0.112875358130282"
,"11453.909890108565","binds","","JUN (binds) LMOD2","chr7","123666937","123664933","","false","binds","JUN (binds) LMOD2","","MAGICAL","+","ENSG00000170807.12","","ENSG00000177606.8","",
,"24768.783333332365","binds","","NFIC (binds) HNRNPU","chr1","244846778","244846119","","false","binds","NFIC (binds) HNRNPU","","MAGICAL","-","ENSG00000153187.20","","ENSG00000141905.19","",
,"5315.692366947008","binds","","JUN (binds) RCAN1","chr21","34527271","34526553","","false","binds","JUN (binds) RCAN1","","MAGICAL","-","ENSG00000159200.18","","ENSG00000177606.8","",
,"5535.328663493355","binds","","JUN (binds) IRS2","chr13","109778591","109778123","","false","binds","JUN (binds) IRS2","","MAGICAL","-","ENSG00000185950.9","","ENSG00000177606.8","",
,"17496.823443222347","binds","","JDP2 (binds) IRS2","chr13","109778591","109778123","","false","binds","JDP2 (binds) IRS2","","MAGICAL","-","ENSG00000185950.9","","ENSG00000140044.13","",
,"4835519.862532737","binds","","JDP2 (binds) FOSL2","chr2","28410222","28409010","","false","binds","JDP2 (binds) FOSL2","","MAGICAL","+","ENSG00000075426.12","","ENSG00000140044.13","",
"4","6489.346153846281","regulates","RE","NFIC (regulates) ABRA","",,,"P08651_S273s","false","regulates","NFIC (regulates) ABRA","S273s","SCION","","","ENSG00000174429.4","","muscle","0.100397445565872"
,"54523.12618247631","binds","","JUN (binds) NFIL3","chr9","91490244","91488856","","false","binds","JUN (binds) NFIL3","","MAGICAL","-","ENSG00000165030.4","","ENSG00000177606.8","",
,"9562.067032967261","binds","","NFIC (binds) LMOD2","chr7","123666937","123664933","","false","binds","NFIC (binds) LMOD2","","MAGICAL","+","ENSG00000170807.12","","ENSG00000141905.19","",
,"5796.91666666645","binds","","NFIC (binds) PDK4","chr7","95629426","95628141","","false","binds","NFIC (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000141905.19","",
,"102101.89987626983","binds","","MEF2A (binds) USP28","chr11","113856143","113855410","","false","binds","MEF2A (binds) USP28","","MAGICAL","-","ENSG00000048028.11","","ENSG00000068305.18","",
,"480807.9935064732","binds","","MEF2A (binds) SLC25A4","chr4","185242988","185242234","","false","binds","MEF2A (binds) SLC25A4","","MAGICAL","+","ENSG00000151729.11","","ENSG00000068305.18","",
,"6638.682012986821","binds","","MYC (binds) NEAT1","chr11","65427737","65426592","","false","binds","MYC (binds) NEAT1","","MAGICAL","+","ENSG00000245532.10","","ENSG00000136997.21","",
"4","6731.549999999765","regulates","RE","NFIC (regulates) OTUD1","",,,"P08651_S273s","false","regulates","NFIC (regulates) OTUD1","S273s","SCION","","","ENSG00000165312.7","","muscle","0.10558128839903"
,"6489.346153846281","binds","","NFIC (binds) ABRA","chr8","106832264","106831367","","false","binds","NFIC (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000141905.19","",
,"6490.246969696912","binds","","NFIC (binds) PIM1","chr6","37240788","37239894","","false","binds","NFIC (binds) PIM1","","MAGICAL","+","ENSG00000137193.14","","ENSG00000141905.19","",
"11","336512.4090999941","regulates","RE","MEF2A (regulates) ZBTB6","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) ZBTB6","S98s","SCION","","","ENSG00000186130.5","","muscle","0.181274012630923"
"11","22379.4557387052","regulates","RE","MEF2A (regulates) SEMA4B","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) SEMA4B","S98s","SCION","","","ENSG00000185033.15","","muscle","0.166262669770426"
,"4314.709357309336","binds","","JUN (binds) ABRA","chr8","106783505","106783054","","false","binds","JUN (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000177606.8","",
"11","418913.91224053805","regulates","RE","MEF2A (regulates) ZBTB40","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) ZBTB40","S98s","SCION","","","ENSG00000184677.18","","muscle","0.105672643630023"
,"7860.204761904538","binds","","JUN (binds) OTUD1","chr10","23370640","23369848","","false","binds","JUN (binds) OTUD1","","MAGICAL","+","ENSG00000165312.7","","ENSG00000177606.8","",
,"7291.252380952588","binds","","JUN (binds) PDK4","chr7","95689521","95688746","","false","binds","JUN (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000177606.8","",
,"334922.79756411235","binds","","MEF2A (binds) EEA1","chr12","92861116","92859460","","false","binds","MEF2A (binds) EEA1","","MAGICAL","-","ENSG00000102189.17","","ENSG00000068305.18","",
,"24336.229650577807","binds","","JUN (binds) NR4A2","chr2","156333341","156331888","","false","binds","JUN (binds) NR4A2","","MAGICAL","-","ENSG00000153234.15","","ENSG00000177606.8","",
,"28386.71462426309","binds","","MEF2A (binds) PDCD7","chr15","65163768","65163034","","false","binds","MEF2A (binds) PDCD7","","MAGICAL","-","ENSG00000090470.15","","ENSG00000068305.18","",
,"5345.0","binds","","MEF2A (binds) OST4","chr2","27011203","27010644","","false","binds","MEF2A (binds) OST4","","MAGICAL","-","ENSG00000228474.6","","ENSG00000068305.18","",
,"6477.3620129862165","binds","","MYC (binds) ABRA","chr8","106763882","106762527","","false","binds","MYC (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000136997.21","",
"11","23452.118073593898","regulates","RE","MEF2A (regulates) ERCC6L2","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) ERCC6L2","S98s","SCION","","","ENSG00000182150.19","","muscle","0.16599549891704"
,"9716678.465368435","binds","","MYC (binds) FOSL2","chr2","28410871","28410247","","false","binds","MYC (binds) FOSL2","","MAGICAL","+","ENSG00000075426.12","","ENSG00000136997.21","",
"11","1071190.7023808134","regulates","EE","NFIB (regulates) ARL5A","",,,"O00712_S328s","false","regulates","NFIB (regulates) ARL5A","S328s","SCION","","","ENSG00000162980.17","","muscle","0.146724173922611"
"11","5345.0","regulates","RE","MEF2A (regulates) LSMEM1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) LSMEM1","S98s","SCION","","","ENSG00000181016.9","","muscle","0.153282881812248"
,"6970.1190476192905","binds","","NFIC (binds) LSMEM1","chr7","112423574","112422704","","false","binds","NFIC (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000141905.19","",
,"6169.030769230911","binds","","MEF2A (binds) SLK","chr10","104029844","104029283","","false","binds","MEF2A (binds) SLK","","MAGICAL","+","ENSG00000065613.15","","ENSG00000068305.18","",
"11","433347.84725994733","regulates","RE","MEF2A (regulates) SNX18","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) SNX18","S98s","SCION","","","ENSG00000178996.14","","muscle","0.135152595447907"
"11","395835.24711399525","regulates","RE","MEF2A (regulates) LINC00476","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) LINC00476","S98s","SCION","","","ENSG00000175611.13","","muscle","0.100956727937509"
,"6806.646531101163","binds","","MEF2A (binds) DIAPH1","chr5","141617484","141617284","","false","binds","MEF2A (binds) DIAPH1","","MAGICAL","-","ENSG00000131504.18","","ENSG00000068305.18","",
"11","773100.3475107938","regulates","RE","MEF2A (regulates) PDIK1L","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) PDIK1L","S98s","SCION","","","ENSG00000175087.10","","muscle","0.227152431025509"
,"17746.89047619058","binds","","MEF2A (binds) C11orf24","chr11","68321734","68321348","","false","binds","MEF2A (binds) C11orf24","","MAGICAL","-","ENSG00000171067.11","","ENSG00000068305.18","",
,"13045.063888887886","binds","","JUN (binds) LSMEM1","chr7","112423574","112422704","","false","binds","JUN (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000177606.8","",
"11","797085.4672799078","regulates","EE","NFIB (regulates) PAM","",,,"O00712_S328s","false","regulates","NFIB (regulates) PAM","S328s","SCION","","","ENSG00000145730.21","","muscle","0.143616647882506"
"4","6422.202597402283","regulates","RE","NFIC (regulates) CCN1","",,,"P08651_S273s","false","regulates","NFIC (regulates) CCN1","S273s","SCION","","","ENSG00000142871.18","","muscle","0.114282054579677"
,"11491.02012987017","binds","","JUN (binds) ETS2","chr21","38821561","38820532","","false","binds","JUN (binds) ETS2","","MAGICAL","+","ENSG00000157557.13","","ENSG00000177606.8","",
,"4321.1477272725315","binds","","MYC (binds) IRS2","chr13","109757126","109756551","","false","binds","MYC (binds) IRS2","","MAGICAL","-","ENSG00000185950.9","","ENSG00000136997.21","",
,"6395.285714285503","binds","","MEF2A (binds) POFUT1","chr20","32286406","32285176","","false","binds","MEF2A (binds) POFUT1","","MAGICAL","+","ENSG00000101346.14","","ENSG00000068305.18","",
,"7074.820346320061","binds","","MEF2A (binds) LRRFIP2","chr3","37198849","37196857","","false","binds","MEF2A (binds) LRRFIP2","","MAGICAL","-","ENSG00000093167.18","","ENSG00000068305.18","",
,"8536.948484848745","binds","","MEF2A (binds) WDR26","chr1","224448998","224448502","","false","binds","MEF2A (binds) WDR26","","MAGICAL","-","ENSG00000162923.17","","ENSG00000068305.18","",
"11","22420.17261904604","regulates","RE","MEF2A (regulates) STX18","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) STX18","S98s","SCION","","","ENSG00000168818.10","","muscle","0.173349253407611"
"11","1024941.3333332653","regulates","EE","NFIB (regulates) SYNE1","",,,"O00712_S328s","false","regulates","NFIB (regulates) SYNE1","S328s","SCION","","","ENSG00000131018.25","","muscle","0.235192055117434"
,"1651472.7108614221","regulates","EE","NFIC (regulates) HES1","",,,"P08651_S343s","false","regulates","NFIC (regulates) HES1","S343s","SCION","","","ENSG00000114315.4","","muscle","0.111501080030551"
,"5815.890909091075","binds","","MEF2A (binds) ABHD4","chr14","22614887","22613417","","false","binds","MEF2A (binds) ABHD4","","MAGICAL","+","ENSG00000100439.11","","ENSG00000068305.18","",
"4","6490.246969696912","regulates","RE","NFIC (regulates) PIM1","",,,"P08651_S273s","false","regulates","NFIC (regulates) PIM1","S273s","SCION","","","ENSG00000137193.14","","muscle","0.157315134004421"
"1","3.800908261571165E7","regulates","RE","NFIB (regulates) GATAD2B","",,,"O00712_S194s","false","regulates","NFIB (regulates) GATAD2B","S194s","SCION","","","ENSG00000143614.10","","muscle","0.102545968914525"
"11","310048.30806021584","regulates","RE","MEF2A (regulates) SP2","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) SP2","S98s","SCION","","","ENSG00000167182.16","","muscle","0.103713024297829"
"11","1105250.1888136521","regulates","EE","NFIB (regulates) SET","",,,"O00712_S328s","false","regulates","NFIB (regulates) SET","S328s","SCION","","","ENSG00000119335.18","","muscle","0.134044751088085"
"11","1011755.719047664","regulates","EE","NFIB (regulates) CCNI","",,,"O00712_S328s","false","regulates","NFIB (regulates) CCNI","S328s","SCION","","","ENSG00000118816.11","","muscle","0.100208949477879"
,"7636.086877829048","binds","","MEF2A (binds) ARPP19","chr15","52557580","52557295","","false","binds","MEF2A (binds) ARPP19","","MAGICAL","-","ENSG00000128989.11","","ENSG00000068305.18","",
,"5626057.169901001","binds","","MYC (binds) NR4A1","chr12","52059036","52058410","","false","binds","MYC (binds) NR4A1","","MAGICAL","+","ENSG00000123358.20","","ENSG00000136997.21","",
,"5729.7797619046905","binds","","MEF2A (binds) SRSF3","chr6","36682661","36682286","","false","binds","MEF2A (binds) SRSF3","","MAGICAL","+","ENSG00000112081.17","","ENSG00000068305.18","",
"11","16203.082359307464","regulates","RE","MEF2A (regulates) DEPP1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) DEPP1","S98s","SCION","","","ENSG00000165507.9","","muscle","0.304792805910024"
,"146000.34431956997","binds","","MEF2A (binds) FKBP15","chr9","113272417","113272215","","false","binds","MEF2A (binds) FKBP15","","MAGICAL","-","ENSG00000119321.10","","ENSG00000068305.18","",
,"6641.699999999618","binds","","MEF2A (binds) SH3BGR","chr21","39504657","39504195","","false","binds","MEF2A (binds) SH3BGR","","MAGICAL","+","ENSG00000185437.15","","ENSG00000068305.18","",
"2","247204.58905816724","regulates","RE","DR1 (regulates) ETV6","",,,"Q01658_S106s","false","regulates","DR1 (regulates) ETV6","S106s","SCION","","","ENSG00000139083.11","","muscle","0.173613443526079"
,"975278.8813532665","binds","","JUN (binds) FOSL2","chr2","28410222","28409010","","false","binds","JUN (binds) FOSL2","","MAGICAL","+","ENSG00000075426.12","","ENSG00000177606.8","",
,"11070.791666666915","binds","","MEF2A (binds) ZNF622","chr5","16467747","16467368","","false","binds","MEF2A (binds) ZNF622","","MAGICAL","-","ENSG00000173545.5","","ENSG00000068305.18","",
"11","754481.4686723717","regulates","RE","MEF2A (regulates) CITED2","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) CITED2","S98s","SCION","","","ENSG00000164442.10","","muscle","0.186630787989401"
"10","5180.329365079262","regulates","EE","NFIC (regulates) OST4","",,,"P08651_S339s","false","regulates","NFIC (regulates) OST4","S339s","SCION","","","ENSG00000228474.6","","muscle","0.333106005022621"
"11","240258.16248750803","regulates","EE","NFIB (regulates) OSBPL8","",,,"O00712_S328s","false","regulates","NFIB (regulates) OSBPL8","S328s","SCION","","","ENSG00000091039.17","","muscle","0.190573033799029"
,"5345.0","binds","","MEF2A (binds) TBC1D22B","chr6","37240788","37239894","","false","binds","MEF2A (binds) TBC1D22B","","MAGICAL","+","ENSG00000065491.8","","ENSG00000068305.18","",
,"24572.833402341254","binds","","MEF2A (binds) POLR2M","chr15","57626347","57625054","","false","binds","MEF2A (binds) POLR2M","","MAGICAL","+","ENSG00000255529.9","","ENSG00000068305.18","",
"11","353324.9515755523","regulates","RE","MEF2A (regulates) THEM4","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) THEM4","S98s","SCION","","","ENSG00000159445.13","","muscle","0.186240221894547"
"11","810591.3665584369","regulates","RE","MEF2A (regulates) KAT6B","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) KAT6B","S98s","SCION","","","ENSG00000156650.14","","muscle","0.179603350648511"
"13","69028.43718676134","regulates","RE","NFIC (regulates) CEBPD","",,,"P08651_S333s","false","regulates","NFIC (regulates) CEBPD","S333s","SCION","","","ENSG00000221869.5","","muscle","0.102626449246157"
,"12038.600000000668","binds","","MEF2A (binds) PLCL2","chr3","16809350","16808399","","false","binds","MEF2A (binds) PLCL2","","MAGICAL","+","ENSG00000154822.18","","ENSG00000068305.18","",
"13","572212.991847009","regulates","RE","NFIC (regulates) SCAF8","",,,"P08651_S333s","false","regulates","NFIC (regulates) SCAF8","S333s","SCION","","","ENSG00000213079.10","","muscle","0.334245656197309"
,"6013.363636363271","binds","","MEF2A (binds) PIM1","chr6","37240788","37239894","","false","binds","MEF2A (binds) PIM1","","MAGICAL","+","ENSG00000137193.14","","ENSG00000068305.18","",
"11","1099272.1888136503","regulates","EE","NFIB (regulates) ATP6V0A1","",,,"O00712_S328s","false","regulates","NFIB (regulates) ATP6V0A1","S328s","SCION","","","ENSG00000033627.17","","muscle","0.125972622059529"
,"7009.08091908036","binds","","MEF2A (binds) OSBPL8","chr12","76589509","76588761","","false","binds","MEF2A (binds) OSBPL8","","MAGICAL","-","ENSG00000091039.17","","ENSG00000068305.18","",
,"7789.153475936477","binds","","MEF2A (binds) CHMP4B","chr20","33804602","33803822","","false","binds","MEF2A (binds) CHMP4B","","MAGICAL","+","ENSG00000101421.4","","ENSG00000068305.18","",
"11","549946.205026387","regulates","EE","MEF2A (regulates) JDP2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) JDP2","S98sT108t","SCION","","","ENSG00000140044.13","","muscle","0.242724335059484"
"11","70711.74372081993","regulates","RE","MEF2A (regulates) SEMA7A","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) SEMA7A","S98s","SCION","","","ENSG00000138623.10","","muscle","0.290576478670947"
"11","249142.7638888871","regulates","RE","MEF2A (regulates) VPS45","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) VPS45","S98s","SCION","","","ENSG00000136631.15","","muscle","0.230337362592101"
,"6419.3822021113665","binds","","MEF2A (binds) GNA13","chr17","64989616","64989145","","false","binds","MEF2A (binds) GNA13","","MAGICAL","-","ENSG00000120063.10","","ENSG00000068305.18","",
,"5654.937500000538","binds","","MEF2A (binds) TFAM","chr10","58295690","58294671","","false","binds","MEF2A (binds) TFAM","","MAGICAL","+","ENSG00000108064.11","","ENSG00000068305.18","",
"11","370613.60319264414","regulates","EE","MEF2A (regulates) DNAJB1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) DNAJB1","S98s","SCION","","","ENSG00000132002.9","","muscle","0.108595942905521"
"11","429822.4018231825","regulates","RE","MEF2A (regulates) KCNJ2","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) KCNJ2","S98s","SCION","","","ENSG00000123700.5","","muscle","0.115187415137832"
,"1693748.0714284934","binds","","IRF2 (binds) EEA1","chr12","92861116","92859460","","false","binds","IRF2 (binds) EEA1","","MAGICAL","-","ENSG00000102189.17","","ENSG00000168310.11","",
,"6458.658119658058","binds","","MEF2A (binds) LIMS1","chr2","108595498","108594169","","false","binds","MEF2A (binds) LIMS1","","MAGICAL","+","ENSG00000169756.16","","ENSG00000068305.18","",
,"8516.793233809245","binds","","MEF2A (binds) BAG3","chr10","119678795","119678388","","false","binds","MEF2A (binds) BAG3","","MAGICAL","+","ENSG00000151929.10","","ENSG00000068305.18","",
"11","104899.00714285651","regulates","RE","MEF2A (regulates) PROSER1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) PROSER1","S98s","SCION","","","ENSG00000120685.20","","muscle","0.139859746440822"
,"7987.794480518714","binds","","MEF2A (binds) EIF4E","chr4","98932872","98932602","","false","binds","MEF2A (binds) EIF4E","","MAGICAL","-","ENSG00000151247.13","","ENSG00000068305.18","",
"11","105359.15714285485","regulates","RE","MEF2A (regulates) ATAD2B","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) ATAD2B","S98s","SCION","","","ENSG00000119778.15","","muscle","0.444015059523821"
,"6108.771428571862","binds","","MEF2A (binds) NEDD4","chr15","55909965","55909123","","false","binds","MEF2A (binds) NEDD4","","MAGICAL","-","ENSG00000069869.17","","ENSG00000068305.18","",
"11","108893.57886002833","regulates","RE","MEF2A (regulates) ARID1A","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) ARID1A","S98s","SCION","","","ENSG00000117713.21","","muscle","0.246013763119048"
"8","25004.13492063335","regulates","EE","NFIB (regulates) LSMEM1","",,,"O00712_S295s","false","regulates","NFIB (regulates) LSMEM1","S295s","SCION","","","ENSG00000181016.9","","muscle","0.131784390973357"
"10","564294.1883116775","regulates","EE","NFIC (regulates) CAMTA1","",,,"P08651_S339s","false","regulates","NFIC (regulates) CAMTA1","S339s","SCION","","","ENSG00000171735.19","","muscle","0.12183981640504"
"11","115212.14252296476","regulates","RE","MEF2A (regulates) HARS2","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) HARS2","S98s","SCION","","","ENSG00000112855.17","","muscle","0.154208618699156"
,"23896.0","binds","","IRF2 (binds) TBC1D22B","chr6","37161482","37160832","","false","binds","IRF2 (binds) TBC1D22B","","MAGICAL","+","ENSG00000065491.8","","ENSG00000168310.11","",
"11","24647.551270950604","regulates","RE","MEF2A (regulates) IL10RA","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) IL10RA","S98s","SCION","","","ENSG00000110324.11","","muscle","0.12224658234715"
"5","3208288.0881472616","regulates","RE","NFIB (regulates) JUN","",,,"O00712_S264s","false","regulates","NFIB (regulates) JUN","S264s","SCION","","","ENSG00000177606.8","","muscle","0.106409704004362"
,"5934.59292929292","binds","","MEF2A (binds) HOMER1","chr5","79490266","79489860","","false","binds","MEF2A (binds) HOMER1","","MAGICAL","-","ENSG00000152413.15","","ENSG00000068305.18","",
,"5689.736842105295","binds","","MEF2A (binds) ACSL1","chr4","184794052","184792423","","false","binds","MEF2A (binds) ACSL1","","MAGICAL","-","ENSG00000151726.15","","ENSG00000068305.18","",
,"5345.0","binds","","MEF2A (binds) TMEM214","chr2","27011203","27010644","","false","binds","MEF2A (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000068305.18","",
,"15115.333333334866","binds","","IRF2 (binds) JOSD1","chr22","38607016","38605935","","false","binds","IRF2 (binds) JOSD1","","MAGICAL","-","ENSG00000100221.11","","ENSG00000168310.11","",
"13","359755.8613614983","regulates","RE","NFIC (regulates) ASXL1","",,,"P08651_S333s","false","regulates","NFIC (regulates) ASXL1","S333s","SCION","","","ENSG00000171456.21","","muscle","0.235456473821708"
"5","779343.9828643645","regulates","RE","NFIB (regulates) JMJD1C","",,,"O00712_S264s","false","regulates","NFIB (regulates) JMJD1C","S264s","SCION","","","ENSG00000171988.20","","muscle","0.230836336146985"
,"5725.571428571418","binds","","MEF2A (binds) SIK2","chr11","111550538","111549092","","false","binds","MEF2A (binds) SIK2","","MAGICAL","+","ENSG00000170145.5","","ENSG00000068305.18","",
"5","1064973.937301618","regulates","RE","NFIB (regulates) PKIA","",,,"O00712_S264s","false","regulates","NFIB (regulates) PKIA","S264s","SCION","","","ENSG00000171033.13","","muscle","0.257748288036749"
,"11277.3039915959","binds","","MEF2A (binds) FABP3","chr1","31364764","31363445","","false","binds","MEF2A (binds) FABP3","","MAGICAL","-","ENSG00000121769.8","","ENSG00000068305.18","",
"11","761115.5377833269","regulates","RE","MEF2A (regulates) TNRC6C","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) TNRC6C","S98s","SCION","","","ENSG00000078687.17","","muscle","0.142553277745063"
