protein_id	gene_symbol	go_id	location	score
hsa-miR-4787-3p	hsa-miR-4787-3p	GO:0070062	Extracellular exosome	1.252
hsa-miR-4787-3p	hsa-miR-4787-3p	GO:1903561	Extracellular vesicle	1.151
hsa-miR-4787-3p	hsa-miR-4787-3p	GO:0005576	Extracellular region	0.927
hsa-miR-4787-3p	hsa-miR-4787-3p	GO:0005615	Extracellular space	0.927
hsa-miR-4787-5p	hsa-miR-4787-5p	GO:1903561	Extracellular vesicle	1.213
hsa-miR-4787-5p	hsa-miR-4787-5p	GO:0070062	Extracellular exosome	1.198
hsa-miR-4787-5p	hsa-miR-4787-5p	GO:0005576	Extracellular region	1.008
hsa-miR-4787-5p	hsa-miR-4787-5p	GO:0005615	Extracellular space	0.898
hsa-miR-4789-3p	hsa-miR-4789-3p	GO:1903561	Extracellular vesicle	0.527
hsa-miR-4791	hsa-miR-4791	GO:0070062	Extracellular exosome	0.529
hsa-miR-4792	hsa-miR-4792	GO:1903561	Extracellular vesicle	1.780
hsa-miR-4792	hsa-miR-4792	GO:0070062	Extracellular exosome	1.761
hsa-miR-4792	hsa-miR-4792	GO:0005576	Extracellular region	1.473
hsa-miR-4792	hsa-miR-4792	GO:0005615	Extracellular space	1.442
hsa-miR-4793-3p	hsa-miR-4793-3p	GO:1903561	Extracellular vesicle	1.171
hsa-miR-4793-3p	hsa-miR-4793-3p	GO:0070062	Extracellular exosome	1.140
hsa-miR-4793-3p	hsa-miR-4793-3p	GO:0005576	Extracellular region	0.919
hsa-miR-4793-3p	hsa-miR-4793-3p	GO:0005615	Extracellular space	0.911
hsa-miR-4793-5p	hsa-miR-4793-5p	GO:0070062	Extracellular exosome	0.993
hsa-miR-4793-5p	hsa-miR-4793-5p	GO:1903561	Extracellular vesicle	0.941
hsa-miR-4793-5p	hsa-miR-4793-5p	GO:0005576	Extracellular region	0.786
hsa-miR-4793-5p	hsa-miR-4793-5p	GO:0005615	Extracellular space	0.726
hsa-miR-4795-5p	hsa-miR-4795-5p	GO:0070062	Extracellular exosome	0.530
hsa-miR-4796-5p	hsa-miR-4796-5p	GO:0070062	Extracellular exosome	0.693
hsa-miR-4796-5p	hsa-miR-4796-5p	GO:1903561	Extracellular vesicle	0.592
hsa-miR-4798-3p	hsa-miR-4798-3p	GO:1903561	Extracellular vesicle	0.729
hsa-miR-4798-3p	hsa-miR-4798-3p	GO:0070062	Extracellular exosome	0.694
hsa-miR-4799-5p	hsa-miR-4799-5p	GO:0070062	Extracellular exosome	0.627
hsa-miR-4799-5p	hsa-miR-4799-5p	GO:1903561	Extracellular vesicle	0.527
hsa-miR-4800-3p	hsa-miR-4800-3p	GO:0070062	Extracellular exosome	1.584
hsa-miR-4800-3p	hsa-miR-4800-3p	GO:1903561	Extracellular vesicle	1.563
hsa-miR-4800-3p	hsa-miR-4800-3p	GO:0005615	Extracellular space	1.223
hsa-miR-4800-3p	hsa-miR-4800-3p	GO:0005576	Extracellular region	1.207
hsa-miR-4800-5p	hsa-miR-4800-5p	GO:1903561	Extracellular vesicle	0.990
hsa-miR-4800-5p	hsa-miR-4800-5p	GO:0005576	Extracellular region	0.714
hsa-miR-4800-5p	hsa-miR-4800-5p	GO:0070062	Extracellular exosome	0.670
hsa-miR-4804-3p	hsa-miR-4804-3p	GO:0070062	Extracellular exosome	0.719
hsa-miR-4804-3p	hsa-miR-4804-3p	GO:1903561	Extracellular vesicle	0.619
hsa-miR-483-3p	hsa-miR-483-3p	GO:1903561	Extracellular vesicle	2.386
hsa-miR-483-3p	hsa-miR-483-3p	GO:0070062	Extracellular exosome	2.379
hsa-miR-483-3p	hsa-miR-483-3p	GO:0005576	Extracellular region	2.208
hsa-miR-483-3p	hsa-miR-483-3p	GO:0005615	Extracellular space	2.172
hsa-miR-483-5p	hsa-miR-483-5p	GO:1903561	Extracellular vesicle	2.548
hsa-miR-483-5p	hsa-miR-483-5p	GO:0070062	Extracellular exosome	2.534
hsa-miR-483-5p	hsa-miR-483-5p	GO:0005576	Extracellular region	2.289
hsa-miR-483-5p	hsa-miR-483-5p	GO:0005615	Extracellular space	2.266
hsa-miR-484	hsa-miR-484	GO:0070062	Extracellular exosome	2.405
hsa-miR-484	hsa-miR-484	GO:1903561	Extracellular vesicle	2.404
hsa-miR-484	hsa-miR-484	GO:0005576	Extracellular region	2.146
hsa-miR-484	hsa-miR-484	GO:0005615	Extracellular space	2.126
hsa-miR-485-3p	hsa-miR-485-3p	GO:0070062	Extracellular exosome	2.267
hsa-miR-485-3p	hsa-miR-485-3p	GO:1903561	Extracellular vesicle	2.214
hsa-miR-485-3p	hsa-miR-485-3p	GO:0005615	Extracellular space	1.988
hsa-miR-485-3p	hsa-miR-485-3p	GO:0005576	Extracellular region	1.958
hsa-miR-485-5p	hsa-miR-485-5p	GO:0070062	Extracellular exosome	2.140
hsa-miR-485-5p	hsa-miR-485-5p	GO:1903561	Extracellular vesicle	2.116
hsa-miR-485-5p	hsa-miR-485-5p	GO:0005576	Extracellular region	1.907
hsa-miR-485-5p	hsa-miR-485-5p	GO:0005615	Extracellular space	1.890
hsa-miR-486-3p	hsa-miR-486-3p	GO:1903561	Extracellular vesicle	2.291
hsa-miR-486-3p	hsa-miR-486-3p	GO:0070062	Extracellular exosome	2.282
hsa-miR-486-3p	hsa-miR-486-3p	GO:0005615	Extracellular space	2.032
hsa-miR-486-3p	hsa-miR-486-3p	GO:0005576	Extracellular region	2.029
hsa-miR-486-5p	hsa-miR-486-5p	GO:0070062	Extracellular exosome	3.037
hsa-miR-486-5p	hsa-miR-486-5p	GO:1903561	Extracellular vesicle	3.020
hsa-miR-486-5p	hsa-miR-486-5p	GO:0005615	Extracellular space	2.747
hsa-miR-486-5p	hsa-miR-486-5p	GO:0005576	Extracellular region	2.730
hsa-miR-487a-3p	hsa-miR-487a-3p	GO:0070062	Extracellular exosome	1.871
hsa-miR-487a-3p	hsa-miR-487a-3p	GO:1903561	Extracellular vesicle	1.869
hsa-miR-487a-3p	hsa-miR-487a-3p	GO:0005576	Extracellular region	1.636
hsa-miR-487a-3p	hsa-miR-487a-3p	GO:0005615	Extracellular space	1.598
hsa-miR-487a-5p	hsa-miR-487a-5p	GO:0070062	Extracellular exosome	0.955
hsa-miR-487a-5p	hsa-miR-487a-5p	GO:0005576	Extracellular region	0.909
hsa-miR-487a-5p	hsa-miR-487a-5p	GO:1903561	Extracellular vesicle	0.902
hsa-miR-487a-5p	hsa-miR-487a-5p	GO:0005615	Extracellular space	0.803
hsa-miR-487b-3p	hsa-miR-487b-3p	GO:1903561	Extracellular vesicle	1.905
hsa-miR-487b-3p	hsa-miR-487b-3p	GO:0070062	Extracellular exosome	1.869
hsa-miR-487b-3p	hsa-miR-487b-3p	GO:0005576	Extracellular region	1.754
hsa-miR-487b-3p	hsa-miR-487b-3p	GO:0005615	Extracellular space	1.679
hsa-miR-487b-5p	hsa-miR-487b-5p	GO:1903561	Extracellular vesicle	0.521
hsa-miR-487b-5p	hsa-miR-487b-5p	GO:0070062	Extracellular exosome	0.511
hsa-miR-488-3p	hsa-miR-488-3p	GO:0070062	Extracellular exosome	1.719
hsa-miR-488-3p	hsa-miR-488-3p	GO:1903561	Extracellular vesicle	1.704
hsa-miR-488-3p	hsa-miR-488-3p	GO:0005576	Extracellular region	1.427
hsa-miR-488-3p	hsa-miR-488-3p	GO:0005615	Extracellular space	1.384
hsa-miR-488-5p	hsa-miR-488-5p	GO:1903561	Extracellular vesicle	1.109
hsa-miR-488-5p	hsa-miR-488-5p	GO:0070062	Extracellular exosome	1.081
hsa-miR-488-5p	hsa-miR-488-5p	GO:0005576	Extracellular region	0.967
hsa-miR-488-5p	hsa-miR-488-5p	GO:0005615	Extracellular space	0.825
hsa-miR-489-3p	hsa-miR-489-3p	GO:0070062	Extracellular exosome	1.968
hsa-miR-489-3p	hsa-miR-489-3p	GO:1903561	Extracellular vesicle	1.912
hsa-miR-489-3p	hsa-miR-489-3p	GO:0005576	Extracellular region	1.800
hsa-miR-489-3p	hsa-miR-489-3p	GO:0005615	Extracellular space	1.771
hsa-miR-490-3p	hsa-miR-490-3p	GO:0070062	Extracellular exosome	2.047
hsa-miR-490-3p	hsa-miR-490-3p	GO:1903561	Extracellular vesicle	2.016
hsa-miR-490-3p	hsa-miR-490-3p	GO:0005576	Extracellular region	1.821
hsa-miR-490-3p	hsa-miR-490-3p	GO:0005615	Extracellular space	1.818
hsa-miR-490-5p	hsa-miR-490-5p	GO:0070062	Extracellular exosome	1.785
hsa-miR-490-5p	hsa-miR-490-5p	GO:1903561	Extracellular vesicle	1.708
hsa-miR-490-5p	hsa-miR-490-5p	GO:0005615	Extracellular space	1.514
hsa-miR-490-5p	hsa-miR-490-5p	GO:0005576	Extracellular region	1.485
hsa-miR-491-3p	hsa-miR-491-3p	GO:1903561	Extracellular vesicle	1.153
hsa-miR-491-3p	hsa-miR-491-3p	GO:0005576	Extracellular region	1.119
hsa-miR-491-3p	hsa-miR-491-3p	GO:0070062	Extracellular exosome	1.072
hsa-miR-491-3p	hsa-miR-491-3p	GO:0005615	Extracellular space	0.970
hsa-miR-491-5p	hsa-miR-491-5p	GO:1903561	Extracellular vesicle	2.049
hsa-miR-491-5p	hsa-miR-491-5p	GO:0070062	Extracellular exosome	2.026
hsa-miR-491-5p	hsa-miR-491-5p	GO:0005576	Extracellular region	1.938
hsa-miR-491-5p	hsa-miR-491-5p	GO:0005615	Extracellular space	1.887
hsa-miR-492	hsa-miR-492	GO:0070062	Extracellular exosome	1.703
hsa-miR-492	hsa-miR-492	GO:1903561	Extracellular vesicle	1.645
hsa-miR-492	hsa-miR-492	GO:0005615	Extracellular space	1.496
hsa-miR-492	hsa-miR-492	GO:0005576	Extracellular region	1.452
hsa-miR-493-3p	hsa-miR-493-3p	GO:0070062	Extracellular exosome	1.492
hsa-miR-493-3p	hsa-miR-493-3p	GO:1903561	Extracellular vesicle	1.463
hsa-miR-493-3p	hsa-miR-493-3p	GO:0005576	Extracellular region	1.296
hsa-miR-493-3p	hsa-miR-493-3p	GO:0005615	Extracellular space	1.242
hsa-miR-493-5p	hsa-miR-493-5p	GO:0070062	Extracellular exosome	1.839
hsa-miR-493-5p	hsa-miR-493-5p	GO:1903561	Extracellular vesicle	1.833
hsa-miR-493-5p	hsa-miR-493-5p	GO:0005576	Extracellular region	1.584
hsa-miR-493-5p	hsa-miR-493-5p	GO:0005615	Extracellular space	1.559
hsa-miR-494-3p	hsa-miR-494-3p	GO:0070062	Extracellular exosome	2.733
hsa-miR-494-3p	hsa-miR-494-3p	GO:1903561	Extracellular vesicle	2.712
hsa-miR-494-3p	hsa-miR-494-3p	GO:0005576	Extracellular region	2.466
hsa-miR-494-3p	hsa-miR-494-3p	GO:0005615	Extracellular space	2.457
hsa-miR-494-5p	hsa-miR-494-5p	GO:0070062	Extracellular exosome	1.193
hsa-miR-494-5p	hsa-miR-494-5p	GO:1903561	Extracellular vesicle	1.092
hsa-miR-494-5p	hsa-miR-494-5p	GO:0005615	Extracellular space	0.832
hsa-miR-494-5p	hsa-miR-494-5p	GO:0005576	Extracellular region	0.798
hsa-miR-495-3p	hsa-miR-495-3p	GO:0070062	Extracellular exosome	2.310
hsa-miR-495-3p	hsa-miR-495-3p	GO:1903561	Extracellular vesicle	2.300
hsa-miR-495-3p	hsa-miR-495-3p	GO:0005576	Extracellular region	2.142
hsa-miR-495-3p	hsa-miR-495-3p	GO:0005615	Extracellular space	2.116
hsa-miR-495-5p	hsa-miR-495-5p	GO:0070062	Extracellular exosome	1.129
hsa-miR-495-5p	hsa-miR-495-5p	GO:1903561	Extracellular vesicle	1.127
hsa-miR-495-5p	hsa-miR-495-5p	GO:0005615	Extracellular space	0.861
hsa-miR-495-5p	hsa-miR-495-5p	GO:0005576	Extracellular region	0.845
hsa-miR-496	hsa-miR-496	GO:0070062	Extracellular exosome	1.699
hsa-miR-496	hsa-miR-496	GO:1903561	Extracellular vesicle	1.646
hsa-miR-496	hsa-miR-496	GO:0005576	Extracellular region	1.486
hsa-miR-496	hsa-miR-496	GO:0005615	Extracellular space	1.459
hsa-miR-497-3p	hsa-miR-497-3p	GO:0005576	Extracellular region	0.771
hsa-miR-497-3p	hsa-miR-497-3p	GO:1903561	Extracellular vesicle	0.757
hsa-miR-497-3p	hsa-miR-497-3p	GO:0070062	Extracellular exosome	0.683
hsa-miR-497-3p	hsa-miR-497-3p	GO:0005615	Extracellular space	0.633
hsa-miR-497-5p	hsa-miR-497-5p	GO:0070062	Extracellular exosome	2.563
hsa-miR-497-5p	hsa-miR-497-5p	GO:1903561	Extracellular vesicle	2.553
hsa-miR-497-5p	hsa-miR-497-5p	GO:0005576	Extracellular region	2.329
hsa-miR-497-5p	hsa-miR-497-5p	GO:0005615	Extracellular space	2.307
hsa-miR-498	hsa-miR-498	GO:0070062	Extracellular exosome	2.131
hsa-miR-498	hsa-miR-498	GO:1903561	Extracellular vesicle	2.059
hsa-miR-498	hsa-miR-498	GO:0005615	Extracellular space	1.882
hsa-miR-498	hsa-miR-498	GO:0005576	Extracellular region	1.856
hsa-miR-4999-5p	hsa-miR-4999-5p	GO:0005576	Extracellular region	0.519
hsa-miR-499a-3p	hsa-miR-499a-3p	GO:0070062	Extracellular exosome	0.881
hsa-miR-499a-3p	hsa-miR-499a-3p	GO:1903561	Extracellular vesicle	0.825
hsa-miR-499a-3p	hsa-miR-499a-3p	GO:0005576	Extracellular region	0.787
hsa-miR-499a-3p	hsa-miR-499a-3p	GO:0005615	Extracellular space	0.681
hsa-miR-499a-5p	hsa-miR-499a-5p	GO:1903561	Extracellular vesicle	2.493
hsa-miR-499a-5p	hsa-miR-499a-5p	GO:0070062	Extracellular exosome	2.481
hsa-miR-499a-5p	hsa-miR-499a-5p	GO:0005576	Extracellular region	2.324
hsa-miR-499a-5p	hsa-miR-499a-5p	GO:0005615	Extracellular space	2.308
hsa-miR-499b-3p	hsa-miR-499b-3p	GO:1903561	Extracellular vesicle	0.847
hsa-miR-499b-3p	hsa-miR-499b-3p	GO:0070062	Extracellular exosome	0.662
hsa-miR-499b-3p	hsa-miR-499b-3p	GO:0005576	Extracellular region	0.596
hsa-miR-499b-3p	hsa-miR-499b-3p	GO:0005615	Extracellular space	0.586
hsa-miR-499b-5p	hsa-miR-499b-5p	GO:0070062	Extracellular exosome	1.658
hsa-miR-499b-5p	hsa-miR-499b-5p	GO:1903561	Extracellular vesicle	1.596
hsa-miR-499b-5p	hsa-miR-499b-5p	GO:0005615	Extracellular space	1.360
hsa-miR-499b-5p	hsa-miR-499b-5p	GO:0005576	Extracellular region	1.279
hsa-miR-5000-3p	hsa-miR-5000-3p	GO:0070062	Extracellular exosome	0.839
hsa-miR-5000-3p	hsa-miR-5000-3p	GO:1903561	Extracellular vesicle	0.738
hsa-miR-5000-3p	hsa-miR-5000-3p	GO:0005576	Extracellular region	0.599
hsa-miR-5000-3p	hsa-miR-5000-3p	GO:0005615	Extracellular space	0.550
hsa-miR-5000-5p	hsa-miR-5000-5p	GO:0070062	Extracellular exosome	0.962
hsa-miR-5000-5p	hsa-miR-5000-5p	GO:1903561	Extracellular vesicle	0.862
hsa-miR-5000-5p	hsa-miR-5000-5p	GO:0005615	Extracellular space	0.601
hsa-miR-5001-3p	hsa-miR-5001-3p	GO:0070062	Extracellular exosome	1.321
hsa-miR-5001-3p	hsa-miR-5001-3p	GO:1903561	Extracellular vesicle	1.248
hsa-miR-5001-3p	hsa-miR-5001-3p	GO:0005615	Extracellular space	0.988
hsa-miR-5001-3p	hsa-miR-5001-3p	GO:0005576	Extracellular region	0.964
hsa-miR-5001-5p	hsa-miR-5001-5p	GO:0005576	Extracellular region	0.893
hsa-miR-5001-5p	hsa-miR-5001-5p	GO:1903561	Extracellular vesicle	0.829
hsa-miR-5001-5p	hsa-miR-5001-5p	GO:0070062	Extracellular exosome	0.713
hsa-miR-5001-5p	hsa-miR-5001-5p	GO:0005615	Extracellular space	0.626
hsa-miR-5002-3p	hsa-miR-5002-3p	GO:0070062	Extracellular exosome	0.618
hsa-miR-5002-3p	hsa-miR-5002-3p	GO:1903561	Extracellular vesicle	0.517
hsa-miR-5003-3p	hsa-miR-5003-3p	GO:0070062	Extracellular exosome	0.810
hsa-miR-5003-3p	hsa-miR-5003-3p	GO:1903561	Extracellular vesicle	0.710
hsa-miR-5003-3p	hsa-miR-5003-3p	GO:0005615	Extracellular space	0.507
hsa-miR-5004-3p	hsa-miR-5004-3p	GO:0070062	Extracellular exosome	0.740
hsa-miR-5004-3p	hsa-miR-5004-3p	GO:1903561	Extracellular vesicle	0.640
hsa-miR-5004-3p	hsa-miR-5004-3p	GO:0005615	Extracellular space	0.515
hsa-miR-5006-3p	hsa-miR-5006-3p	GO:0070062	Extracellular exosome	0.642
hsa-miR-5006-3p	hsa-miR-5006-3p	GO:1903561	Extracellular vesicle	0.542
hsa-miR-5007-3p	hsa-miR-5007-3p	GO:1903561	Extracellular vesicle	0.850
hsa-miR-5007-3p	hsa-miR-5007-3p	GO:0070062	Extracellular exosome	0.839
hsa-miR-5007-3p	hsa-miR-5007-3p	GO:0005615	Extracellular space	0.589
hsa-miR-5008-5p	hsa-miR-5008-5p	GO:1903561	Extracellular vesicle	0.567
hsa-miR-500a-3p	hsa-miR-500a-3p	GO:0070062	Extracellular exosome	1.832
hsa-miR-500a-3p	hsa-miR-500a-3p	GO:1903561	Extracellular vesicle	1.829
hsa-miR-500a-3p	hsa-miR-500a-3p	GO:0005576	Extracellular region	1.543
hsa-miR-500a-3p	hsa-miR-500a-3p	GO:0005615	Extracellular space	1.529
hsa-miR-500a-5p	hsa-miR-500a-5p	GO:0070062	Extracellular exosome	2.035
hsa-miR-500a-5p	hsa-miR-500a-5p	GO:1903561	Extracellular vesicle	1.984
hsa-miR-500a-5p	hsa-miR-500a-5p	GO:0005615	Extracellular space	1.727
hsa-miR-500a-5p	hsa-miR-500a-5p	GO:0005576	Extracellular region	1.691
hsa-miR-500b-3p	hsa-miR-500b-3p	GO:1903561	Extracellular vesicle	0.645
hsa-miR-500b-5p	hsa-miR-500b-5p	GO:1903561	Extracellular vesicle	1.116
hsa-miR-500b-5p	hsa-miR-500b-5p	GO:0070062	Extracellular exosome	1.053
hsa-miR-500b-5p	hsa-miR-500b-5p	GO:0005576	Extracellular region	0.924
hsa-miR-500b-5p	hsa-miR-500b-5p	GO:0005615	Extracellular space	0.856
hsa-miR-501-3p	hsa-miR-501-3p	GO:0070062	Extracellular exosome	2.429
hsa-miR-501-3p	hsa-miR-501-3p	GO:1903561	Extracellular vesicle	2.392
hsa-miR-501-3p	hsa-miR-501-3p	GO:0005615	Extracellular space	2.118
hsa-miR-501-3p	hsa-miR-501-3p	GO:0005576	Extracellular region	2.082
hsa-miR-501-5p	hsa-miR-501-5p	GO:0070062	Extracellular exosome	2.067
hsa-miR-501-5p	hsa-miR-501-5p	GO:1903561	Extracellular vesicle	2.056
hsa-miR-501-5p	hsa-miR-501-5p	GO:0005576	Extracellular region	1.782
hsa-miR-501-5p	hsa-miR-501-5p	GO:0005615	Extracellular space	1.765
hsa-miR-5010-3p	hsa-miR-5010-3p	GO:0070062	Extracellular exosome	0.959
hsa-miR-5010-3p	hsa-miR-5010-3p	GO:1903561	Extracellular vesicle	0.916
hsa-miR-5010-3p	hsa-miR-5010-3p	GO:0005615	Extracellular space	0.803
hsa-miR-5010-3p	hsa-miR-5010-3p	GO:0005576	Extracellular region	0.758
hsa-miR-5010-5p	hsa-miR-5010-5p	GO:0070062	Extracellular exosome	1.474
hsa-miR-5010-5p	hsa-miR-5010-5p	GO:1903561	Extracellular vesicle	1.413
hsa-miR-5010-5p	hsa-miR-5010-5p	GO:0005615	Extracellular space	1.153
hsa-miR-5010-5p	hsa-miR-5010-5p	GO:0005576	Extracellular region	1.081
hsa-miR-5011-5p	hsa-miR-5011-5p	GO:1903561	Extracellular vesicle	0.680
hsa-miR-5011-5p	hsa-miR-5011-5p	GO:0005576	Extracellular region	0.540
hsa-miR-502-3p	hsa-miR-502-3p	GO:1903561	Extracellular vesicle	1.662
hsa-miR-502-3p	hsa-miR-502-3p	GO:0070062	Extracellular exosome	1.639
hsa-miR-502-3p	hsa-miR-502-3p	GO:0005576	Extracellular region	1.432
hsa-miR-502-3p	hsa-miR-502-3p	GO:0005615	Extracellular space	1.389
hsa-miR-502-5p	hsa-miR-502-5p	GO:1903561	Extracellular vesicle	1.956
hsa-miR-502-5p	hsa-miR-502-5p	GO:0070062	Extracellular exosome	1.953
hsa-miR-502-5p	hsa-miR-502-5p	GO:0005576	Extracellular region	1.695
hsa-miR-502-5p	hsa-miR-502-5p	GO:0005615	Extracellular space	1.693
hsa-miR-503-3p	hsa-miR-503-3p	GO:0070062	Extracellular exosome	2.156
hsa-miR-503-3p	hsa-miR-503-3p	GO:1903561	Extracellular vesicle	2.120
hsa-miR-503-3p	hsa-miR-503-3p	GO:0005615	Extracellular space	1.818
hsa-miR-503-3p	hsa-miR-503-3p	GO:0005576	Extracellular region	1.768
hsa-miR-503-5p	hsa-miR-503-5p	GO:0070062	Extracellular exosome	2.568
hsa-miR-503-5p	hsa-miR-503-5p	GO:1903561	Extracellular vesicle	2.568
hsa-miR-503-5p	hsa-miR-503-5p	GO:0005576	Extracellular region	2.317
hsa-miR-503-5p	hsa-miR-503-5p	GO:0005615	Extracellular space	2.310
hsa-miR-504-3p	hsa-miR-504-3p	GO:0070062	Extracellular exosome	1.267
hsa-miR-504-3p	hsa-miR-504-3p	GO:1903561	Extracellular vesicle	1.167
hsa-miR-504-3p	hsa-miR-504-3p	GO:0005615	Extracellular space	0.996
hsa-miR-504-3p	hsa-miR-504-3p	GO:0005576	Extracellular region	0.966
hsa-miR-504-5p	hsa-miR-504-5p	GO:1903561	Extracellular vesicle	1.777
hsa-miR-504-5p	hsa-miR-504-5p	GO:0070062	Extracellular exosome	1.712
hsa-miR-504-5p	hsa-miR-504-5p	GO:0005576	Extracellular region	1.678
hsa-miR-504-5p	hsa-miR-504-5p	GO:0005615	Extracellular space	1.518
hsa-miR-5047	hsa-miR-5047	GO:0070062	Extracellular exosome	1.147
hsa-miR-5047	hsa-miR-5047	GO:1903561	Extracellular vesicle	1.046
hsa-miR-5047	hsa-miR-5047	GO:0005615	Extracellular space	0.839
hsa-miR-5047	hsa-miR-5047	GO:0005576	Extracellular region	0.806
hsa-miR-505-3p	hsa-miR-505-3p	GO:1903561	Extracellular vesicle	2.135
hsa-miR-505-3p	hsa-miR-505-3p	GO:0070062	Extracellular exosome	2.134
hsa-miR-505-3p	hsa-miR-505-3p	GO:0005576	Extracellular region	1.914
hsa-miR-505-3p	hsa-miR-505-3p	GO:0005615	Extracellular space	1.904
hsa-miR-505-5p	hsa-miR-505-5p	GO:1903561	Extracellular vesicle	1.568
hsa-miR-505-5p	hsa-miR-505-5p	GO:0070062	Extracellular exosome	1.504
hsa-miR-505-5p	hsa-miR-505-5p	GO:0005576	Extracellular region	1.388
hsa-miR-505-5p	hsa-miR-505-5p	GO:0005615	Extracellular space	1.267
hsa-miR-506-3p	hsa-miR-506-3p	GO:0070062	Extracellular exosome	2.301
hsa-miR-506-3p	hsa-miR-506-3p	GO:1903561	Extracellular vesicle	2.263
hsa-miR-506-3p	hsa-miR-506-3p	GO:0005615	Extracellular space	2.072
hsa-miR-506-3p	hsa-miR-506-3p	GO:0005576	Extracellular region	2.056
hsa-miR-506-5p	hsa-miR-506-5p	GO:0070062	Extracellular exosome	0.640
hsa-miR-506-5p	hsa-miR-506-5p	GO:1903561	Extracellular vesicle	0.618
hsa-miR-507	hsa-miR-507	GO:0070062	Extracellular exosome	1.298
hsa-miR-507	hsa-miR-507	GO:0005615	Extracellular space	1.226
hsa-miR-507	hsa-miR-507	GO:1903561	Extracellular vesicle	1.212
hsa-miR-507	hsa-miR-507	GO:0005576	Extracellular region	1.194
hsa-miR-508-3p	hsa-miR-508-3p	GO:0070062	Extracellular exosome	1.822
hsa-miR-508-3p	hsa-miR-508-3p	GO:1903561	Extracellular vesicle	1.776
hsa-miR-508-3p	hsa-miR-508-3p	GO:0005615	Extracellular space	1.546
hsa-miR-508-3p	hsa-miR-508-3p	GO:0005576	Extracellular region	1.527
hsa-miR-508-5p	hsa-miR-508-5p	GO:0070062	Extracellular exosome	1.485
hsa-miR-508-5p	hsa-miR-508-5p	GO:1903561	Extracellular vesicle	1.428
hsa-miR-508-5p	hsa-miR-508-5p	GO:0005576	Extracellular region	1.256
hsa-miR-508-5p	hsa-miR-508-5p	GO:0005615	Extracellular space	1.221
hsa-miR-5088-5p	hsa-miR-5088-5p	GO:1903561	Extracellular vesicle	0.927
hsa-miR-5088-5p	hsa-miR-5088-5p	GO:0070062	Extracellular exosome	0.796
hsa-miR-5088-5p	hsa-miR-5088-5p	GO:0005576	Extracellular region	0.736
hsa-miR-509-3-5p	hsa-miR-509-3-5p	GO:1903561	Extracellular vesicle	1.487
hsa-miR-509-3-5p	hsa-miR-509-3-5p	GO:0070062	Extracellular exosome	1.413
hsa-miR-509-3-5p	hsa-miR-509-3-5p	GO:0005576	Extracellular region	1.280
hsa-miR-509-3-5p	hsa-miR-509-3-5p	GO:0005615	Extracellular space	1.126
hsa-miR-509-3p	hsa-miR-509-3p	GO:1903561	Extracellular vesicle	1.696
hsa-miR-509-3p	hsa-miR-509-3p	GO:0070062	Extracellular exosome	1.669
hsa-miR-509-3p	hsa-miR-509-3p	GO:0005576	Extracellular region	1.592
hsa-miR-509-3p	hsa-miR-509-3p	GO:0005615	Extracellular space	1.450
hsa-miR-509-5p	hsa-miR-509-5p	GO:0070062	Extracellular exosome	1.856
hsa-miR-509-5p	hsa-miR-509-5p	GO:1903561	Extracellular vesicle	1.803
hsa-miR-509-5p	hsa-miR-509-5p	GO:0005615	Extracellular space	1.548
hsa-miR-509-5p	hsa-miR-509-5p	GO:0005576	Extracellular region	1.531
hsa-miR-5091	hsa-miR-5091	GO:0070062	Extracellular exosome	1.061
hsa-miR-5091	hsa-miR-5091	GO:1903561	Extracellular vesicle	0.960
hsa-miR-5091	hsa-miR-5091	GO:0005615	Extracellular space	0.749
hsa-miR-5091	hsa-miR-5091	GO:0005576	Extracellular region	0.668
hsa-miR-5094	hsa-miR-5094	GO:0070062	Extracellular exosome	1.083
hsa-miR-5094	hsa-miR-5094	GO:1903561	Extracellular vesicle	1.029
hsa-miR-5094	hsa-miR-5094	GO:0005615	Extracellular space	0.890
hsa-miR-5094	hsa-miR-5094	GO:0005576	Extracellular region	0.833
hsa-miR-5095	hsa-miR-5095	GO:1903561	Extracellular vesicle	1.040
hsa-miR-5095	hsa-miR-5095	GO:0070062	Extracellular exosome	0.992
hsa-miR-5095	hsa-miR-5095	GO:0005576	Extracellular region	0.680
hsa-miR-5095	hsa-miR-5095	GO:0005615	Extracellular space	0.664
hsa-miR-5096	hsa-miR-5096	GO:1903561	Extracellular vesicle	1.765
hsa-miR-5096	hsa-miR-5096	GO:0070062	Extracellular exosome	1.731
hsa-miR-5096	hsa-miR-5096	GO:0005576	Extracellular region	1.498
hsa-miR-5096	hsa-miR-5096	GO:0005615	Extracellular space	1.453
hsa-miR-510-3p	hsa-miR-510-3p	GO:0070062	Extracellular exosome	1.023
hsa-miR-510-3p	hsa-miR-510-3p	GO:1903561	Extracellular vesicle	0.965
hsa-miR-510-3p	hsa-miR-510-3p	GO:0005615	Extracellular space	0.663
hsa-miR-510-3p	hsa-miR-510-3p	GO:0005576	Extracellular region	0.655
hsa-miR-510-5p	hsa-miR-510-5p	GO:0070062	Extracellular exosome	1.478
hsa-miR-510-5p	hsa-miR-510-5p	GO:1903561	Extracellular vesicle	1.470
hsa-miR-510-5p	hsa-miR-510-5p	GO:0005576	Extracellular region	1.326
