name,uniprot,n_measure,n_tissue,n_cell,n_common,hacells_label,emblcells_label,cell label score,cell label,haatlas_label,emblatlas_label,mspatlas_label,msratlas_label,tissue label score,tissue label,Gobal label score (GLS),Global label
lysosomal protein transmembrane 5,Q13571,6,4,2,2,macrophages,common,1,macrophages,bladder,"bonemarrow,spleen",spleen,common,1.45,spleen,1.45,spleen
macrophage expressed 1,Q2M385,6,4,2,2,monocytes,"bcell,monocytes",1.45,monocytes,common,spleen,spleen,common,2,spleen,2,spleen
MAGE family member A11,P43364,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
MAGUK p55 scaffold protein 4,Q96JB8,2,1,1,0,,"neutrophils,platelets",0.9,neutrophils.platelets,,spleen,,,1,spleen,1,spleen
"major histocompatibility complex, class I, A",P04439,6,4,2,2,monocytes,common,1,monocytes,"bonemarrow,spleen",spleen,spleen,common,2.45,spleen,2.45,spleen
"major histocompatibility complex, class I, B",P01889,6,4,2,2,"macrophages,monocytes",common,0.9,macrophages.monocytes,spleen,spleen,"lung,spleen",common,2.45,spleen,2.45,spleen
"major histocompatibility complex, class I, E",P13747,6,4,2,2,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,spleen,spleen,common,2,spleen,2,spleen
"major histocompatibility complex, class I, F",P30511,6,4,2,1,platelets,common,1,platelets,brain,spleen,"lung,spleen","lung,spleen",1.9,spleen,1.9,spleen
"major histocompatibility complex, class II, DM alpha",P28067,6,4,2,1,bcell,"bcell,monocytes",1.45,bcell,spleen,spleen,nerve,common,2,spleen,2,spleen
"major histocompatibility complex, class II, DO beta",P13765,6,4,2,0,bcell,bcell,2,bcell,"bonemarrow,spleen",spleen,muscle,spleen,2.45,spleen,2.45,spleen
"major histocompatibility complex, class II, DP alpha 1",P20036,6,4,2,1,bcell,"bcell,monocytes",1.45,bcell,colon,spleen,spleen,common,2,spleen,2,spleen
"major histocompatibility complex, class II, DP beta 1",P04440,6,4,2,1,macrophages,"bcell,monocytes",1,macrophages,brain,spleen,spleen,common,2,spleen,2,spleen
"major histocompatibility complex, class II, DR alpha",P01903,6,4,2,2,monocytes,"bcell,monocytes",1.45,monocytes,common,spleen,spleen,common,2,spleen,2,spleen
"major histocompatibility complex, class II, DR beta 1",P01911,6,4,2,1,"macrophages,monocytes","bcell,monocytes",0.9,monocytes,spleen,spleen,spleen,common,3,spleen,3,spleen
marginal zone B and B1 cell specific protein,Q8WU39,6,4,2,0,platelets,bcell,2,bcell.platelets,stomach,spleen,spleen,spleen,3,spleen,3,spleen
mast cell expressed membrane protein 1,Q8IX19,6,4,2,0,neutrophils,neutrophils,2,neutrophils,"bonemarrow,spleen",spleen,spleen,spleen,3.45,spleen,3.45,spleen
matrix metallopeptidase 25,Q9NPA2,6,4,2,0,neutrophils,neutrophils,2,neutrophils,"lung,spleen",spleen,muscle,spleen,2.45,spleen,2.45,spleen
matrix metallopeptidase 8,P22894,6,4,2,0,neutrophils,neutrophils,2,neutrophils,spleen,bonemarrow,spleen,spleen,3,spleen,3,spleen
matrix metallopeptidase 9,P14780,6,4,2,0,neutrophils,macrophage,2,macrophages.neutrophils,spleen,bonemarrow,spleen,spleen,3,spleen,3,spleen
membrane spanning 4-domains A1,P11836,6,4,2,0,bcell,bcell,2,bcell,brain,spleen,spleen,spleen,3,spleen,3,spleen
membrane spanning 4-domains A6E,Q96DS6,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
methyltransferase like 18,O95568,4,3,1,2,,"erythrocytes,platelets",0.9,erythrocytes.platelets,,common,spleen,common,1,spleen,1,spleen
MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,O00587,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
mitogen-activated protein kinase kinase kinase kinase 1,Q92918,6,4,2,1,common,bcell,1,bcell,"adiposetissue,heart",spleen,spleen,spleen,3,spleen,3,spleen
mixed lineage kinase domain like pseudokinase,Q8NB16,6,4,2,1,monocytes,"monocytes,neutrophils",1.45,monocytes,common,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
MSL complex subunit 3,Q8N5Y2,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
mucolipin TRP cation channel 1,Q9GZU1,6,4,2,0,macrophages,"macrophage,neutrophils",1.45,macrophages,spleen,spleen,heart,"lung,spleen",2.45,spleen,2.45,spleen
MX dynamin like GTPase 2,P20592,6,4,2,2,common,neutrophils,1,neutrophils,stomach,spleen,"lung,spleen",common,1.45,spleen,1.45,spleen
myosin IF,O00160,6,4,2,0,monocytes,neutrophils,2,monocytes.neutrophils,spleen,spleen,spleen,"lung,spleen",3.45,spleen,3.45,spleen
myosin IG,B0I1T2,6,4,2,2,common,monocytes,1,monocytes,common,"bonemarrow,spleen","lung,spleen","lung,spleen",1.35,spleen,1.35,spleen
N-acetylglucosamine kinase,Q9UJ70,6,4,2,1,"macrophages,monocytes","macrophage,neutrophils",0.9,macrophages,spleen,"esophagus,skin",spleen,common,2,spleen,2,spleen
natural cytotoxicity triggering receptor 2,O95944,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
NCK associated protein 1 like,P55160,6,4,2,2,common,macrophage,1,macrophages,brain,spleen,spleen,common,2,spleen,2,spleen
NECAP endocytosis associated 2,Q9NVZ3,6,4,2,1,tcellcd4,"macrophage,tcellcd8",1,tcellcd4,"bonemarrow,spleen",spleen,spleen,common,2.45,spleen,2.45,spleen
neutrophil cytosolic factor 1,P14598,6,4,2,0,"monocytes,neutrophils",neutrophils,1.45,neutrophils,spleen,spleen,"lung,spleen",spleen,3.45,spleen,3.45,spleen
neutrophil cytosolic factor 2,P19878,6,4,2,1,"macrophages,monocytes",macrophage,1.45,macrophages,"bonemarrow,spleen",spleen,"lung,spleen",common,1.9,spleen,1.9,spleen
neutrophil cytosolic factor 4,Q15080,6,4,2,2,"macrophages,monocytes",neutrophils,1,neutrophils,common,spleen,"lung,spleen",common,1.45,spleen,1.45,spleen
nitric oxide synthase 3,P29474,6,4,2,1,tcellcd8,tcellcd4,2,tcellcd4.tcellcd8,spleen,spleen,spleen,common,3,spleen,3,spleen
NK2 homeobox 3,Q8TAU0,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
NLR family apoptosis inhibitory protein,Q13075,6,4,2,1,"macrophages,monocytes",neutrophils,1,neutrophils,common,spleen,spleen,spleen,3,spleen,3,spleen
NLR family CARD domain containing 3,Q7RTR2,4,3,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,pancreas,spleen,2,spleen,2,spleen
NLR family CARD domain containing 4,Q9NPP4,6,4,2,1,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,"bonemarrow,spleen",spleen,muscle,spleen,2.45,spleen,2.45,spleen
NLR family CARD domain containing 5,Q86WI3,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
NLR family pyrin domain containing 4,Q96MN2,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
NLR family pyrin domain containing 6,P59044,3,2,1,1,,common,0,,,"adrenalgland,liver",,spleen,1,spleen,1,spleen
nuclear factor of activated T cells 2,Q13469,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,brain,common,spleen,"lung,spleen",1.45,spleen,1.45,spleen
nucleic acid binding protein 1,Q96AH0,2,1,1,0,,"macrophage,neutrophils",0.9,macrophages.neutrophils,,spleen,,,1,spleen,1,spleen
olfactory receptor family 10 subfamily G member 2,Q8NGC3,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 13 subfamily A member 1,Q8NGR1,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 2 subfamily AJ member 1,Q8NGZ0,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 2 subfamily B member 6,P58173,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 2 subfamily L member 3,Q8NG85,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 2 subfamily L member 5,Q8NG80,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 5 subfamily AK member 2,Q8NH90,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 56 subfamily B member 1,Q8NGI3,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
olfactory receptor family 6 subfamily S member 1,Q8NH40,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
ORAI calcium release-activated calcium modulator 1,Q96D31,4,2,2,1,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,spleen,spleen,,,2,spleen,2,spleen
osteoclast associated Ig-like receptor,Q8IYS5,4,2,2,0,"macrophages,neutrophils","macrophage,neutrophils",1.8,macrophages.neutrophils,spleen,spleen,,,2,spleen,2,spleen
ovochymase 1,Q7RTY7,2,1,1,0,,"neutrophils,platelets",0.9,neutrophils.platelets,,spleen,,,1,spleen,1,spleen
paired box 5,Q02548,6,4,2,0,bcell,bcell,2,bcell,spleen,spleen,heart,spleen,3,spleen,3,spleen
paired immunoglobin like type 2 receptor alpha,Q9UKJ1,6,4,2,1,monocytes,"macrophage,neutrophils",1,monocytes,"bonemarrow,spleen",spleen,muscle,common,1.45,spleen,1.45,spleen
parvin gamma,Q9HBI0,6,4,2,1,macrophages,"monocytes,neutrophils",1,macrophages,common,"bonemarrow,spleen",spleen,"lung,spleen",1.9,spleen,1.9,spleen
PDZ and LIM domain 2,Q96JY6,6,4,2,1,tcellcd8,"monocytes,neutrophils",1,tcellcd8,spleen,spleen,artery,common,2,spleen,2,spleen
peptidoglycan recognition protein 1,O75594,6,4,2,0,neutrophils,neutrophils,2,neutrophils,"bonemarrow,spleen",bonemarrow,spleen,spleen,2.45,spleen,2.45,spleen
peptidyl arginine deiminase 4,Q9UM07,6,4,2,0,neutrophils,neutrophils,2,neutrophils,spleen,bonemarrow,spleen,spleen,3,spleen,3,spleen
peptidylprolyl isomerase A like 4H,A0A075B767,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
perforin 1,P14222,6,4,2,1,common,tcellcd8,1,tcellcd8,kidney,spleen,spleen,spleen,3,spleen,3,spleen
phospholipase A2 group IID,Q9UNK4,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
phospholipase B domain containing 1,Q6P4A8,6,4,2,2,"monocytes,neutrophils",neutrophils,1.45,neutrophils,spleen,common,spleen,common,2,spleen,2,spleen
phospholipase C beta 2,Q00722,6,4,2,1,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,nerve,"bonemarrow,spleen",spleen,"lung,spleen",1.9,spleen,1.9,spleen
phospholipase C gamma 2,P16885,6,4,2,1,bcell,common,1,bcell,skin,bonemarrow,spleen,"lung,spleen",1.45,spleen,1.45,spleen
"Pim-2 proto-oncogene, serine/threonine kinase",Q9P1W9,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
platelet factor 4,P02776,6,4,2,0,platelets,platelets,2,platelets,spleen,spleen,spleen,spleen,4,spleen,4,spleen
platelet factor 4 variant 1,P10720,6,4,2,0,platelets,platelets,2,platelets,spleen,spleen,spleen,spleen,4,spleen,4,spleen
pleckstrin,P08567,6,4,2,0,platelets,platelets,2,platelets,spleen,bonemarrow,spleen,"lung,spleen",2.45,spleen,2.45,spleen
pleckstrin homology domain containing O2,Q8TD55,6,4,2,1,macrophages,macrophage,2,macrophages,spleen,spleen,spleen,common,3,spleen,3,spleen
poly(ADP-ribose) polymerase family member 14,Q460N5,6,4,2,2,common,"bcell,macrophage",0.9,bcell.macrophages,common,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
pre-mRNA processing factor 38B,Q5VTL8,6,4,2,2,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,"bonemarrow,stomach","bonemarrow,skin",spleen,common,1,spleen,1,spleen
pro-melanin concentrating hormone,P20382,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
pro-platelet basic protein,P02775,6,4,2,0,platelets,platelets,2,platelets,spleen,spleen,spleen,spleen,4,spleen,4,spleen
proline-serine-threonine phosphatase interacting protein 2,Q9H939,6,4,2,0,platelets,platelets,2,platelets,spleen,spleen,spleen,spleen,4,spleen,4,spleen
proteasome 20S subunit alpha 8,Q8TAA3,3,2,1,1,,common,0,,spleen,spleen,,,2,spleen,2,spleen
proteasome 20S subunit beta 10,P40306,6,4,2,1,tcellcd8,"monocytes,neutrophils",1,tcellcd8,brain,spleen,spleen,common,2,spleen,2,spleen
proteasome 20S subunit beta 9,P28065,6,4,2,1,tcellcd8,common,1,tcellcd8,spleen,spleen,spleen,"lung,spleen",3.45,spleen,3.45,spleen
protein phosphatase 1 regulatory subunit 18,Q6NYC8,6,4,2,1,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,spleen,spleen,spleen,common,3,spleen,3,spleen
protein phosphatase 6 regulatory subunit 1,Q9UPN7,6,4,2,2,"tcellcd4,tcellcd8",monocytes,1,monocytes,common,"bonemarrow,spleen",spleen,common,1.45,spleen,1.45,spleen
"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",Q8N819,4,3,1,0,,platelets,1,platelets,,spleen,"artery,brain",spleen,2,spleen,2,spleen
protein tyrosine phosphatase non-receptor type 6,P29350,6,4,2,2,common,neutrophils,1,neutrophils,spleen,spleen,spleen,common,3,spleen,3,spleen
protein tyrosine phosphatase receptor type C,P08575,6,4,2,1,common,"neutrophils,tcellcd8",0.9,neutrophils.tcellcd8,"bonemarrow,spleen","bonemarrow,spleen",spleen,"lung,spleen",2.35,spleen,2.35,spleen
protein tyrosine phosphatase receptor type H,Q9HD43,5,4,1,1,,erythrocytes,1,erythrocytes,spleen,"adrenalgland,liver",spleen,common,2,spleen,2,spleen
proteinase 3,P24158,6,4,2,0,"monocytes,neutrophils",monocytes,1.45,monocytes,spleen,bonemarrow,spleen,spleen,3,spleen,3,spleen
"proteoglycan 3, pro eosinophil major basic protein 2",Q9Y2Y8,5,4,1,0,neutrophils,,1,neutrophils,spleen,bonemarrow,spleen,spleen,3,spleen,3,spleen
purinergic receptor P2Y13,Q9BPV8,6,4,2,0,neutrophils,neutrophils,2,neutrophils,"bonemarrow,spleen","bonemarrow,spleen",spleen,spleen,2.9,spleen,2.9,spleen
PYD and CARD domain containing,Q9ULZ3,6,4,2,1,"macrophages,monocytes",monocytes,1.45,monocytes,spleen,spleen,spleen,common,3,spleen,3,spleen
pyrimidinergic receptor P2Y6,Q15077,2,1,1,0,,"macrophage,neutrophils",0.9,macrophages.neutrophils,,spleen,,,1,spleen,1,spleen
pyrin and HIN domain family member 1,Q6K0P9,6,4,2,0,"tcellcd4,tcellcd8",tcellcd8,1.45,tcellcd8,spleen,spleen,colon,spleen,3,spleen,3,spleen
"RAB32, member RAS oncogene family",Q13637,6,4,2,2,"monocytes,neutrophils",common,0.9,monocytes.neutrophils,spleen,bonemarrow,spleen,common,2,spleen,2,spleen
Rac family small GTPase 2,P15153,6,4,2,1,common,neutrophils,1,neutrophils,"bonemarrow,spleen",spleen,spleen,"lung,spleen",2.9,spleen,2.9,spleen
RANBP2 like and GRIP domain containing 8,O14715,4,3,1,2,,"neutrophils,platelets",0.9,neutrophils.platelets,,common,spleen,common,1,spleen,1,spleen
"ras homolog family member F, filopodia associated",Q9HBH0,6,4,2,2,common,macrophage,1,macrophages,ovary,"bonemarrow,spleen",spleen,common,1.45,spleen,1.45,spleen
ras homolog family member G,P84095,6,4,2,0,"macrophages,monocytes",neutrophils,1,neutrophils,"bonemarrow,spleen",spleen,brain,"lung,spleen",1.9,spleen,1.9,spleen
refilin B,Q8N5W9,6,4,2,1,"monocytes,tcellcd4",neutrophils,1,neutrophils,spleen,bonemarrow,spleen,common,2,spleen,2,spleen
regulator of hemoglobinization and erythroid cell expansion,Q6ZWK4,2,1,1,0,,"bcell,monocytes",0.9,bcell.monocytes,,spleen,,,1,spleen,1,spleen
resistin,Q9HD89,6,4,2,0,neutrophils,neutrophils,2,neutrophils,spleen,bonemarrow,"lung,spleen",spleen,2.45,spleen,2.45,spleen
RHO family interacting cell polarization regulator 2,Q9Y4F9,6,4,2,2,macrophages,common,1,macrophages,common,spleen,spleen,spleen,3,spleen,3,spleen
Rho GDP dissociation inhibitor beta,P52566,6,4,2,2,common,neutrophils,1,neutrophils,spleen,"bonemarrow,spleen","lung,spleen",common,1.9,spleen,1.9,spleen
Rho GTPase activating protein 15,Q53QZ3,6,4,2,0,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,"bonemarrow,spleen",bonemarrow,spleen,"lung,spleen",1.9,spleen,1.9,spleen
Rho GTPase activating protein 25,P42331,6,4,2,0,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,"bonemarrow,spleen",spleen,spleen,spleen,3.45,spleen,3.45,spleen
Rho GTPase activating protein 29,Q52LW3,6,4,2,1,tcellcd4,"neutrophils,platelets",1,tcellcd4,spleen,adiposetissue,spleen,common,2,spleen,2,spleen
Rho GTPase activating protein 4,P98171,6,4,2,1,"monocytes,tcellcd4",common,0.9,monocytes.tcellcd4,muscle,"bonemarrow,spleen","brain,spleen","lung,spleen",1.35,spleen,1.35,spleen
Rho GTPase activating protein 45,Q92619,6,4,2,2,"monocytes,tcellcd4",common,0.9,monocytes.tcellcd4,common,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
Rho GTPase activating protein 9,Q9BRR9,6,4,2,0,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,ovary,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
Rho guanine nucleotide exchange factor 1,Q92888,6,4,2,1,common,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,nerve,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
rhophilin associated tail protein 1 like,Q96C74,3,2,1,0,,neutrophils,1,neutrophils,,"bonemarrow,spleen",,spleen,1.45,spleen,1.45,spleen
RIMS binding protein 3,Q9UFD9,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
RIMS binding protein 3B,A6NNM3,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
RIMS binding protein 3C,A6NJZ7,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
ring finger protein 166,Q96A37,4,3,1,0,,monocytes,1,monocytes,,spleen,skin,spleen,2,spleen,2,spleen
ring finger protein 213,Q63HN8,6,4,2,1,common,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,ovary,spleen,"lung,spleen","lung,spleen",1.9,spleen,1.9,spleen
rubicon like autophagy enhancer,Q9H714,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
RUN and FYVE domain containing 4,Q6ZNE9,4,3,1,0,,monocytes,1,monocytes,,"bonemarrow,spleen",esophagus,spleen,1.45,spleen,1.45,spleen
S100 calcium binding protein A8,P05109,6,4,2,0,neutrophils,neutrophils,2,neutrophils,spleen,esophagus,"esophagus,spleen",spleen,2.45,spleen,2.45,spleen
"SAM domain, SH3 domain and nuclear localization signals 1",Q9NSI8,6,4,2,0,macrophages,neutrophils,2,macrophages.neutrophils,spleen,bonemarrow,spleen,"lung,spleen",2.45,spleen,2.45,spleen
scavenger receptor class F member 1,Q14162,6,4,2,1,"monocytes,platelets",neutrophils,1,neutrophils,spleen,spleen,"lung,spleen",common,2.45,spleen,2.45,spleen
selectin L,P14151,6,4,2,0,platelets,neutrophils,2,neutrophils.platelets,spleen,spleen,"artery,nerve",spleen,3,spleen,3,spleen
selectin P ligand,Q14242,6,4,2,0,tcellcd8,erythrocytes,2,erythrocytes.tcellcd8,"bonemarrow,spleen",spleen,"lung,spleen","lung,spleen",2.35,spleen,2.35,spleen
septin 1,Q8WYJ6,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,common,spleen,spleen,spleen,3,spleen,3,spleen
serine/threonine kinase 4,Q13043,6,4,2,2,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,common,"bonemarrow,spleen",spleen,common,1.45,spleen,1.45,spleen
SET domain bifurcated histone lysine methyltransferase 1,Q15047,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,spleen,pancreas,"esophagus,spleen",common,1.45,spleen,1.45,spleen
SH2 domain containing 1A,O60880,6,4,2,0,"tcellcd4,tcellcd8",tcellcd8,1.45,tcellcd8,colon,"bonemarrow,spleen","lung,spleen",spleen,1.9,spleen,1.9,spleen
SH2 domain containing 3C,Q8N5H7,6,4,2,1,"bcell,monocytes",neutrophils,1,neutrophils,"bonemarrow,spleen",spleen,"brain,skin",common,1.45,spleen,1.45,spleen
SH3KBP1 binding protein 1,Q8TBC3,4,3,1,0,,"monocytes,neutrophils",0.9,monocytes.neutrophils,,spleen,heart,"lung,spleen",1.45,spleen,1.45,spleen
shisa like 2A,Q6UWV7,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
sialic acid binding Ig like lectin 10,Q96LC7,6,4,2,1,"bcell,monocytes",neutrophils,1,neutrophils,common,spleen,liver,"lung,spleen",1.45,spleen,1.45,spleen
sialic acid binding Ig like lectin 7,Q9Y286,6,4,2,0,"macrophages,monocytes",macrophage,1.45,macrophages,"bonemarrow,spleen",spleen,liver,spleen,2.45,spleen,2.45,spleen
sialic acid binding Ig like lectin 8,Q9NYZ4,4,3,1,0,,"monocytes,neutrophils",0.9,monocytes.neutrophils,,spleen,spleen,spleen,3,spleen,3,spleen
sialic acid binding Ig like lectin 9,Q9Y336,6,4,2,1,common,macrophage,1,macrophages,"bonemarrow,spleen",spleen,spleen,"lung,spleen",2.9,spleen,2.9,spleen
SIGLEC family like 1,Q8N7X8,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
signal regulatory protein beta 1,O00241,6,4,2,1,bcell,common,1,bcell,liver,"bonemarrow,spleen",muscle,spleen,1.45,spleen,1.45,spleen
signaling threshold regulating transmembrane adaptor 1,Q9Y3P8,6,4,2,2,common,common,0,,kidney,spleen,brain,spleen,2,spleen,2,spleen
Sin3A associated protein 25,Q8TEE9,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
SLP adaptor and CSK interacting membrane protein,Q6UWF3,6,4,2,0,"bcell,macrophages",macrophage,1.45,macrophages,spleen,spleen,spleen,spleen,4,spleen,4,spleen
SMCR8-C9orf72 complex subunit,Q8TEV9,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,spleen,common,brain,spleen,2,spleen,2,spleen
sodium voltage-gated channel alpha subunit 11,Q9UI33,4,3,1,0,,neutrophils,1,neutrophils,,spleen,nerve,spleen,2,spleen,2,spleen
sorting nexin 8,Q9Y5X2,6,4,2,1,"macrophages,monocytes","erythrocytes,macrophage",0.9,macrophages,common,spleen,"lung,spleen",spleen,2.45,spleen,2.45,spleen
sosondowah ankyrin repeat domain family member D,A6NJG2,6,4,2,0,"bcell,tcellcd4",macrophage,1,macrophages,lung,spleen,nerve,spleen,2,spleen,2,spleen
SP110 nuclear body protein,Q9HB58,6,4,2,2,monocytes,common,1,monocytes,nerve,common,spleen,"lung,spleen",1.45,spleen,1.45,spleen
SP140 nuclear body protein,Q13342,6,4,2,2,common,bcell,1,bcell,common,spleen,spleen,spleen,3,spleen,3,spleen
sphingosine-1-phosphate receptor 4,O95977,4,2,2,1,monocytes,common,1,monocytes,"bonemarrow,spleen",spleen,,,1.45,spleen,1.45,spleen
Spi-C transcription factor,Q8N5J4,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
Src like adaptor,Q13239,6,4,2,0,"macrophages,neutrophils",neutrophils,1.45,neutrophils,"lung,spleen",spleen,spleen,"lung,spleen",2.9,spleen,2.9,spleen
Src like adaptor 2,Q9H6Q3,4,2,2,0,platelets,"tcellcd4,tcellcd8",1,platelets,spleen,"bonemarrow,spleen",,,1.45,spleen,1.45,spleen
stabilin 2,Q8WWQ8,6,4,2,0,bcell,neutrophils,2,bcell.neutrophils,kidney,spleen,spleen,spleen,3,spleen,3,spleen
sterile alpha motif domain containing 11,Q96NU1,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
sterile alpha motif domain containing 7,Q7Z3H4,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
stimulator of interferon response cGAMP interactor 1,Q86WV6,6,4,2,2,"monocytes,tcellcd4","tcellcd4,tcellcd8",0.9,tcellcd4,common,spleen,"lung,spleen",common,1.45,spleen,1.45,spleen
strawberry notch homolog 2,Q9Y2G9,4,2,2,2,"macrophages,monocytes",common,0.9,macrophages.monocytes,common,spleen,,,1,spleen,1,spleen
T cell leukemia homeobox 1,P31314,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
T cell receptor alpha joining 3,A0A075B6Y3,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 10,A0A0B4J240,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 12-2,A0A075B6T6,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 13-2,A0A0B4J235,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 17,A0A0B4J275,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 18,A0A075B6X5,3,2,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,"heart,muscle",,1,spleen,1,spleen
T cell receptor alpha variable 20,A0A0B4J274,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 21,A0A0B4J279,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 22,A0A0B4J277,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 25,A0A0B4J276,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 27,A0A087WT01,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 3,A0A0B4J244,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 34,A0A0B4J273,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 36/delta variable 7,A0A075B6V5,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 5,A0A0B4J249,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 6,A0A075B6T7,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor alpha variable 8-6,A0A0B4J262,3,2,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,"colon,esophagus",,1,spleen,1,spleen
T cell receptor beta joining 2-1,A0A0A0MTA7,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
